,train_index,train_sentence,geraint_sentence,train_label
12003,snips-train-9025,Rate From a Buick 8 0 out of 6,RATE FROM A BURICATE ZERO OUT OF SIX,RateBook
12004,snips-train-9026,rate this novel two out of 6,GRATE THIS NOVEL TWO OR TWO SIX,RateBook
12005,snips-train-9027,I this this current essay should be rated a three,EITHIS THIS CORENTASSE SHOULD BE RAKED AT A THREE,RateBook
12006,snips-train-9028,rate Covering The Hidden Assault on Our Civil Rights 1 point,RAGT COVERING THE HIDDEN ASSOUT ON OUR CIVIL RIGHT SWON POINT,RateBook
12007,snips-train-9029,Rate this album three of 6 points,GREATLY SALTOM THREE OF SIX POINTS,RateBook
12008,snips-train-903,Add camille to the This Is Lady Antebellum playlist,AD COME IL TO VEVIS'S LADY ANTUBALANPLAELIST,AddToPlaylist
12009,snips-train-9030,give five out of 6 stars to current essay,GIVE FIVE OUT OF SIX STARS TO CARENTASSE,RateBook
12010,snips-train-9031,Rate this book 3 of 6 points,WRAT THIS BOOK THREE OR SIX POINTS,RateBook
12011,snips-train-9032,Rate the current novel three points,REAT THE CURRENT NOHOL THREE POINTS,RateBook
12012,snips-train-9033,rate The Chymical Wedding 3 points,RATE THE CHIMICAREADING THREE POINTS,RateBook
12013,snips-train-9034,rate What the Dog Saw a two,RIGHT WHAT THE DOG SAW TOO,RateBook
12014,snips-train-9035,I'd rate this essay 1 out of 6,I GREAT THIS I SAY ONE OUT OF SIX,RateBook
12015,snips-train-9036,rate the book The Outlaws of Sherwood two stars,RIGHT  THE BOOK THE OUTLAWS OF SHIRWARD TRU STARS,RateBook
12016,snips-train-9037,Give A History of the Mind a 2 out of 6 points .,GIVE A HISTORY OF THE MIND OR TWO OUT OF SIX POINTS,RateBook
12017,snips-train-9038,I'd give the Main-Travelled Roads series 0 points out of 6,AT GIREMAIN TRAVELLED ROAD ZERUS ZERO POINTS OUT OF SIX,RateBook
12018,snips-train-9039,please rate this essay three out of 6,LEASE RATE THIS ASSAY THREE OUTS OF SIX,RateBook
12019,snips-train-904,add something so right to lora's 80s Classic Hits playlist,AD SOMETHING SO RIGHT TO LAW AS ATI'S CLASSECUTS PLAILIST,AddToPlaylist
12020,snips-train-9040,The Battle for Skies gets a three,THE BATTLE FOR SKIES GATS US THREE,RateBook
12021,snips-train-9041,Rate this essay a four,REAT DO SARSEA FOR,RateBook
12022,snips-train-9042,rate Betrayer of Worlds 1 out of 6,RIGHT BETRAYAL OF WORDS ONE OUT OF SIX,RateBook
12023,snips-train-9043,give Rathinirvedam a rating of 3 out of 6,GIVE RATE NERVADAMA RATING OF THREE OUTS OF SIX,RateBook
12024,snips-train-9044,Rate Conan of the Red Brotherhood 2 of 6,GREAT CONAN OF THE RED BROTHERHOOD TWO OR SIX,RateBook
12025,snips-train-9045,I am rating Book of Challenges four stars,I AM WRATING BOOK OF CHALLENGES FOUR STARS,RateBook
12026,snips-train-9046,The current essay feels like a 3 .,THE CURRENT HAS SAFE FIELS LIKE AS THREE,RateBook
12027,snips-train-9047,Give this chronicle a 4 out of 6,GIVE THIS CHRONIC A FOUR OUT O SIX,RateBook
12028,snips-train-9048,Rate my current textbook three out of 6,RATE MY CURRENT TEXT BOOK THREE OUT O SIX,RateBook
12029,snips-train-9049,I would give this current textbook five points or a rating of 6,I WOULD GIVE THIS CURRENT TAXT BOOK FIVE POINTS OR A WRATING OF SIX,RateBook
12030,snips-train-905,add this artist to my Guilty Pleasures playlist,ABBESOT IS TO MY GUILTY PLEASURES PLAILEST,AddToPlaylist
12031,snips-train-9050,Give this novel a rating of 1 points .,GIVE THIS NOVEL RATING OF ONE POINTS,RateBook
12032,snips-train-9051,rate The Pig Scrolls one of 6 points,RATE THE PIG SCROLLS ONE OF SIX POINTS,RateBook
12033,snips-train-9052,Can you please assign two points to the White Niggers of America chronicle ?,CAN YOU PLEASE ASSIGN TWO POINTS TO THE WHITE  NEGGERS OF AMERICA CONICAL,RateBook
12034,snips-train-9053,Rate Renewable Electricity and the Grid one stars out of 6,RACHING ME RIBBLE ELECTRICITY AND MEGRID INE STARS OUT OF SIX,RateBook
12035,snips-train-9054,Can I rate the current textbook three to 6 stars ?,COME I WAY TO CULLENTAXBOK FLEE TO SIX STARS,RateBook
12036,snips-train-9055,Can you give this textbook a 2 out of 6 ?,CAN YE GIVE THIS TAXT BOOK A TWO ORT OF SIX,RateBook
12037,snips-train-9056,rate this essay 3 out of 6 points,REAT DE ZAS SA THREE OUTS OF SIX POINTS,RateBook
12038,snips-train-9057,rate The Promise 1 points,REAT THE CAME WON POINTS,RateBook
12039,snips-train-9058,Rate the Rogue Lawyer 4 out of 6,RATE THE ROGE MINE FOUR OR TWO SIX,RateBook
12040,snips-train-9059,Hocus Bogus gets a 2 of 6 .,HOCASPOGI SCATS A TWO OR SIX,RateBook
12041,snips-train-906,Add a track to summer of love,AND A CHECK TO SUMMER OF LUMP,AddToPlaylist
12042,snips-train-9060,3 stars is the rating for Boy Meets Boy,THREE STARS IS THE RATING FOR BOY MEATS BOY,RateBook
12043,snips-train-9061,Rate Short Trips Destination Prague five out of 6,REAT SHORT SHIP'S ESTIMATION CRAG FIVE OUT OF SIX,RateBook
12044,snips-train-9062,Rate Richard Carvel 4 out of 6,RIGT RICHARD CARVILLE FOURORTOF SIX,RateBook
12045,snips-train-9063,Rate The Fall-Down Artist 5 stars .,RATE THE FORT ALNARTEST FIVE STARS,RateBook
12046,snips-train-9064,Give this textbook one stars out of 6,GIVE THIS TEXTBOOK ONE STALLS OUT OF SIX,RateBook
12047,snips-train-9065,give four stars to What the Day Owes the Night,GIVE FOUR STARS TO WHAT A DAY OWES THE NIGHT,RateBook
12048,snips-train-9066,rating points for Castles of Steel out of 6 are 5,RATING POINTS FOR CASTLES OF STEAL OUT OF SIX OR FIVE,RateBook
12049,snips-train-9067,Rate People of the Lakes 2 of 6,GREAT PEOPLE OF THE LAKES TWO OF SIX,RateBook
12050,snips-train-9068,give Power of Faerûn two of 6,GIVE POWER A FOOTONG TWO OF SIX,RateBook
12051,snips-train-9069,Rate The Coming of Bill 3 of 6 stars,GREAT THE COMING OF BILTHRE OF SIX STARS,RateBook
12052,snips-train-907,Put journey to love onto Hip Hop 2017 New School .,PUT JOURNEY TO LAVENTO HECOQ TWENTY SEVENTEE NEW SCHOOL,AddToPlaylist
12053,snips-train-9070,Rate this album a 3,RATEE SALGOMA THREE,RateBook
12054,snips-train-9071,Rate The Demolished Man a five,REAT THE DEMONISHED MAN OF FIVE,RateBook
12055,snips-train-9072,give three stars to chronicle Falling in Love With Hominids,GIVE FREE STARTS TO CHRONICLE FALLING IN LOVE WITH HOMENETS,RateBook
12056,snips-train-9073,Rate The Rats chronicle 5 of 6,RATE E RATZS CHRONIC OF FIVE OF SIX,RateBook
12057,snips-train-9074,rate this textbook 2 out of 6,GREAT THIS TAXT BOOK TWO OR TWO SIX,RateBook
12058,snips-train-9075,rate this essay 5 of 6,RATE THIS SA FIVE OF SIX,RateBook
12059,snips-train-9076,give five out of 6 to this novel,GIVE FIVE OUT OF SIX TO THIS NOVEL,RateBook
12060,snips-train-9077,rate the book Pimpernel and Rosemary 1 out of 6,WRITE THE BOOK PIMPERNEL AND ROSEMARY ONE OUT OF SIX,RateBook
12061,snips-train-9078,I rate the book You Only Live Twice two points,I RATE THE BOOK YOU ONLY LIVE TWICE TWO POINTS,RateBook
12062,snips-train-9079,Give the book Buzz about Bees a 2 star rating out of 6 .,GIVE THE BOOK BAZEBAPIS E TWO STAREIGHTING OUT OF SIX,RateBook
12063,snips-train-908,"Add Nazad, nazad, Kalino mome to Escapada",ABMAZARD MAZARD COLENOMO TOES CA PADE,AddToPlaylist
12064,snips-train-9080,Rate the current novel 1 of 6,GREAT TE CURRENT NORVAL ONE OF SEX,RateBook
12065,snips-train-9081,rate If Tomorrow Comes 2 of 6 stars,RATE IF TO MORROW COMES TWO OF SIX STARS,RateBook
12066,snips-train-9082,Rate the current book 5 of 6 points,RATE THE CURRENT BROOK FIVE OR SIX POINTS,RateBook
12067,snips-train-9083,Rate this essay five points,GREAT DESASSY FIVE POINTS,RateBook
12068,snips-train-9084,I'd say Life in the Iron Mills was a five,I'D SAY LIKE IM THE IRON MILLS WAS OF FIVE,RateBook
12069,snips-train-9085,Rate Peter and the Sword of Mercy 3 of 6 stars,GREAT PETER AND THE SWORD OF MMERCY THREE OF SIX STARS,RateBook
12070,snips-train-9086,give one star to The Indestructible Man,GIVE ONE STAT TO THE INDESTRUCTABLE MAN,RateBook
12071,snips-train-9087,I want to give this textbook 3 out of 6 points,I WANT TO GIVE THIS TEXT BOOK THREE OUTS OF SIX POINTS,RateBook
12072,snips-train-9088,Rate The Bell Curve a three .,GRAT THE BALCURVESTRY,RateBook
12073,snips-train-9089,Rate The Documents in the Case series two of 6,GREATER DOCUMENTS IN THE CASES HERE AS TWO OF SIX,RateBook
12074,snips-train-909,Add histoire de melody nelson to my 90's Baby Makers playlist,ADDEST  WADE MELADY NELSON TO MINITIS BABY MAKER'S PLAYLIST,AddToPlaylist
12075,snips-train-9090,Rate The High Deeds of Finn MacCool one out of 6,RATE THE HIGH DEEDS OF FIM MACUL ONE OUT OF SIX,RateBook
12076,snips-train-9091,Peter and the Piskies Cornish Folk and Fairy Tales only gets a three out of 6 .,PETER AND EPESKIIS CORNISH FOLKAN FAIRY TALES ONLY GETS OF THREE OUT OF SIX,RateBook
12077,snips-train-9092,I give The Cat and the King 2 stars .,I GIVE A CAT AN THE KING TUSTARS,RateBook
12078,snips-train-9093,Give the current series a two,GIVE A CURRENT SYRUSATU,RateBook
12079,snips-train-9094,Rate the current novel five of 6 points,RATE THE CURRENT NOV OL FIVE OR SIX POINTS,RateBook
12080,snips-train-9095,Rate this novel 1 points .,REAT THIS NOVEL ONE POINTS,RateBook
12081,snips-train-9096,Rate Gota’s War a one,RATE GOTTO'S WARREONE,RateBook
12082,snips-train-9097,Rate The First Death 1 stars,RATE THE FIRST DEATH ONE STARS,RateBook
12083,snips-train-9098,Rate this textbook four of 6 points,REAT THIS TEXTBROK FOUR OF SIX POINTS,RateBook
12084,snips-train-9099,give five out of 6 to this book,GIVE FIVE OUT OF SIX TO THIS BOOK,RateBook
12085,snips-train-91,add décadas to my list Neo da Matrix,ABTE CADAS TO MY LISTNIO DOMATRIX,AddToPlaylist
12086,snips-train-910,add Eef Barzelay to my Country Coffeehouse,ADIF BASELE TO MY COUNTRY COFFEE HOUSE,AddToPlaylist
12087,snips-train-9100,Give one out of 6 to A Week in the Woods,GIVE ONE ART OF SIX TO A WEEK IN THE WOODS,RateBook
12088,snips-train-9101,rate Mandela The Authorised Biography a one,RIT MAMDELLA THE AUTHORIZED BIOGRAPHIONE,RateBook
12089,snips-train-9102,Rate The Life and Loves of a She-Devil 5 out of 6,RATE TE LIFE AND LOVES OF A SHE DEVIL FIVE OUCH OF SIX,RateBook
12090,snips-train-9103,the stars for this are 4 for a textbook,THE STARS FOR THEIR SELF FORTH RETAC BOOK,RateBook
12091,snips-train-9104,Rate the current series a one .,RATE THE CURRENT SIRAZUAN,RateBook
12092,snips-train-9105,Rate Real World four out of 6,RIGHT REAL WORD FOR ART OF SIX,RateBook
12093,snips-train-9106,give 5 out of 6 stars to Coming Home,GIVE FIVE OUT OF SIX STARS TO COMING HOME,RateBook
12094,snips-train-9107,0 stars for this current saga,ZEROSTAS FOR THIS CURRENSAGA,RateBook
12095,snips-train-9108,And a body to remember with gets a full 5 stars .,AND A BODY TO REMEMBER WITH GETS OF FULL FIVE STARS,RateBook
12096,snips-train-9109,rate The Bunce 1 stars,RATE OBON SWUNG STARS,RateBook
12097,snips-train-911,Add the artist tom cochrane to new york groove,ALBEARTIST TOM COCKREN TO NEW YORK GRUWE,AddToPlaylist
12098,snips-train-9110,Rate The Plot to Save Socrates one stars,GREAT A PLOT TO SAVE SOCRATES WONE STARS,RateBook
12099,snips-train-9111,rate this textbook 3 out 6,WEIH THIS TEXTBOOK THREE OUT SIX,RateBook
12100,snips-train-9112,rate the current essay three of 6 points,RATE  THE CURRENT HASSA THREE OF SIX POINTS,RateBook
12101,snips-train-9113,Give 4 points / 6 to Last Day in Limbo,GIVE FOUR POINTS SIX TO LAST DAY IN LIMBU,RateBook
12102,snips-train-9114,please rate this textbook five stars out of 6,PLEASE WRATE THIS TEXT BOOK FIVE STARS OUT OF SIX,RateBook
12103,snips-train-9115,Rate The Night Land three out of 6,RAPE IN MIGHTLAMS THREE OUCH OF SIX,RateBook
12104,snips-train-9116,For the book The Mirrored Heavens I give one of a possiable 6 stars,FOR THE BOOK THE MIRAT HAVENS I GIVE ONE OF THE POSSEABLE SIX STARS,RateBook
12105,snips-train-9117,I want to give this essay zero out of 6,I WANT TO GIVE THIS ASSE ZERO OUT OF SIX,RateBook
12106,snips-train-9118,rate this essay a 3,RATE DE SASSAA THREE,RateBook
12107,snips-train-9119,this essay deserves 0 stars .,THIS ASSA DESERVES ZELO STARS,RateBook
12108,snips-train-912,Add this tune to Morning Commute,OU BIS TUNE TO MORNING COMUTE,AddToPlaylist
12109,snips-train-9120,I have to give this current essay a rating of three,I HAVE TO GIVE THIS CURRENTASSEA WRATING OF THREE,RateBook
12110,snips-train-9121,I'd rate this book 1 of 6 stars,I WRAT THIS BOOK ONE OF SIX STARS,RateBook
12111,snips-train-9122,I rate Secret Water as a 4 .,I RATE SECRET WATER AS AFORE,RateBook
12112,snips-train-9123,rate this novel a 4,RAT THE SNAVEL O FA,RateBook
12113,snips-train-9124,Rate this book 3 out of 6,WEIT THIS BOOK THREE OUTS OF SIX,RateBook
12114,snips-train-9125,Contemporary Religious Satanism gets a 3 rating.,CONTEMPORARY RELIGIOUS SATHMISM GETS A FREE WRATING,RateBook
12115,snips-train-9126,I give The Homo Handbook saga 3 of 6 stars,I GIVE THE HOMO HAND BOOKS I'LL GIVE THREE OF SIX STARS,RateBook
12116,snips-train-9127,Rate Encyclopedia of Domestic Animation four out of 6 stars,GREAT EN CYCLOPEDIA OF DOMESTIC HONYMATION FORART OF SIX STARS,RateBook
12117,snips-train-9128,Rate Puttering About in a Small Land zero out of 6 stars,REAT PATTERING ABOUT IN A SMALL LANSY ROARCH OF SIX STARS,RateBook
12118,snips-train-9129,The Forest should be rated a four,THE FOREST SHOULD BE RATED AFOUR,RateBook
12119,snips-train-913,Add a song to my playlist Impulso Creativo,AR THE SONG TO MY PLAILEST IMPULSO CREATIVO,AddToPlaylist
12120,snips-train-9130,one stars out of 6 is my rating for The Giaour .,ONE STARS OUT OF SIX IS MYRATING FOR THE JOWER,RateBook
12121,snips-train-9131,Give the current album 1 star,GIVE A CURRENTALA ONE STAR,RateBook
12122,snips-train-9132,this chronicle is a zero out of 6 .,THIS CHRONICLE IS A ZERO OUT OF SIX,RateBook
12123,snips-train-9133,rate the current essay 2 out of 6,RATE THE CURRENT PASHET TWO OR TWO SIX,RateBook
12124,snips-train-9134,rate To Your Scattered Bodies Go a 1 out of 6,RIGHT TO YOUR SCATTERED BODIES GO ONE OUT OF SIX,RateBook
12125,snips-train-9135,rate this book titled Sombrero Fallout A Japanese Novel 0 points,WRAT THIS BOOK TITLE SOMBRERO FALL OUT O JAPANESE NOVEL ZERO POINTS,RateBook
12126,snips-train-9136,Give Home from the Hill a 3,GIVE HOME FROM THE HELLISTRE,RateBook
12127,snips-train-9137,Rate this textbook 5 out of 6 points,GREATTES TEXT BROOK FIVE OUTS OF SIX POINTS,RateBook
12128,snips-train-9138,can i give the book The Saga of Seven Suns a four out of 6 stars,CAM I GIVE THE BOOK THE SAGU OF SEVEN SONS OF FOUR OUT OF SIX STARS,RateBook
12129,snips-train-9139,give this album a 4 out of 6,GIVE THI SALBUM A FOUR HOUR TO SIX,RateBook
12130,snips-train-914,add this track to latin jazz,OUR BEST TRACK TOLATINJAS,AddToPlaylist
12131,snips-train-9140,"rate Goodbye, Mr. Chips one stars",RATE GOOD BYE MISTER CHEP SWAN STARS,RateBook
12132,snips-train-9141,I want to give The Garin Death Ray series 1 stars,I WANT TO GIVE THE GALLANT DAFF  FRACE HERE AS ONE STARS,RateBook
12133,snips-train-9142,rate this series chronicle 0 points,RATES SYRISCOMICO ZERO POINTS,RateBook
12134,snips-train-9143,Rate the previous essay 5 out of 6,RATE THE PREVIOUS AS FIVE VANCH OF SIX,RateBook
12135,snips-train-9144,Rate the Tropic of Cancer book a 2 out of 6,RAT E CHOPIC OF CANCEL BOOK TWO O TO SIX,RateBook
12136,snips-train-9145,I give Rogue Ship 5 out of 6 .,I GIV ROGUESHIP FIVE OUT OF SIX,RateBook
12137,snips-train-9146,The Execution of Justice only deserves 2 points,THE EXECUTION OF JUSTICE ONLY DESERVES TWO POINTS,RateBook
12138,snips-train-9147,rate Understanding Physics 5 out of 6,RIGHT UNDERSTANDING PHYSICS FIVE OUT OF SIX,RateBook
12139,snips-train-9148,Give this book chronicle four stars,GIVE THIS BOOK CHRONICAL FOR STARS,RateBook
12140,snips-train-9149,Give Who ? 1 out of 6 stars,GIVE WHO ONE OUT OF SIX STARS,RateBook
12141,snips-train-915,add this tune to my primavera sound 2016 barcelona,AT THIS TUNE SAR MY CREAMA VERA SOUND TWENTY SIXTEEN BASALONA,AddToPlaylist
12142,snips-train-9150,using stars the current object gets four for the textbook out of 6,USING STARS THE CURRENT OBJECT GETS FOR FOR THE TEXT BROKE OUT OF SIX,RateBook
12143,snips-train-9151,I want to rate The Medici Seal two out of 6 points,I WANT TO WRATE THE MEDIT SHE SEAL TWO OUT OF SIX POINTS,RateBook
12144,snips-train-9152,I'd give the current essay a four,I GIVE A CURRENTA SAA FOR,RateBook
12145,snips-train-9153,Rate this book five of 6 points,REAT THIS BOOK FIVE OF SIX POINTS,RateBook
12146,snips-train-9154,Rate Definitely Dead saga 5 points out of 6,GREAT DEFIMITY DEAD SAGOF FIVE POINTS OUT OF SIX,RateBook
12147,snips-train-9155,I give Why Orwell Matters a rating value of 2 and a best rating of 6,I GIVE WY AL WAL MATTERS A RATING VALUE OF TWO AND A BEST RATING OF SIX,RateBook
12148,snips-train-9156,I give four stars to this chronicle .,I GIVE FOUR STARS TO THIS CRONICLE,RateBook
12149,snips-train-9157,Rate Shadows Alive 3 out of 6 points,REAT SHADOWS AR LIFE REE OUT OF SIX POINTS,RateBook
12150,snips-train-9158,I want to rate The Turbulent Term of Tyke Tiler a 3,I WANT TO RATE THE TURBULINT TERM OF TYKE TYBER OF THREE,RateBook
12151,snips-train-9159,give 0 out of 6 star to Religion and Dharma series,GIVE ZERO OUT OF SIX STARTER RELIGION AND DARMA SYRIS,RateBook
12152,snips-train-916,Add Ray Noble to my Chill Vibes playlist.,ADD REIN NOBLE TO MY CHU VIVES PLALEST,AddToPlaylist
12153,snips-train-9160,give four stars out of 6 to current book,GIVE FOUR STARS OUT OF SIX TO CURRANT BOOK,RateBook
12154,snips-train-9161,rate this book The Book of Snobs 1 points,WRATE THIS BOOK THE BOOK OF SNOBS WON POINTS,RateBook
12155,snips-train-9162,Rate my current book five points out of 6,RATE MY CURRENT BOOK FIVE POINTS OUT OF SIX,RateBook
12156,snips-train-9163,The current essay is a three of 6,THE CURRENTASSSA IS OF THREE OF SIX,RateBook
12157,snips-train-9164,rate Six Months in Mexico 1 out of 6,RATE SIX MONTHS I MEXICA ONE OUT OF SIX,RateBook
12158,snips-train-9165,The current saga only gets three points out of 6 .,THE CURRANTS ARGI ONLY GETS THREE POINTS OUT OF SIX,RateBook
12159,snips-train-9166,give this current essay a 3 out of 6,GIVE THIS CURRENTASSE OF THREE OUTS OF SIX,RateBook
12160,snips-train-9167,I want to give the book Heart and Soul three stars .,I WANT TO GIVE THE BROOK HOT AND SEW THREE STARS,RateBook
12161,snips-train-9168,Rate Half Past Human three stars,RIGHT HALF PAST HUME AND FREE STARS,RateBook
12162,snips-train-9169,I want to give the current textbook 0 out of 6 stars,I WANT TO GIVE THE CURRENT TEXT BOOK ZERO OUT OF SIX STARS,RateBook
12163,snips-train-917,add Chris Walla to Trabajo Relax,ABCES WANE TO CHALBAR HANRELAX,AddToPlaylist
12164,snips-train-9170,I think the current album should get a four out of 6 rating.,I THINK THE CURRENT ALBUM SHOULD GET A FOR OUT OF SIX RAITING,RateBook
12165,snips-train-9171,rate the current essay three points,RAT THE CORENTASSE THREE POINTS,RateBook
12166,snips-train-9172,Rate To Live and Die in L.A. a four out of 6 .,RIGHT TO LIVE AND DIE IN ALE FOUROR TO SIX,RateBook
12167,snips-train-9173,I give Out of Sync zero out of 6 points .,I GIVE OUT OF SINXZE RO OUT OF SIX POINTS,RateBook
12168,snips-train-9174,Rate the current book 1 of 6 points,RATE THE CURRENT OR QUONE OF SIX POINTS,RateBook
