,train_index,train_sentence,kendra_sentence,train_label
9235,snips-train-6534,Play Trace Adkins ' music from the thirties .,PLAYTRAYE SADGUNS MUSIC FROM THE THIRTIES,PlayMusic
9236,snips-train-6535,Play iheart,PLAY I HARD,PlayMusic
9237,snips-train-6536,Play some music from 2011 on lastfm,PLAY SOME MUSIC FROM TWENTY ELEVEN ON LAST,PlayMusic
9238,snips-train-6537,Play a record from the year 1979,PLAY A RECORD FROM THE YEAR NINETEEN SEVENTY NINE,PlayMusic
9239,snips-train-6538,play ep by Arjen Anthony Lucassen,PLAY EPE BY AURIAND ANTHONY LUCAUSEN,PlayMusic
9240,snips-train-6539,Play The Galway Races on Netflix .,PLAY THE GALWE RACES ON NET FLEXS,PlayMusic
9241,snips-train-654,Add See Me Now to my enamorándose playlist,HAD SEEN ME NOW TO MY ENAMORANDO'S PLAYALEST,AddToPlaylist
9242,snips-train-6540,Play christian gangsta rap,PLAY CHRISTIAN GANKS TO RAP,PlayMusic
9243,snips-train-6541,play the newest Martin Solveig sound track,PLAY THE NEWEST MARTIN SULVE SOUND TRACK,PlayMusic
9244,snips-train-6542,play Roy Orbison tunes now,PLAY ROY ORBICONTUNS NOW,PlayMusic
9245,snips-train-6543,Play Tenerife Sea by Daniel Salomon on Lastfm,PLAY TENERIF SEE BY DANIEL SALOMON ON LAST,PlayMusic
9246,snips-train-6544,Play mere lapsed by Marilyn Moore .,CLAIMER LAPSED BY MARILINE MORE,PlayMusic
9247,snips-train-6545,Play The God That Failed on Vimeo .,PLAY THE GOD THAT FAILED ON VIMEO,PlayMusic
9248,snips-train-6546,Play the best Bruce Ruffin music on Youtube .,PLAY THE BEST BRUCE RUGHIN MUSIC ON U TUBE,PlayMusic
9249,snips-train-6547,Play the most popular track from Valery Alexandrovich Kipelov,PLAY THE MOST POPULAR TRACK FROM VALERY ALEX ANDRIVICH KEEP A LOFF,PlayMusic
9250,snips-train-6548,Open google music and play Women of Jazz playlist,OPEN GOGEL MUSIC AND PLAY WOMEN OF JAS PLAOLEST,PlayMusic
9251,snips-train-6549,Play some music on Lastfm,PLAYE ON MUSIC ON LAST,PlayMusic
9252,snips-train-655,add the outlaw blues to the playlist with the title top 100 country tracks on spotify,ADD THE OUTLAW BLUES TO THE PLAYALIST WITH THE TIDLE TOP ONE HUNDRED COUNTRY TRACTS ON SPOTIFY,AddToPlaylist
9253,snips-train-6550,Play a 1964 track from Shahram Nazeri on Pandora .,PLAY I NINETEEN SIXTY FOUR TRACK FROM CHIRAM NAUSERY ON PANDARA,PlayMusic
9254,snips-train-6551,Play me a song from 1976 by Bennie Moten,PLAY ME A SONG FROM NINETEEN SEVENTY SIX BY BENNYMODIN,PlayMusic
9255,snips-train-6552,Play Brian Clifton off Groove Shark .,CLAY BRY AN CLIFTON OFF GROVE SHARK,PlayMusic
9256,snips-train-6553,Play top-50 Peter Frampton songs,PLAY TOP FIFTY PETER FRANTAN SONGS,PlayMusic
9257,snips-train-6554,play David Banner on Netflix,PLAY DAVID BANNER ON NET FLEX,PlayMusic
9258,snips-train-6555,Play a rock track from 1984,CLAYE ROC TRACK FROM NINETEEN EIGHTY FOUR,PlayMusic
9259,snips-train-6556,Play Dj Scratch 's eighties music on Iheart .,PLA D J SCRATCHES AHDY'S MUSIC ON MY HEART,PlayMusic
9260,snips-train-6557,play the song Si No Te Hubiera Conocido by Haidar Salim,PLAY THE SONG SEA NO TEO BIERICONOSIDO BYHATER SALEM,PlayMusic
9261,snips-train-6558,Play some Dave Pearce .,PLACE ON DAVE PIERSE,PlayMusic
9262,snips-train-6559,listen to acapella,LISTEN TO ARCAPELLA,PlayMusic
9263,snips-train-656,ad this track by Isobel Campbell to my Folk for Kids list,ADD THIS TRACK BY ISABELL CAMPBELL TO MY FOLK OR KIDS LIST,AddToPlaylist
9264,snips-train-6560,Play Hasan Saltik from 2004,PLA HUSA AN SALTOOK FROM TWO THOUSAND FOUR,PlayMusic
9265,snips-train-6561,"Play Alone, Again from Mike Viola",PLAY ALONE AGAIN FROM MIC VIOLA,PlayMusic
9266,snips-train-6562,Play 1958 by wayne petti,PLAY NINETEEN FIFTY EIGHT BY WAYN BETTY,PlayMusic
9267,snips-train-6563,I'm in the mood to listen to meditative music.,I'M IN THE MOOD TO LISTEN TO MEDITATIVE MUSIC,PlayMusic
9268,snips-train-6564,Can you play an ep by Tatjana Iwanowna Bulanowa,CAN YOU PLAY A NIPE BY TAT YANA IWANON BOLANOA,PlayMusic
9269,snips-train-6565,Play my Futuros Hits playlist on Spotify .,PLAY MY FITURUS HITS PLAILEST ON SPO TOFY,PlayMusic
9270,snips-train-6566,Play something off my New Boots playlist,PLAY SOMETHING OFF MY NEW BOOTS PLAY ALEST,PlayMusic
9271,snips-train-6567,Play me some music on Deezer,PLAY ME SOME MUSIC ON DESER,PlayMusic
9272,snips-train-6568,I want to hear a nineties track by stat quo on Deezer,I WANT TO HEAR O NINE DAYS TRACK BY STAT QUO OM DE SIR,PlayMusic
9273,snips-train-6569,Play the top song by Jack Grisham,PLAY THE TOP SONG BY JACK GRISHAM,PlayMusic
9274,snips-train-657,add The Field album to my romantic evening album,ADD THE FIELD ALBUM TO MY ROMANTIC EVENING ALBUM,AddToPlaylist
9275,snips-train-6570,Play some gothic rock .,PLEAS SOME GOTHIC CROCK,PlayMusic
9276,snips-train-6571,Play a song from the seventies by Pepe Aguilar,PLAY AS SONG FROM THE SEVENTIES BY PEPPEAGI LAR,PlayMusic
9277,snips-train-6572,play I Could Write A Book,PLAY I COULD WRITE A BOOK,PlayMusic
9278,snips-train-6573,Play music from the twenties .,PLAY MUSIC FROM THE TOITES,PlayMusic
9279,snips-train-6574,play Iheart tunes by Neil Finn,PLAY IY HART TUNES BY MEAL FINN,PlayMusic
9280,snips-train-6575,"Play some 2011 chant music, new first, by Shaggy .",PLAY SOME TWENTY ELEVEN CHANT MUSIC NEW FIRST BY SHAGGY,PlayMusic
9281,snips-train-6576,Play me a Xuefei Yang symphony on Groove Shark,CLAMIASH WAY FAYANG SYMPHONY ON GROVE  SHARK,PlayMusic
9282,snips-train-6577,play Google Music tunes,PLAY GOGOL MUSIC TUNES,PlayMusic
9283,snips-train-6578,Play the newest stuff by blowfly,PLAY THE NEWEST STUFF BY BLOW FLY,PlayMusic
9284,snips-train-6579,I want to hear some The Roches,I WANT TO HEAR SOME THE ROACHES,PlayMusic
9285,snips-train-658,Add this tune by Rafet el Roman to my Latin Pop Rising playlist.,ADD THIS TUNE BY RUPHETEL ROMAN TO MY LATIN POP RISING PLAOLIST,AddToPlaylist
9286,snips-train-6580,Can you play me a track from the nineties ?,CAN YOU PLAY ME A TRACK FROM THE NINEDIES,PlayMusic
9287,snips-train-6581,Play any chant from 1973,PLAY ANY CHANT FROM NINETEEN SEVENTY THREE,PlayMusic
9288,snips-train-6582,Play the album Axum,PLAY THE ALBO MOCSOOM,PlayMusic
9289,snips-train-6583,Play 2gether by Jade Puget,PLAY TOGETHER BY JADE PUGET,PlayMusic
9290,snips-train-6584,Play some jpop on Google Music .,PLACE ON JE PA PON GUGO MUSIC,PlayMusic
9291,snips-train-6585,Play new melody by Kenji Ito on Itunes .,PLAY NEW MELODY BY KENGE ETO ONI TUNES,PlayMusic
9292,snips-train-6586,I want to hear something from the top-fifty by Jose Pasillas,I WANT TO HEAR SOMETHING FROM THE TOP IFTY BYHOSE POCILLAS,PlayMusic
9293,snips-train-6587,play a ballad by Chick Corea,LAY A BALLAD BY CHICOUREA,PlayMusic
9294,snips-train-6588,Play ecstatic,FLAUE STATIC,PlayMusic
9295,snips-train-6589,Please play some Black Metal music,PLEASE PLAY SOME BLACK METAL MUSIC,PlayMusic
9296,snips-train-659,add album to Feeling Blue,ADD ALBUM TO FEELING BLUE,AddToPlaylist
9297,snips-train-6590,Play the last Jonny Wickersham song,PLAY THE LAST JOHNNY WICKERSHAM SONG,PlayMusic
9298,snips-train-6591,I want to hear This Is The Night from Proof,I WANT TO HEAR THIS IS THE NIGHT FROM PROOF,PlayMusic
9299,snips-train-6592,Play Oliver Cheatham 's symphony from the thirties .,PLAY OLIVER CHEATAM'S SYMPHONY FROM THE THIRTIES,PlayMusic
9300,snips-train-6593,PLay some fourties music from Erin Harkes,PLAY SON FORTIES MUSIC FROM MARIN HARKS,PlayMusic
9301,snips-train-6594,Play a seventies Tom Thacker ballad,PLAY AS SEVENTIES TOM THACKRO BALLAD,PlayMusic
9302,snips-train-6595,Play me something Miles Davis did with a symphony,CLAM ME SOMETHING MYLES DAVIS DID WITH A SYMPHONY,PlayMusic
9303,snips-train-6596,Let me hear an ep from the thirties era of music.,LET ME HEAR A MEEPEE FROM THE THIRTIES ERA F MUSIC,PlayMusic
9304,snips-train-6597,play some movement by Dj Spinna,PLACE ON MOVEMENT BY D J SPINNER,PlayMusic
9305,snips-train-6598,Play Spotify,PLAY SPOTIFY,PlayMusic
9306,snips-train-6599,Play some sixties music on Slacker .,PLAY ON SIXTY'S MUSIC ON SLACER,PlayMusic
9307,snips-train-66,add this artist to my 80'S PARTY,ADD THIS ARTIST TO MY EIGHTIOUS PARTY,AddToPlaylist
9308,snips-train-660,add country nights by A Journal of the Plague Year to playlist,ADD COUNTRY KNIGHTS BY A JOURNAL OF THE PLAGUE YEAR TO PLAYALIST,AddToPlaylist
9309,snips-train-6600,Play Barbra Streisand music from 1997 .,CLE BARBAROUS DRICE AND MUSIC FROM NINETEEN NINETY SEVEN,PlayMusic
9310,snips-train-6601,play drive playlist,PLAY DRIVOF PLAYALEST,PlayMusic
9311,snips-train-6602,I want to hear something off Fist For Fight by Rushton Moreve on Youtube,I WANT TO HEAR SOMETHING OF FIST FOR FIGHT BY RUSHTON OR EVE ON UTUBE,PlayMusic
9312,snips-train-6603,play Tom Baxter tracks,PLAY TOM BAXTER TRACKS,PlayMusic
9313,snips-train-6604,Play music from Tommy Ridgley .,PLAY MUSIC FROM TOMMY RIDGELEY,PlayMusic
9314,snips-train-6605,play some gotye,PLA SOM GATIE,PlayMusic
9315,snips-train-6606,Can you pull up a track on Zvooq by Graham Mcpherson,CAN YOU PULL UP A TRACKONS VUK BY GRAN MAC PHERSON,PlayMusic
9316,snips-train-6607,Play a fairouz tune on Deezer,PLAY OF FERUS TUNON DISIR,PlayMusic
9317,snips-train-6608,play them by Guy-manuel De Homem-christo,PLAY THEM BY GUYMAN WELL DE OMEIM CRISTO,PlayMusic
9318,snips-train-6609,Play the top 1991 sound track,PLAY THE TOP NINETEEN NINETY ONE SOUND TRACK,PlayMusic
9319,snips-train-661,Include golden boy in Pop Dance,INCLUDE GOLDEN BOY IN POP DANCE,AddToPlaylist
9320,snips-train-6610,Play music from 1958 .,PLAY MUSIC FROM NINETEEN FIFTY EIGHT,PlayMusic
9321,snips-train-6611,Play music from 1976 on Deezer,CLAY MUSIC FROM NINETEEN SEVENTY SIX ON DSIR,PlayMusic
9322,snips-train-6612,play songs by Queen,PLAY SONGS BY QUEEN,PlayMusic
9323,snips-train-6613,Play the most popular ep by marcel khalife on Netflix,PLAY THE MOST POPULAR EPE BA MAR SELCOLEFA ONNETFLEX,PlayMusic
9324,snips-train-6614,Play new movement from Mike Oldfield on Vimeo,PLAY NEW MOVEMENT FROM MY COLD FIELD ON VEMEO,PlayMusic
9325,snips-train-6615,play some popular bryan gregory songs,PLAY SOME POPULAR BRIAN GREGORY SONGS,PlayMusic
9326,snips-train-6616,Please play songs by Lil Jon,PLEASE PLAY SONGS BY LITTLE JOHN,PlayMusic
9327,snips-train-6617,Play a 1978 track on Slacker,CLER NINETEEN SEVENTY EIGHT TRACK ON SLACKER,PlayMusic
9328,snips-train-6618,Play some sixties on netflix,PLAY SOME SIXTIES ON NETFLECXS,PlayMusic
9329,snips-train-6619,Play Midnight Special,PLAY MIDNIGHT SPECIAL,PlayMusic
9330,snips-train-662,add this song to enid's romántica playlist,ADD THIS SONG TO ENAD'S ROMANTI CAUPLAOLEST,AddToPlaylist
9331,snips-train-6620,I wish to hear the playlist Estado de ánimo on Last Fm .,I WISH TO HEAR THE PLAYOLIST HASTATO TO ANEM O ON LAST AFEM,PlayMusic
9332,snips-train-6621,Play some seventies music on Netflix .,PLAY SOME SEVENTIES MUSIC ON NET FLEKS,PlayMusic
9333,snips-train-6622,Play Taiwan Is Good by Kotoko .,PLAIT I WAN IS GOOD BY CITOCO,PlayMusic
9334,snips-train-6623,Play some 1954 songs on my Itunes .,PLAY SON NINETEEN FIFTY FOUR SONGS ON MY EYE TUNES,PlayMusic
9335,snips-train-6624,play some grunge,PLAY SOM GRANGE,PlayMusic
9336,snips-train-6625,play Joey Fatone soundtrack tunes from Google Music from 1972,PLAY JOE FITONE SOUND TRACT TUNES FROM GOGEL MUSIC FROM NINETEEN SEVENTY TWO,PlayMusic
9337,snips-train-6626,play The Trail Of The Lonesome Pine on Netflix,PLAY THE TRAIL OF THE LONESOME PINE ON NET FLEKS,PlayMusic
9338,snips-train-6627,play some Stephen Jones on Youtube,PLAY SOME STEPHEN JONES ON EUTUBE,PlayMusic
9339,snips-train-6628,Play me something by Funtwo,CLAIM ME SOMETHING BY FUN TOO,PlayMusic
9340,snips-train-6629,Play music on Netflix .,PLAY MUSIC ON NAT FLEKS,PlayMusic
9341,snips-train-663,put this frederick knight track on my the midnight hour playlist,PUT THIS FRADERIC NIGHT TRACK ON BY THE MIDNIGHT HOUR PLAYOLEST,AddToPlaylist
9342,snips-train-6630,Play music by Paulinho Da Viola from 1965,PLAY MUSIC BY PAULINE ODIVIOLA FROM NINETEEN SIXTY FIVE,PlayMusic
9343,snips-train-6631,play a movement from top-20 1983 by Baruch Chait,PLA A MOVEMENT FROM TOP TWENTEEN NINETEEN EIGHTY THREE BY BAROUK CHATE,PlayMusic
9344,snips-train-6632,"Play something from my Songs For You, Not Your Parents playlist",PLAY SOME THING FROM MY SONGS FOR YOU NOT YOUR PARENTS PLAYALEST,PlayMusic
9345,snips-train-6633,Play the most popular music from Nat Stuckey on Itunes .,PLAY THE MOST POPULAR MUSIC FROM NATSTOKIANI TUNES,PlayMusic
9346,snips-train-6634,i wanna listen to a the top-twenty track of Denniz Pop in Pandora,I WANTA LISTEN TO A THE TOP TWENTY TRACK OF DENNIS POP IN PANDARA,PlayMusic
9347,snips-train-6635,listen to Westbam alumb Allergic on Google Music,LISTEN TO WEST BAMELAMELERGIC ON GUGO MUSIC,PlayMusic
9348,snips-train-6636,Play the top-10 chant by Caetano Veloso on Pandora,PLAY THE TOP TEN CHANT BY KAI TONOVOLOSO ON PANDARA,PlayMusic
9349,snips-train-6637,play the top-twenty margaret becker songs with google music,PLAY THE TOP TWENTY MARGARET BACKER SONGS WITH GUGO MUSIC,PlayMusic
9350,snips-train-6638,Play the last ep from 1999,PLAYED THE LAST T PE FROM NINETEEN NINETY NINE,PlayMusic
9351,snips-train-6639,Open Lastfm and play Hot Lips Page from the sixties,OPEN LAST AND PLAY HOT LIPS PAGE FROM THE SIXTIES,PlayMusic
9352,snips-train-664,Add a Tom Thacker tune to my rock classics,ADDED TOM TACKER TUNE TO MY ROCK CLASSICS,AddToPlaylist
9353,snips-train-6640,I'd like to hear Infinite Indie Folk on Slacker .,I'D LIKE TO HEAR INFINITINDI FOCON SLACKER,PlayMusic
9354,snips-train-6641,Play some 1970 Antero Manninen on zvooq .,PLAY SOM NINETEEN SEVENTY ONT TERO MANINEN ONZVUIC,PlayMusic
9355,snips-train-6642,Play The Way It Has To Be by Tom G Warrior on Zvooq,PLAY THE WAY IT HAS TO BE BY TOM G WARRIOR ON SVUIK,PlayMusic
9356,snips-train-6643,Play play Lodge by Alkabli on lastfm .,PLAY PLAY LODCH BY ALCABALLY ON LAST ROM,PlayMusic
9357,snips-train-6644,Play the Charlie Hunter theme off of Last Fm,PLAY THE CHARLIE HUNTER THEME OFF OF LAST AF EM,PlayMusic
9358,snips-train-6645,Play some chanson music.,PLEA SOME SHAN SAN MUSIC,PlayMusic
9359,snips-train-6646,play Spotify,PLAY SPOTIFY,PlayMusic
9360,snips-train-6647,play a song by Busta Rhymes,PLAY A SONG BY BUS DERHYMES,PlayMusic
9361,snips-train-6648,play satire music,LAY SATIRE MUSIC,PlayMusic
9362,snips-train-6649,Play Eddie Meduza from the thirties,PLAY ADI MADUSA FROM THE THIRTIES,PlayMusic
9363,snips-train-665,add Diarios de Bicicleta to my la la playlist,AD DE ARIOSTA BICI CLETAT TO MY LALLA PLAOLEST,AddToPlaylist
9364,snips-train-6650,Play a song by Alasdair Roberts from 1996,PLAY AS SONG BY ALICE DARE ROBERTS FROM NINETEEN NINETY SIX,PlayMusic
9365,snips-train-6651,Play a new tune by louis silvers .,CLAY A NEW TUNE BY LEUIS SILVERS,PlayMusic
9366,snips-train-6652,I want to hear the Live At Slane Castle album by Haifa Wehbe,I WANT TO HEAR THE LIVE AT SLAIN CASTLE ALBUM BY HYPHO WEBBA,PlayMusic
9367,snips-train-6653,Use Deezer service to play Opera,USED DAEZER SERVICE TO PLAY OPERA,PlayMusic
9368,snips-train-6654,I want to hear some twenties music off of Deezer,I WANT TO HEAR SOME TWENTY'S MUSIC OFF OF DESIR,PlayMusic
9369,snips-train-6655,Play thirties symphony music from Nigga on Iheart,PLAY THIRTY SYMPHONY MUSIC FROM NIGGA ON Y HEART,PlayMusic
9370,snips-train-6656,Play the most popular Coti songs on Pandora,PLAY THE MOST POPULAR OTY SONGS ON PANDARA,PlayMusic
9371,snips-train-6657,Play the album Shooting Silvio by Dave Sabo,PLAY THE ALBUM SHOOTING SYLVIO BY DAVSEBO,PlayMusic
9372,snips-train-6658,play good Classified songs on Vimeo,PLAY GOOD CLASSIFIED SONGS ON VIMEO,PlayMusic
9373,snips-train-6659,Play my Hot 50 playlist.,PLAY MY HOT FIFTY PLAYALEST,PlayMusic
9374,snips-train-666,put this album on my playlist titled dance hits,PUT THIS ALBUM ON MY PLAYLESS TITLE DANCE HITS,AddToPlaylist
9375,snips-train-6660,play Matt Uelmen songs from 1965 on Slacker,LAYMATLE MENSONGS FROM NINETEEN SIXTY FIVE ON SLACKER,PlayMusic
9376,snips-train-6661,Play me a tune by Mick Brown,PLAY ME A TUNE BY MIC BROWN,PlayMusic
9377,snips-train-6662,Let me listen to The Music Of Nature album by Paul Draper .,LET ME LISTEN TO THE MUSIC OF NATURE ALBUM BY PAUL DRAPER,PlayMusic
9378,snips-train-6663,Play concerto from 1951,PLAY CONCHERDO FROM NINETEEN FIFTY ONE,PlayMusic
9379,snips-train-6664,Play industrial music.,PLAY INDUSTRIAL MUSIC,PlayMusic
9380,snips-train-6665,Play Richard Fortus ' Live Collection .,PLAY RICHARD FORD A SLIVE COLLECTION,PlayMusic
9381,snips-train-6666,Ply best 1973 sound track,PLY BEST NINETEEN SEVENTY THREE SOUND TRACK,PlayMusic
9382,snips-train-6667,Play music from the playlist Late Night Jazz,PLAY MUSIC FROM THE PLAYALIST LATE NIGHT JAZ,PlayMusic
9383,snips-train-6668,Play gothic music,PLAGGOTHIC MUSIC,PlayMusic
9384,snips-train-6669,Play Red Barchetta by Blind Lemon Jefferson .,PLAY RED BARQUET OF Y BLIND LEMON JEFFERSON,PlayMusic
9385,snips-train-667,add det kimer nu til julefest to my playlist technical&brutal death metal,ADD DEBTCOMER KNEW TILL JULIFEST TO MY PLAYLESS TECHNICAL AND BRUTAL DEATH METAL,AddToPlaylist
9386,snips-train-6670,Open my music playlist on Youtube,OPEN MY MUSIC PLAYLIST ON UTUBE,PlayMusic
9387,snips-train-6671,Play some music from the last album of 1988 on Lastfm,PLAY SON MUSIC FROM THE LAST TALBUM OF NINETEEN EIGHTY EIGHT ON LAST,PlayMusic
9388,snips-train-6672,Play movement music by Monk Boudreaux on youtube,PLAY MOVEMENT MUSIC BY MONK BUDRO ON UTUBE,PlayMusic
9389,snips-train-6673,Play Listen To The Mocking Bird by Billy Martin on Youtube,PLAY LISTEN TO THE MOCKING BIRD BY BILLY MARTIN ON YEW TUBE,PlayMusic
9390,snips-train-6674,Play a song by David Silveria from 2002 on Zvooq .,PLAY AS SONG BY DAVID SEAL VARIA FROM TWO THOUSAND TWO ONSVUIC,PlayMusic
9391,snips-train-6675,Please play me a top nineties theme song,PLEASE PLAY ME A TOP NINETE'S THEME SONG,PlayMusic
9392,snips-train-6676,Play new track from the fifties,PLAY NEW TRACK FROM THE FIFTIES,PlayMusic
9393,snips-train-6677,play some papoose from 2003 on youtube,PLAY SOME PEPOOS FROM TWO THOUSAND THREE ON U TUBE,PlayMusic
9394,snips-train-6678,I wish to listen to good symphony music by mi lu bing .,I WISH TO LISTEN TO GOOD SYMPHONY MUSIC BY ME LOOPING,PlayMusic
9395,snips-train-6679,Play top music from Charles L. Johnson on vimeo,PLAYTOP MUSIC FROM CHARLES L JOHNSON ONVEMIO,PlayMusic
9396,snips-train-668,Can I put johnny burke onto my lo que suena los angeles playlist?,CAN I PUT JOHNNY BURKE ONTO MY LOW CASE WHEN YALOS ANGELIS PLAYALIST,AddToPlaylist
9397,snips-train-6680,Play the top-fifty theme songs by Dennis Brown .,PLAY THE TOP FIFTY THEME SONGS BY DENIS BROWN,PlayMusic
9398,snips-train-6681,play a 2006 chant,PLAY YOUR TWO THOUSAND SIX CHANT,PlayMusic
9399,snips-train-6682,Play the track Siberian Khatru on zvooq,PLAYE THE TRACK SIBERIAN COTRU ON ZVUIC,PlayMusic
9400,snips-train-6683,play Shake Your Head,PLAY SHAKE YOUR HEAD,PlayMusic
9401,snips-train-6684,play Safe Rock And Roll Sucks on Lastfm,PLACE A FROCK AND ROLL SUCKS ON LAST,PlayMusic
9402,snips-train-6685,I want to hear some Bill Black chant music,I WANT TO HEAR SOME BILL BLACK SHANT MUSIC,PlayMusic
9403,snips-train-6686,Use Deezer to play music,USED DESER TO PLAM MUSIC,PlayMusic
9404,snips-train-6687,Can you play the greatest songs by Mauro Picotto,CAN YOU PLAY THE GREATEST SONGS BY MORE OPICATO,PlayMusic
9405,snips-train-6688,I want to hear Techno-industrial music.,I WANT TO HEAR TECHNO INDUSTRIAL MUSIC,PlayMusic
9406,snips-train-6689,Play shining down by Tsukiko Amano on pandora .,PLAY SHINING DOWN BY SUKI CO AMANO ON PANDARA,PlayMusic
9407,snips-train-669,add this extended play to Women's Lit playlist,ADD THIS EXTENDED PLATOWOMEN'S LIT PLAOLIST,AddToPlaylist
9408,snips-train-6690,play Wait Until Tomorrow,LAY WAIT UNTIL TO MORROW,PlayMusic
9409,snips-train-6691,"Play my Hardstyle, Baby playlist on Netflix",PLAY MY HARD STYLE BABY PLAY A LIST ON NETFLEX,PlayMusic
9410,snips-train-6692,Play the most popular soundtrack by Elena Paparizou on youtube,PLAY THE MOST POPULAR SOUND TRACK BY ALANE A PAUPERESO ON THE UTUBE,PlayMusic
9411,snips-train-6693,PLay a track by deeyah khan .,PLAY A TRACK BY DE AKON,PlayMusic
9412,snips-train-6694,Play some contemporary christian on Groove Shark .,PLAY SOME CONTEMPORARY CHRISTIAN ON GROUVE SHARK,PlayMusic
9413,snips-train-6695,Can you play a song by Ken,CAN YOU PLAY A SONG BICAN,PlayMusic
9414,snips-train-6696,play music on Netflix,PLAY MUSIC ON NAT FLEKS,PlayMusic
9415,snips-train-6697,Play a 2007 track from Adam Jones,PLAY YOUR TWO THOUSAND SEVEN TRACKS ROM MADAM JONES,PlayMusic
9416,snips-train-6698,Play some acapella music,PLEASE SON MACCOPELLO MUSIC,PlayMusic
9417,snips-train-6699,Play breathtaking music,PLAY BREATH TAKING MUSIC,PlayMusic
9418,snips-train-67,Add gene clark to diann's chill out list,AD GEAN CLARK TO DIANE'S CHILL OUT LIST,AddToPlaylist
