,train_index,train_sentence,kimberly_sentence,train_label
12630,snips-train-9590,I'm looking for Right on Track .,I'M LOOKING FOR RIGHT ON TRACK,SearchCreativeWork
12631,snips-train-9591,Find the App Store,FIND THE APSE DOOR,SearchCreativeWork
12632,snips-train-9592,Find an album called Thursday Night Baseball .,FIND AN ALBEM CALLED THURSDAY NIGHT THEYSPALL,SearchCreativeWork
12633,snips-train-9593,"find Wish You Were Here , a movie",FIND WISH YOU WERE HERE AMOVI,SearchCreativeWork
12634,snips-train-9594,search for TV show Live at Apollo,SEARCH FOR TI VISIO LAVADAPOLLO,SearchCreativeWork
12635,snips-train-9595,Show me Bâton Rouge,SHOW ME BUTON ROUGE,SearchCreativeWork
12636,snips-train-9596,Look up The Park album,LOOK UP THE PAR CALBUM,SearchCreativeWork
12637,snips-train-9597,Show me the album Clarke,SHOW ME THE ALBUM CLARK,SearchCreativeWork
12638,snips-train-9598,Find the album titled Spasmolytic,FIND THE ALBUM TIDLED SPASMULIREC,SearchCreativeWork
12639,snips-train-9599,find the game Saturday Review,FIND THE GAME SATURDAY REVIEW,SearchCreativeWork
12640,snips-train-96,Add Gary Valenciano to the power gaming playlist.,AD GARY VALENCIANO TO THE POWER GAMING PLAYLIST,AddToPlaylist
12641,snips-train-960,add go to The MetalSucks Playlist,ADD GO TO THE METAL SUCKS PLAY LIST,AddToPlaylist
12642,snips-train-9600,"I'm looking for Dead at 21 , the TV series",I AM LOOKING FOR DEAD AT TWENTY ONE THE T V CERES,SearchCreativeWork
12643,snips-train-9601,Can you find me the Restless Natives ?,CAN YOU FIND ME THE RESTLESS NATIVES,SearchCreativeWork
12644,snips-train-9602,Go to Your Heart Belongs to Me,GO TO YOUR HEART BELONGS TO ME,SearchCreativeWork
12645,snips-train-9603,"I want to see the novel , The Green",I WANT TO SEE THE NOVEL THE GREEN,SearchCreativeWork
12646,snips-train-9604,show me the Everybody Wants You picture,SHOW ME THE EVERYBODY WANTS YOU PICTURE,SearchCreativeWork
12647,snips-train-9605,Search for Another Cinderella Story,SEARCH FOR ANOTHER CINDERELLA STORY,SearchCreativeWork
12648,snips-train-9606,find the photograph Among the Living,FIND THE PHOTOGRAPH AMONG THE LIVING,SearchCreativeWork
12649,snips-train-9607,I'd like to see the trailer for History and Theory,I'D LIKE TO SEE THE TRAILER FOR HISTORY AND THEORY,SearchCreativeWork
12650,snips-train-9608,find a photograph called The Lighthouse by the Sea,FIND A PHOTOGRAPH CALLED THE LIGHTHOUSE BY THE SEA,SearchCreativeWork
12651,snips-train-9609,Wish to fins a television show called Whole Again,WISH TO FINS A TELAVISION SHALL CALLD HOLE AGAIN,SearchCreativeWork
12652,snips-train-961,put this Tripp Eisen song on canta en la ducha,PUT THIS TRIPICE AND SONG ON CONTA AND LA DU HAR,AddToPlaylist
12653,snips-train-9610,I need a photograph of Days of Wine and Roses and Other TV Requests,I NEED A PHOTOGRAPH OF DAYS OF WINE AND ROSES AND OTHER T V REQUESTS,SearchCreativeWork
12654,snips-train-9611,find a soundtrack called The Spanish Jade,FIND A SOUND TRACK CALLED THE SPANISH JADE,SearchCreativeWork
12655,snips-train-9612,Please get me the Crime and Punishment in Suburbia trailer .,PLEASE GET ME THE CRIME AND PUNISHMENT IN SUBURBIATRALER,SearchCreativeWork
12656,snips-train-9613,Get me Kiss the Crystal Flake,GET ME KISS THE CRYSTAL FLAKE,SearchCreativeWork
12657,snips-train-9614,"find Drumline A New Beat , a picture",FINE DRUMLINE ANEW BEAD A PICTURE,SearchCreativeWork
12658,snips-train-9615,Play Keep Your Right Up song,PLAY KEEP YOUR RIGHT UP SONG,SearchCreativeWork
12659,snips-train-9616,I am looking for the TV series Strays,I AM LOOKING FOR THE T V CERIES STRAYS,SearchCreativeWork
12660,snips-train-9617,Show The Family from One End Street album,SHOW THE FAMILY FROM ONE END STREET TALBUM,SearchCreativeWork
12661,snips-train-9618,Show me the movie Operetta for the Theatre Organ,SHOW ME THE MOVIE OPERETA FOR THE THEATRE ORGAN,SearchCreativeWork
12662,snips-train-9619,Show me the book The Republican Brain,SHOW ME THE BOOK THE REPUBLICAN BRAIN,SearchCreativeWork
12663,snips-train-962,add The Crowd to corinne's acoustic soul playlist,ADD THE CROWD TO KURINZ A COUSTIC SOUL PLAY LIST,AddToPlaylist
12664,snips-train-9620,Show The Critic game,SHOW THE CRITIC GAME,SearchCreativeWork
12665,snips-train-9621,I want to find a book called Cash-Cash,I WANT TO FIND A BOOK CALLED CASH CASH,SearchCreativeWork
12666,snips-train-9622,find Switching Channels,FINE SWITCHING CHANNELS,SearchCreativeWork
12667,snips-train-9623,I want to watch Strange Brother,I WANT TO WATCH STRANGE BROTHER,SearchCreativeWork
12668,snips-train-9624,Find the McGill Law Journal movie,FIND THE MCGILL LAW JOURNAL MOVIE,SearchCreativeWork
12669,snips-train-9625,I'm looking for the saga Why Men Leave Home,I AM LOOKING FOR THE SAGAWA MAN LEAVE HOME,SearchCreativeWork
12670,snips-train-9626,Where can I  get Lahore,WHERE CAN I GET LAHOR,SearchCreativeWork
12671,snips-train-9627,What is the picture called Lest We Forget The Best of ?,WHAT IS THE PICTURE CALLED LEST WE FORGET THE BEST OF,SearchCreativeWork
12672,snips-train-9628,Show me the photograph called Hola Mary Lou Prom Night II .,SHOW ME THE PHOTOGRAPH CALLDO A MERRY LEW PROMNIGHT TOO,SearchCreativeWork
12673,snips-train-9629,Show me The Lord of the Isles,SHOW ME THE LORD OF THE ISLES,SearchCreativeWork
12674,snips-train-963,add Rakim y Ken Y to my Gold Edition playlist,ADROC HIM WHY CAN WHITE MY GOLD EDITION PLAYLIST,AddToPlaylist
12675,snips-train-9630,"Please find me the work, Instrumental Directions .",PLEASE FIND ME THE WORK INSTRUMENTAL DIRECTIONS,SearchCreativeWork
12676,snips-train-9631,Help me find Where the Wild Things Are,HELP ME FIND WHERE THE WILD THINGS ARE,SearchCreativeWork
12677,snips-train-9632,I'd like to see Hannah Montana and Miley Cyrus Best of Both Worlds Concert,I'D LIKE TO SEE HANAMONDANNAH AND MILAY SYRUS BEST OF BOTH WORLD'S CONCERT,SearchCreativeWork
12678,snips-train-9633,I want the video game Southwest Riders,I WANT THE VIDIO GAME SOUTHWEST RIDERS,SearchCreativeWork
12679,snips-train-9634,Find me the book My People Were Fair and Had Sky in Their Hair… But Now They’re Content to Wear Stars on Their Brows,FIND ME THE BOOK MY PEOPLE WERE FAIR AND HAD SKY IN THEIR HAIR BUT NOW THEY'RE CONTENT TO WEAR STARS ON THEIR BROWS,SearchCreativeWork
12680,snips-train-9635,Show The Swan Princess,SHOW THE SWAN PRINCESS,SearchCreativeWork
12681,snips-train-9636,Find the Sarah the Teen Princess game,FIND THIS SERA TATINE PRINCESS GAME,SearchCreativeWork
12682,snips-train-9637,Find The Ghost of Tom Joad,FIND THE GHOST OF TOM JODE,SearchCreativeWork
12683,snips-train-9638,show the creativity of Where What When,SHOW THE CREATIVITY OF WHEREWAT WHEN,SearchCreativeWork
12684,snips-train-9639,"Please pull up the album , The Last War",PLEASE PULL UP THE ALBUM THE LAST WAR,SearchCreativeWork
12685,snips-train-964,add doing all right to string theory,ODD DOING ALL RIGHT TO STTRING THEORY,AddToPlaylist
12686,snips-train-9640,Find me Royal Astronomy,FIND ME ROYAL ESTRONOMY,SearchCreativeWork
12687,snips-train-9641,Find the show titled The Most Charming and Attractive,FIND THE SHOW TITLED THE MOST CHARMING AND ATTRACTIVE,SearchCreativeWork
12688,snips-train-9642,Fine a movie called Right Here Right Now .,FIN A MOVI CALLED RIGHT HERE RIGHT NOW,SearchCreativeWork
12689,snips-train-9643,search for movie Turn Back the Clock,SEARCH FOR MOVIE TURN BACK THE CLOCK,SearchCreativeWork
12690,snips-train-9644,Find me a saga by Reproductions,FIND ME O SOGABIREPRODUCTIONS,SearchCreativeWork
12691,snips-train-9645,show song schedule Come into the World,SHOW SONGS SCHEDRIL COME INTO THE WORLD,SearchCreativeWork
12692,snips-train-9646,Show The Night Riders,SHOW THE NIGHT RIDERS,SearchCreativeWork
12693,snips-train-9647,I'm looking for Circus World .,I'M LOOKING FOR CIRCUS WORLD,SearchCreativeWork
12694,snips-train-9648,Find the photograph A Little Less Sixteen Candles,FIND THE PHOTOGRAPH A LITTLE LESS SIXTEEN CANDLES,SearchCreativeWork
12695,snips-train-9649,Is there any creative work for Heterocycles ?,IS THERE ANY CREATIVE WORK FOR HETERO CYCLES,SearchCreativeWork
12696,snips-train-965,Add this artist to the playlist called Evening Groove .,ADD THIS ARTIST TO THE PLAYLEST CALLED EVENING GROOVE,AddToPlaylist
12697,snips-train-9650,find the movie Shake Your Spirit,FIND THE MOVI SHAKE YOUR SPIRIT,SearchCreativeWork
12698,snips-train-9651,Play show of Cissy Houston,PLACHO OF ISCY HUESTEN,SearchCreativeWork
12699,snips-train-9652,Search for the television show called Educational Psychologist,SEARCH FOR THE TELEVISAN SHOCALL DEDUCATIONAL PSYCHOLOGIST,SearchCreativeWork
12700,snips-train-9653,"find Donkey Town , a show",FINE DONKEY TOWN A SHOW,SearchCreativeWork
12701,snips-train-9654,I'm looking to find Kiss Me Goodbye .,I'M LOOKING TO FIND KISS ME GOOD BYE,SearchCreativeWork
12702,snips-train-9655,Find a TV series called Live Hearts .,FIND A TEV CERIES CALLED LIVE HARTS,SearchCreativeWork
12703,snips-train-9656,"Can you find a photograph entitled, Beneath the Harvest Sky",CAN YOU FIND A PHOTOGRAPH ENTITLED BENEATH THE HARVEST SKY,SearchCreativeWork
12704,snips-train-9657,I'm looking for the game called Summer of Fear,I'M LOOKING FOR THE GAME CALLED SUMMER OF FEAR,SearchCreativeWork
12705,snips-train-9658,I'd like to see the photograph The Light,I'D LIKE TO SEE THE PHOTOGRAPH THE LIGHT,SearchCreativeWork
12706,snips-train-9659,Find a game called The Life and Loves of Tschaikovsky .,FIND A GAME CALLED THE LIFE AND LOVES OF TCHAIKOVSKI,SearchCreativeWork
12707,snips-train-966,put this whole album on the playlist called old school metal,PUT THIS HULALBEM ON THE PLAYLIST CALLDELT SCHOOL MEDAL,AddToPlaylist
12708,snips-train-9660,Show me the show Live at the Fillmore East,SHOW ME THE SHOW LIVE AT THE FILM MORE EAST,SearchCreativeWork
12709,snips-train-9661,I need to find the work Brotherly Love,I NEED TO FIND THE WORK BROTHERLY LOVE,SearchCreativeWork
12710,snips-train-9662,Find a picture called Blink of an Eye .,FIND A PICTURE CALLED BLINK OF AN EYE,SearchCreativeWork
12711,snips-train-9663,Where can I see the trailer for Phineas Redux ?,WHERE CAN I SEE THE TRAILER FOR PHINEAS REDUX,SearchCreativeWork
12712,snips-train-9664,Find a TV show called Ace of Spades .,FIND A TI VITIO CALL DASE OF SPADES,SearchCreativeWork
12713,snips-train-9665,Need to find a creative work with the title Sometimes the Blues Is Just a Passing Bird,NEED TO FIND A CREATIVE WORK WITH THE TITLE SOMETIMES THE BLUES IS JUST A PASSING BIRD,SearchCreativeWork
12714,snips-train-9666,find TV series titled A Life in the Death of Joe Meek,FINE TE V CERIES TITLED A LIFE IN THE DEATH OF JOMAKE,SearchCreativeWork
12715,snips-train-9667,show Get It Together on TV show,SHOW GET IT TOGETHER ON T V SHO,SearchCreativeWork
12716,snips-train-9668,Find Landing on Water .,FINE LANDING ON WATER,SearchCreativeWork
12717,snips-train-9669,find me the book Filthy Lucre Live,FIND ME THE BOOK FILTHY LUCRE LIVE,SearchCreativeWork
12718,snips-train-967,add the song to my the funny thing about football is playlist,ADD THE SONG TO MY THE FUNNY THING ABOUT FOOTBALL IS PLAYLEST,AddToPlaylist
12719,snips-train-9670,Find a show called Chompa Toung .,FIND A SHO CALLED CHOMPATONGU,SearchCreativeWork
12720,snips-train-9671,Nightwork soundtrack download,NIGHT WORK SOUND TRACK DOWN LOAD,SearchCreativeWork
12721,snips-train-9672,Please look up The Lamentable Journey of Omaha Bigelow into the Impenetrable Loisaida Jungle television show .,PLEASE LOOK UP THE LAMENTABLE JOURNEY OF OMAHA BIGLO INTO THE IMPENETRABLE LOWASIDED JUNGLE TELEVISION SHOW,SearchCreativeWork
12722,snips-train-9673,show game Alien Breed II - The Horror Continues,SHOW GAM MELIAN BREED TOO THE HORROR CONTINUES,SearchCreativeWork
12723,snips-train-9674,show creativity of Official History of Australia in the War of 1914–1918,SHOW CREATIVITY OF OFFICIAL HISTORY OF AUSTRALIA IN THE WAR OF NINETEEN FOURTEEN NINETEEN EIGHTEEN,SearchCreativeWork
12724,snips-train-9675,Find TV series of Noroi - The Curse,FINE T V CERIES OF NORWAY THE CURSE,SearchCreativeWork
12725,snips-train-9676,Please fine me Worms Clan Wars .,PLEASE FIND ME WORMS CLAN WARS,SearchCreativeWork
12726,snips-train-9677,show Investigating Sex album,SHOW INVESTIGATING SEXSALBUM,SearchCreativeWork
12727,snips-train-9678,show creative work of Through the Back Door,SHOW CREATIVE WORK OF THROUGH THE BACK DOOR,SearchCreativeWork
12728,snips-train-9679,find The Flying Scotsman,FIND THE FLYING SCOTTSHMAN,SearchCreativeWork
12729,snips-train-968,Add the tune from Leena Peisa to my amor amor playlist.,ADD THE TUNE FROM LENAPYZA TO MAYA MORE MORE PLAY LEST,AddToPlaylist
12730,snips-train-9680,Play the TV series Effortless Regurgitation of Bright Red Blood,PLAY THE T V CERE'S EFFORTLESS REGURGITATION OF BRIGHT RED BLOOD,SearchCreativeWork
12731,snips-train-9681,Look up The Gun soundtrack,LOOK UP THE GUN SOUND TRACK,SearchCreativeWork
12732,snips-train-9682,Can you find the movie Accidentally in Love,CAN YOU FIND THE MOVIE ACCIDENTALLY IN LOVE,SearchCreativeWork
12733,snips-train-9683,find the novel Playlist The Very Best of Brad Paisley,FIND THE NOVEL PLAYLESS THE VERY BEST OF BRAD PASLEY,SearchCreativeWork
12734,snips-train-9684,Find the work I Looked Up,FIND THE WORK I LOOKED UP,SearchCreativeWork
12735,snips-train-9685,Where can I purchase the game Dancing in the Dark 10 Years of Dancing Ferret,WHERE CAN I PURCHASE THE GAME DANCING IN THE DARK TEN YEARS OF DANCING FERRET,SearchCreativeWork
12736,snips-train-9686,find Try Me Out for me,FINE TRY ME OUT FOR ME,SearchCreativeWork
12737,snips-train-9687,Can you locate the saga for the Ringo Sheena discography,CAM YOU LOCATE THE SAGA FOR THE RINGOSHINA DESCOGRAFE,SearchCreativeWork
12738,snips-train-9688,Can you help me find Tears from a Willow ?,CAN YOU HELP ME FIND TEARS FROM A WILLOW,SearchCreativeWork
12739,snips-train-9689,Can You tell me the Actors of the saga awards/,CAN YOU TELL ME THE ACTORS OF THE SAGA WARD SLASH,SearchCreativeWork
12740,snips-train-969,add monsters this is prince playlist,AD MONSTERS THIS IS PRINCE PLAYLEST,AddToPlaylist
12741,snips-train-9690,Go to The Devil in the Deal50 Secrets to Successful Dealmaking,GO TO THE DEVIL IN THE DEAL IFTY SECRETS TO SUCCESSFUL DEAL MAKING,SearchCreativeWork
12742,snips-train-9691,show creativity of soundtrack IHeartRadio Countdown,SHOW CREATIVITY OF SOUND TRACK I HARTRADIO COUNT DOWN,SearchCreativeWork
12743,snips-train-9692,Where can I listen to the soundtrack of Gibraltar Britain in the Sun,WHERE CAN I LISTEN TO THE SOUND TRACK OF GIBRALTAR BRITAIN IN THE SUN,SearchCreativeWork
12744,snips-train-9693,I want to see the trailer for The Entity,I WANT TO SEE THE TRAILER FOR THE ANTITE,SearchCreativeWork
12745,snips-train-9694,"find Five Spanish Songs , a photograph",FIND FIVE SPANISH SONGS A PHOTOGRAPH,SearchCreativeWork
12746,snips-train-9695,Find a painting called Boating on the River Epte .,FIND A PAINTING CALLED BOATING ON THE RIVER APT,SearchCreativeWork
12747,snips-train-9696,Search for the song called Journal of the American Statistical Association,SEARCH FOR THE SONG CALLED JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,SearchCreativeWork
12748,snips-train-9697,Find THUNDER IN THE EAST .,FIND THUNDER IN THE EAST,SearchCreativeWork
12749,snips-train-9698,play the video game The Genesis Machine,PLAY THE VIDIO GAME THE GENESIS MACHINE,SearchCreativeWork
12750,snips-train-9699,find The Loving Spirit,FIND THE LOVING SPIRET,SearchCreativeWork
12751,snips-train-97,Add track to Urban Poet,AD TRACH TO ERBAN POET,AddToPlaylist
12752,snips-train-970,I want you to add the currently playing This Generation into my playlist called funtime activity,I WANT YOU TO ADD THE CURRENTLY PLAYING THIS GENERATION INTO MY PLAYLIST CALLED FONTIME ACTIVITY,AddToPlaylist
12753,snips-train-9700,Search for a picture of Darker than black,SEARCH FOR A PICTURE OF DARKER THAN BLACK,SearchCreativeWork
12754,snips-train-9701,play TV show Way of the Samurai 2,PLAY TE V SHOW WAY OF THE SAMURI TOO,SearchCreativeWork
12755,snips-train-9702,Rate trailer Geek Chic,RATE TRAILER GEEK SHEEK,SearchCreativeWork
12756,snips-train-9703,Find a television show called The High Chaparral .,FIND A TELEVISION SHOW CALLED THE HIGH SHAPPER OWL,SearchCreativeWork
12757,snips-train-9704,find a book called Kiss Symphony - Alive IV,FIND A BOOK CALLED KISS SYMPHONY ALIVE FOR,SearchCreativeWork
12758,snips-train-9705,I am looking for The Complete Fillmore East Concerts,I AM LOOKING FOR THE COMPLETE FEL MORE EAST CONCERTS,SearchCreativeWork
12759,snips-train-9706,"Please look up the television show , Noel Hill & Tony Linnane .",PLEASE LOOK UP THE TELEVISION SHOW NO HILLA ANTONI LA NAINE,SearchCreativeWork
12760,snips-train-9707,trailer of Gate of Thunder,TRAILER OF GATE OF THUNDER,SearchCreativeWork
12761,snips-train-9708,What is Just Like in the Old Country,WHAT IS JUST LIKE IN THE OLD COUNTRY,SearchCreativeWork
12762,snips-train-9709,Show me Then We Came to the End,SHOW ME THEN WE CAME TO THE END,SearchCreativeWork
12763,snips-train-971,add this album to my forever country playlist,ADD THIS ALBUM TO MY FOR EVER COUNTRY PLAYLEST,AddToPlaylist
12764,snips-train-9710,Play the soundtrack for Back to the Future,PLAY THE SOUND TRACK FOR BACK TO THE FUTURE,SearchCreativeWork
12765,snips-train-9711,Please look up the painting Beyond Iconic Photographer Dennis Stock .,PLEASE LOOK UP THE PAINTING BEYONDICONIC PHOTOGRAPHER DENIS STOC,SearchCreativeWork
12766,snips-train-9712,Where can I view the photograph Dinosaur from the Deep ?,WHERE CAN I VIEW THE PHOTOGRAPH DINAS OR FROM THE DEEP,SearchCreativeWork
12767,snips-train-9713,I am looking for a work called Carry You Home,I AM LOOKING FOR A WORK CALLED CARRY YOU HOME,SearchCreativeWork
12768,snips-train-9714,read the book Journal of the Bombay Natural History Society,READ THE BOOK JOURNAL OF THE BOMBA NATURAL HISTORY SOCIETY,SearchCreativeWork
12769,snips-train-9715,I want to see Breathless,I WANT TO SEE BREATHLESS,SearchCreativeWork
12770,snips-train-9716,"Please search the work, The Mercenary .",PLEASE SEARCH THE WORK THE MERCENARY,SearchCreativeWork
12771,snips-train-9717,show me NeuroToxicology,SHOW ME NORODOC SICALAJE,SearchCreativeWork
12772,snips-train-9718,Is the TV show The Prodigal Wife on today?,IS THE T V SHOW THE PRODIGAL WIFE ON TO DAY,SearchCreativeWork
12773,snips-train-9719,Find a TV show called Zen The Music of Fred Katz .,FIND A TI VICIO CALLED ZENTE MUSIC OF FRED CATS,SearchCreativeWork
12774,snips-train-972,Add an album by m g sreekumar to my laidback acoustic playlist.,ADD AN ALBUM BY M GS RECUMB AR TO MY LAID BACK ACUSTIC PLAY LIST,AddToPlaylist
12775,snips-train-9720,find the album Until the Whole World Hears,FIND THE ALBUM UNTIL THE WHOLE WORLD HERS,SearchCreativeWork
