,train_index,train_sentence,joey_sentence,train_label
11969,snips-train-8996,four out of 6 stars for the previous essay,FOUR OUT OF SIX STARS FOR THE PREVIOUS ESSAY,RateBook
11970,snips-train-8997,Give this current textbook zero out of 6 points .,GIVE THIS CONTACT BOOK ZERO OUT OF SIX POINTS,RateBook
11971,snips-train-8998,Rate this awful book called Cold with 0 out of 6 points,RAT THIS AWFUL BOOK CALLED COLD WITH ZERO OUT OF SIX POINTS,RateBook
11972,snips-train-8999,the current book I'm reading should be rated zero out of 6,THE CURRENT BOOK I'M READING SHOULD BE RATED ZERO OUT OF SIX,RateBook
11973,snips-train-9,Add The Private Collection onto my Cena Elegante playlist please.,ADD THE PRIVATE COLLECTION ON TO MY SEMA ELEGRON TO A PLAULIST PLEASE,AddToPlaylist
11974,snips-train-90,Add this track to my Zen Focus playlist,ADD THIS TRACK TO MIZEN FOCUS PLALIST,AddToPlaylist
11975,snips-train-900,"Add jennie, jennie to my metal playlist",AD JENIY JOURNEY TO MY MENTAL POOLIST,AddToPlaylist
11976,snips-train-9000,give three out of 6 points to Blackbox,GIVE THREE OUT OF SIX POINTS TO BLACK BOX,RateBook
11977,snips-train-9001,give zero point to this textbook,GIVES ZERO POINT TO THIS TEXT BOOK,RateBook
11978,snips-train-9002,I want to rate the Selected Letters of H. P. Lovecraft I saga 3 stars,I WANT TO RAT THE SELECTED LETTERS OF H P LOVE CRAFT I SANG E THREE STARS,RateBook
11979,snips-train-9003,I give Cross Country four out of 6 .,I GIVE CROSS COUNTRY FOR OUT OF SAX,RateBook
11980,snips-train-9004,I give this next essay zero out of 6 points,I GIVE THIS NEXT ESSAY ZERO OUT OF SIX POINTS,RateBook
11981,snips-train-9005,I'd give the Quotations from Chairman Mao Tse-tung saga two of 6 stars,I'D GIVE THE QUOTATIONS FROM CHAIRMAN MELTS OF DONG SAGE TWO OF SIX STARS,RateBook
11982,snips-train-9006,this novel deserves 4 to 6 stars for its writing.,THIS NOVEL DESERVES FOUR TO SIX STARS FOR ITS WRITING,RateBook
11983,snips-train-9007,Rate Illness as Metaphor 5 of 6,RET ALMA SAYS MEL FOR FIVE OF SIX,RateBook
11984,snips-train-9008,I'd give The Mystery of the 99 Steps three stars out of 6,I'D GIVE THE MYSTERY OF THE NINETY NINE STEPS THREE STARS OUT OF SIX,RateBook
11985,snips-train-9009,Rate this book five out of 6,READ THIS BOOK FIVE OUT OF SIX,RateBook
11986,snips-train-901,input this album onto my All Things Post list,INPURT THE SABLE MON TO MY AL THINGS POST LIST,AddToPlaylist
11987,snips-train-9010,"Rate Dixie Lullaby A Story of Music, Race and New Beginnings in a New South five out of 6 points",RID DIX LOWER BY A STORY OF MUSIC RASAN'S NEW BEGINNINGS IN A NEW SEUTH FIVE OUT OF SIX POINTS,RateBook
11988,snips-train-9011,"I would give the Against His-Story, Against Leviathan saga a value of one",I WOULD GIVE THEE AGAINST HIS STORY AGAINST LAVITHE AN SANGA A VALUE OF ONE,RateBook
11989,snips-train-9012,give 0 out of 6 points to current book,GIVES ZERO OUT OF SIX POINTS TO KIND BOOK,RateBook
11990,snips-train-9013,I give The Phishing Manual four stars out of 6 .,I GIVE THE FISHING MANUEL FOUR STARS OUT OF SIX,RateBook
11991,snips-train-9014,I want to give the current saga 0 stars,I WANT TO GIVE A KRRENT SONGO ZERO STARS,RateBook
11992,snips-train-9015,I want to rate this essay 0 of 6 stars,I WANT TO RATE THE SASS SAY ZERO SIX STARS,RateBook
11993,snips-train-9016,Rate this book a zero,READ THIS BOOK OF ZERO,RateBook
11994,snips-train-9017,Rate this textbook 5 stars out of 6,READ THIS TECT BOOK FIVE STARS OUT OF SIX,RateBook
11995,snips-train-9018,Rate Encyclopaedia of the Social Sciences zero out of 6,RIAD ENCYCLOPEDE OF THE SOCIAL SCIENCES ZERO OUT OF SIX,RateBook
11996,snips-train-9019,Rate current textbook 5 out of 6,RECINED TOUCH BOOK FIVE OUT OF SIX,RateBook
11997,snips-train-902,Add an album to my week end playlist,ADD AN ALBUM TO MY WEAK AND PLAILEST,AddToPlaylist
11998,snips-train-9020,I want to give this current novel 4 points,I WANT TO GIVE THIS CRIME NOVEL FOUR POINTS,RateBook
11999,snips-train-9021,The chronicle Charlie Peace earns 4 stars from me,THE CHRONICLE CHARLEY PESANDS FOUR STARS FROM ME,RateBook
12000,snips-train-9022,Give Star Trek The Motion Picture a five out of 6 .,GIVE STORTREC THE MOTION PICTURE OF FIVE OUT OF SIX,RateBook
12001,snips-train-9023,rate teh current series a 2,WE'D TAKE RANCE SERIES OF TWO,RateBook
12002,snips-train-9024,Rate The Young Elites series 1 of 6 points,RID THE YOUNGER LEAT SERIES ONE OF SIX POINTS,RateBook
12003,snips-train-9025,Rate From a Buick 8 0 out of 6,READ FROM ABUICATE ZERO OUT O SIX,RateBook
12004,snips-train-9026,rate this novel two out of 6,READ THIS NOVEL TO OUT OF SAXES,RateBook
12005,snips-train-9027,I this this current essay should be rated a three,EITHERS THIS CRIMED ESSAY SHOULD BE RATED A THREE,RateBook
12006,snips-train-9028,rate Covering The Hidden Assault on Our Civil Rights 1 point,REY COVERING BEHUDENOUS ALT ON MOUR CIVIL RITES ONE POINT,RateBook
12007,snips-train-9029,Rate this album three of 6 points,RIAD THIS ALBUM THREE OR SIX POINTS,RateBook
12008,snips-train-903,Add camille to the This Is Lady Antebellum playlist,AD CAMIL TO THE THIS IS LADY ANTO BELUM PLAOLIST,AddToPlaylist
12009,snips-train-9030,give five out of 6 stars to current essay,GIVE FIVE OUT OF SIX STARMS TO CURRIN PESSE,RateBook
12010,snips-train-9031,Rate this book 3 of 6 points,RATIS BROTE THREE OF SIX POINTS,RateBook
12011,snips-train-9032,Rate the current novel three points,REAT VECURRENT NOVEL THREE POINTS,RateBook
12012,snips-train-9033,rate The Chymical Wedding 3 points,RATE ACIMICAL WEDDING THREE POINTS,RateBook
12013,snips-train-9034,rate What the Dog Saw a two,RI WER THE DOG SAW TOO,RateBook
12014,snips-train-9035,I'd rate this essay 1 out of 6,IDREA DUSESSE ONE OUT OF SIX,RateBook
12015,snips-train-9036,rate the book The Outlaws of Sherwood two stars,RATE THE BRUNK OF THE OUTLAWS OF SR WON TWO STARS,RateBook
12016,snips-train-9037,Give A History of the Mind a 2 out of 6 points .,GIVE A HISTORY OF THE MIND A TWO OUT OF SIX POINTS,RateBook
12017,snips-train-9038,I'd give the Main-Travelled Roads series 0 points out of 6,I'D GIVE THE MAIN TRAVELLED ROADH ZERIE ZERO POINTS OUT OF SIX,RateBook
12018,snips-train-9039,please rate this essay three out of 6,PLEAGE RAD TIS ESSAY THREE OULD OF SIX,RateBook
12019,snips-train-904,add something so right to lora's 80s Classic Hits playlist,ADD SOMETHING SO RIGHT LAURA ZADES CLASSIKEITS POOLIST,AddToPlaylist
12020,snips-train-9040,The Battle for Skies gets a three,THE BATTLE FOR SKIES GATES A THREE,RateBook
12021,snips-train-9041,Rate this essay a four,REDUSESSEA FOR,RateBook
12022,snips-train-9042,rate Betrayer of Worlds 1 out of 6,REAT BETRAYER OF WORLD'S ONE OUT OF SIX,RateBook
12023,snips-train-9043,give Rathinirvedam a rating of 3 out of 6,GIVE RADIN ORVEDAM A RADING OF THREE OLD OF SAX,RateBook
12024,snips-train-9044,Rate Conan of the Red Brotherhood 2 of 6,RAT CORMIN OF THE RED BRITER HEAD TWO OF SIX,RateBook
12025,snips-train-9045,I am rating Book of Challenges four stars,I AM REITING BOOK OF CHALLENGES FOUR STARS,RateBook
12026,snips-train-9046,The current essay feels like a 3 .,THE CRAMP ESSAY FEELS LIKE A THREE,RateBook
12027,snips-train-9047,Give this chronicle a 4 out of 6,GIVE THIS CHRONICLE FOUR OUT OF SIX,RateBook
12028,snips-train-9048,Rate my current textbook three out of 6,READ MY CROIN TEXT BOOK THREE OUT OF SIX,RateBook
12029,snips-train-9049,I would give this current textbook five points or a rating of 6,I WOULD GIVE THIS KINE TEXT BOOK FIVE POINT SOE WRATING OF SIX,RateBook
12030,snips-train-905,add this artist to my Guilty Pleasures playlist,ADD THIS ARTIST TO MY GUILTY PLEASURES PLALIST,AddToPlaylist
12031,snips-train-9050,Give this novel a rating of 1 points .,GIVE THIS NOVEL A RATING OF ON POINTS,RateBook
12032,snips-train-9051,rate The Pig Scrolls one of 6 points,READ THE PIG SCROLLS ONE OF SIX POINTS,RateBook
12033,snips-train-9052,Can you please assign two points to the White Niggers of America chronicle ?,CAN YOU PLEASE ASSIGN TWO POINTS TO THE WHITE NIGGERS OF AMERICA CHRONICLE,RateBook
12034,snips-train-9053,Rate Renewable Electricity and the Grid one stars out of 6,REAT RENEWBLE ELECTRICITY AND THE GRIT WON STARS OUT OF SIX,RateBook
12035,snips-train-9054,Can I rate the current textbook three to 6 stars ?,CARRID THE CRIME TEXT BOOK THREE TO SIX STARS,RateBook
12036,snips-train-9055,Can you give this textbook a 2 out of 6 ?,CAN YOU GIVE THIS TACH BOKET TO OUT OF CIRCS,RateBook
12037,snips-train-9056,rate this essay 3 out of 6 points,RE THESESSE THREE OUT OF SIX POINTS,RateBook
12038,snips-train-9057,rate The Promise 1 points,READ THE PRON OS SWAM POINTS,RateBook
12039,snips-train-9058,Rate the Rogue Lawyer 4 out of 6,READ THE RUL GLOYER FOR OUT OF SAXS,RateBook
12040,snips-train-9059,Hocus Bogus gets a 2 of 6 .,HOCIS POGIS GITS A TWO OF SIX,RateBook
12041,snips-train-906,Add a track to summer of love,ADD ATTRACT TOE SOMMER OF LOVE,AddToPlaylist
12042,snips-train-9060,3 stars is the rating for Boy Meets Boy,THREE STARS AS THE READING FOR BOY MEETS BOY,RateBook
12043,snips-train-9061,Rate Short Trips Destination Prague five out of 6,REACSHORE TRIP'S DESTINATION PROGU FIVE OUT OF SIX,RateBook
12044,snips-train-9062,Rate Richard Carvel 4 out of 6,RAT RICHARD CERVILL FOR OUT OF SAX,RateBook
12045,snips-train-9063,Rate The Fall-Down Artist 5 stars .,WITH THE FALL DOWN ORDEST FIVE STORES,RateBook
12046,snips-train-9064,Give this textbook one stars out of 6,GIVE THIS TECT BOOK ONE STARS OUT OF SIX,RateBook
12047,snips-train-9065,give four stars to What the Day Owes the Night,GIVE FOUR STARS TO WHAT THE DALES THE NIGHT,RateBook
12048,snips-train-9066,rating points for Castles of Steel out of 6 are 5,RADING POINTS FOR CASTLES OF STEEL OUT OF SIX OR FIVE,RateBook
12049,snips-train-9067,Rate People of the Lakes 2 of 6,REAT PEOPLE OF THE LAKES TU OFSIX,RateBook
12050,snips-train-9068,give Power of Faerûn two of 6,GIVE POWER FON TWO OF SIX,RateBook
12051,snips-train-9069,Rate The Coming of Bill 3 of 6 stars,READ THE COMING OF BILLTHREE OF SIX STARS,RateBook
12052,snips-train-907,Put journey to love onto Hip Hop 2017 New School .,PUT JOURNEY TO LAUVON TO HIPHALF TWENTY SEVENTEEN NEW SCHOOL,AddToPlaylist
12053,snips-train-9070,Rate this album a 3,RID THIS ALBUM OF THREE,RateBook
12054,snips-train-9071,Rate The Demolished Man a five,READ THE DEMOLISHED MAN OF FIVE,RateBook
12055,snips-train-9072,give three stars to chronicle Falling in Love With Hominids,GIVE THREE STARS TO CHRONICLE FALLING IN LOVE WITH HOMOMITS,RateBook
12056,snips-train-9073,Rate The Rats chronicle 5 of 6,READ THE RADSCROMICAL FIVE OF SIX,RateBook
12057,snips-train-9074,rate this textbook 2 out of 6,READ THIS TAX BOOK TO OUT OF SIX,RateBook
12058,snips-train-9075,rate this essay 5 of 6,REDISESSA FIVE OF SIX,RateBook
12059,snips-train-9076,give five out of 6 to this novel,GIVE FIVE OUT OF SIX TO THIS NOVEL,RateBook
12060,snips-train-9077,rate the book Pimpernel and Rosemary 1 out of 6,READ THE BOOK PIMPERNEL AND ROSEMARY ONE OUT OF SIX,RateBook
12061,snips-train-9078,I rate the book You Only Live Twice two points,I READ THE BOOK YOU ONLY LIVE TWICE TWO POINTS,RateBook
12062,snips-train-9079,Give the book Buzz about Bees a 2 star rating out of 6 .,GIVE THE BOOK BAZO BAUT BESA TWO STAR READING OUT OF SIX,RateBook
12063,snips-train-908,"Add Nazad, nazad, Kalino mome to Escapada",AT NAZAD NAZAD COLINO MOAN TO ESCRUPADE,AddToPlaylist
12064,snips-train-9080,Rate the current novel 1 of 6,RE VECARRENT NOVEL ONE OF SIX,RateBook
12065,snips-train-9081,rate If Tomorrow Comes 2 of 6 stars,RABITH TO MORROW COMES TWO OF SIX STARS,RateBook
12066,snips-train-9082,Rate the current book 5 of 6 points,READ THE CURRENT BOOK FIVE OR SIX POINTS,RateBook
12067,snips-train-9083,Rate this essay five points,REDISSUSS A FIVE POINTS,RateBook
12068,snips-train-9084,I'd say Life in the Iron Mills was a five,I'D SAE LIFE IN THE ISLAND NULSWORTS O FIVE,RateBook
12069,snips-train-9085,Rate Peter and the Sword of Mercy 3 of 6 stars,RING PETER AND THE SWORD OF MERCY THREE OF SIX STARS,RateBook
12070,snips-train-9086,give one star to The Indestructible Man,GIVE ONE STALL TO INDESTRUCTIBLE MAN,RateBook
12071,snips-train-9087,I want to give this textbook 3 out of 6 points,I WANT TO GIVE THIS TEXT BOOK THREE OUT OF SIX POINTS,RateBook
12072,snips-train-9088,Rate The Bell Curve a three .,WING THE BELL CURVETRE,RateBook
12073,snips-train-9089,Rate The Documents in the Case series two of 6,READ THE DOCUMENTS AN THE CASE SERIES TU OF SIX,RateBook
12074,snips-train-909,Add histoire de melody nelson to my 90's Baby Makers playlist,AGY SWAR DE MELODY NELSON TO MY NINECE BABY MAKER'S PLAYLIST,AddToPlaylist
12075,snips-train-9090,Rate The High Deeds of Finn MacCool one out of 6,READ THE HIGH DEEDS OF FINMICU WON OUT OF SAXE,RateBook
12076,snips-train-9091,Peter and the Piskies Cornish Folk and Fairy Tales only gets a three out of 6 .,PETER AND THE PISKY'S CORNISH FOLK AND FAIRY TALS ONLY GETS THREE OUT OF SIX,RateBook
12077,snips-train-9092,I give The Cat and the King 2 stars .,I GIVE THE CAT IN BEKEEN TWO STARS,RateBook
12078,snips-train-9093,Give the current series a two,GIVE THE KINT SERIESA TOO,RateBook
12079,snips-train-9094,Rate the current novel five of 6 points,REVICURRIN NOVEL FIVE OF SIX POINTS,RateBook
12080,snips-train-9095,Rate this novel 1 points .,READ THIS NOVEL ONE POINT,RateBook
12081,snips-train-9096,Rate Gota’s War a one,REAC GOLDES INE ONE,RateBook
12082,snips-train-9097,Rate The First Death 1 stars,READ THE FIRST DEATH ON STARS,RateBook
12083,snips-train-9098,Rate this textbook four of 6 points,READ THIS TACT BOOK FOUR OR SIX POINTS,RateBook
12084,snips-train-9099,give five out of 6 to this book,GIVE FIVE OUT OF SIX TO THIS BOOK,RateBook
12085,snips-train-91,add décadas to my list Neo da Matrix,ADD DECED AS TO MY LIST NEAR DE MEDRIX,AddToPlaylist
12086,snips-train-910,add Eef Barzelay to my Country Coffeehouse,ADIBERSALATE IN MY COUNTRY COFFEE HOUSE,AddToPlaylist
12087,snips-train-9100,Give one out of 6 to A Week in the Woods,GIVE ONE OUT OF SIX TO A WEEK IN THE WORDS,RateBook
12088,snips-train-9101,rate Mandela The Authorised Biography a one,READ MANNOAE AUTHORIZED BIOGRAPHYONE,RateBook
12089,snips-train-9102,Rate The Life and Loves of a She-Devil 5 out of 6,READ THE LIFE AND LOVES OF A SHE DEVIL FIVE OUT OF SIX,RateBook
12090,snips-train-9103,the stars for this are 4 for a textbook,THE STARGE FOR THIS OR FOUL FOURTEXED BOOK,RateBook
12091,snips-train-9104,Rate the current series a one .,REATLY CLINED SERIES OR ONE,RateBook
12092,snips-train-9105,Rate Real World four out of 6,WE'D RE WAY AN FOR OUT OF SUITS,RateBook
12093,snips-train-9106,give 5 out of 6 stars to Coming Home,GIVE FIVE OUT OF SIX STORES TO COME IN HOME,RateBook
12094,snips-train-9107,0 stars for this current saga,ZERI STARGE FOR THIS COENSAGA,RateBook
12095,snips-train-9108,And a body to remember with gets a full 5 stars .,END O BODY TO REMEMBER WITH GETS OF FULL FIVE STARS,RateBook
12096,snips-train-9109,rate The Bunce 1 stars,READ THE BUNCE WORN STARS,RateBook
12097,snips-train-911,Add the artist tom cochrane to new york groove,ADD THE ORDERS O TOM COCKERING TO NEWL GROVE,AddToPlaylist
12098,snips-train-9110,Rate The Plot to Save Socrates one stars,READ THE PLOT TO SAVE SOCRATES ONE STARS,RateBook
12099,snips-train-9111,rate this textbook 3 out 6,READ THIS TEX BOOK THREE OUL SIX,RateBook
12100,snips-train-9112,rate the current essay three of 6 points,RATE THE CURRENTESSE THREE OR SIX POINTS,RateBook
12101,snips-train-9113,Give 4 points / 6 to Last Day in Limbo,GIVE FOUR POINTS SIX TO LAST DAY IN LUMBR,RateBook
12102,snips-train-9114,please rate this textbook five stars out of 6,PUNGURY DISTACT BOOK FIVE STARS OUT OF SIX,RateBook
12103,snips-train-9115,Rate The Night Land three out of 6,REAK THE NIGHTLAND THREE OUD OF SIX,RateBook
12104,snips-train-9116,For the book The Mirrored Heavens I give one of a possiable 6 stars,FOR THE BOOK THE MYRORED HEAVENS I GIVE ONE OF THE POST ERBLE SIX STARS,RateBook
12105,snips-train-9117,I want to give this essay zero out of 6,I WANT TO GIVE THISA SAY ZERO OUT OF SIX,RateBook
12106,snips-train-9118,rate this essay a 3,WE DESURSAYA THREE,RateBook
12107,snips-train-9119,this essay deserves 0 stars .,THIS AS A DESERVES ZERO STARS,RateBook
12108,snips-train-912,Add this tune to Morning Commute,I JUST TURN TO MORNING COMMUTE,AddToPlaylist
12109,snips-train-9120,I have to give this current essay a rating of three,I HAVE TO GIVE THIS CURRENT ESSAY A RADING OF THREE,RateBook
12110,snips-train-9121,I'd rate this book 1 of 6 stars,IDRATE THIS BOOK ONE OF SIX STARS,RateBook
12111,snips-train-9122,I rate Secret Water as a 4 .,IRI SECRET WATER AS AFORE,RateBook
12112,snips-train-9123,rate this novel a 4,READ THIS NOVEL OFOR,RateBook
12113,snips-train-9124,Rate this book 3 out of 6,READ THIS BOOK THREE OUL OF SIX,RateBook
12114,snips-train-9125,Contemporary Religious Satanism gets a 3 rating.,CONTEMPORARY RELIGIOUS SADENISM GETS A THREE READING,RateBook
12115,snips-train-9126,I give The Homo Handbook saga 3 of 6 stars,I GIVE THE HOMOHAND BOOK SANGA THREE OF SIX STARS,RateBook
12116,snips-train-9127,Rate Encyclopedia of Domestic Animation four out of 6 stars,RID ENCYCLOPEDE OF DOMESTIC ANGAMATION FOR OUT OF SIX STARS,RateBook
12117,snips-train-9128,Rate Puttering About in a Small Land zero out of 6 stars,REED POTTERING ABOUT IN A SMALL LAND ZERO OUT OF SIX STARS,RateBook
12118,snips-train-9129,The Forest should be rated a four,THE FOREST SHOULD BE RAINED AFORE,RateBook
12119,snips-train-913,Add a song to my playlist Impulso Creativo,ADD A SONG TO MY PLAILESS TOMPULSO CREATEVO,AddToPlaylist
12120,snips-train-9130,one stars out of 6 is my rating for The Giaour .,ONE STARS OUT OF SIX IS MY RAIDING FOR THE YORE,RateBook
12121,snips-train-9131,Give the current album 1 star,GIVE THE CURRENT TO ALLGON ONE STARE,RateBook
12122,snips-train-9132,this chronicle is a zero out of 6 .,THIS CHRONICLE LEGE ZEROAU OF SIX,RateBook
12123,snips-train-9133,rate the current essay 2 out of 6,RATE THE CURRENT ESSA TWO OUT OF SIX,RateBook
12124,snips-train-9134,rate To Your Scattered Bodies Go a 1 out of 6,READ TO YOUR SCATTERED BONNIES GOIN ONE OUT OF SIX,RateBook
12125,snips-train-9135,rate this book titled Sombrero Fallout A Japanese Novel 0 points,REAT THIS BOOK TITLED SOME RARO FALL OUT TO JAPANESE NOVEL ZURO POINTS,RateBook
12126,snips-train-9136,Give Home from the Hill a 3,GIVE HANG FROM THE HO FURY,RateBook
12127,snips-train-9137,Rate this textbook 5 out of 6 points,READ THIS TACT BOOK FIVE OUT OF SIX POINTS,RateBook
12128,snips-train-9138,can i give the book The Saga of Seven Suns a four out of 6 stars,CAN I GIVE THE BOOK THE SANG OF SEVEN SONS OF FFOUR OUND OF SIX STARS,RateBook
12129,snips-train-9139,give this album a 4 out of 6,GIVE MIS ALBUM A FOUR OUT OF SIX,RateBook
