,train_index,train_sentence,raveena_sentence,train_label
8974,snips-train-63,Add this song to my roadrunner rec new releases list.,HAD THE SONG TO MY ROW RUN A RECK NEW RELEASES LIST,AddToPlaylist
8975,snips-train-630,Include in my dreams in the this is new edition playlist.,INCLUDING MY DREAMS IN THAT THIS IS NEW EDITION PLAYLIST,AddToPlaylist
8976,snips-train-6300,I want to hear Papa Mali 's songs from the fifties,I WANT TO HEAR PAPA MALIS SONGS FROM THE FIFTIES,PlayMusic
8977,snips-train-6301,play my Madrugando playlist on Groove Shark,CLAIM I'M AT ROGIN THO PLAILES ON CROVE SHOCK,PlayMusic
8978,snips-train-6302,Play some seventies music on netflix .,PLAY OME SEVENTEEETS MUSIC OR NETFLICKS,PlayMusic
8979,snips-train-6303,Play Verjamem track by Hong Junyang .,PLAY WE JUMIM TRACK BY HUNG JOHN YUG,PlayMusic
8980,snips-train-6304,Play rhythmic,PLEA RUTHMIC,PlayMusic
8981,snips-train-6305,Play a song on zvooq,PLAY A SONG ON ZOUK,PlayMusic
8982,snips-train-6306,Give me an album from 1972 to listen to.,GIVE ME AN ALBUM FROM NINETEEN SEVENTY TWO TO LISTEN TO,PlayMusic
8983,snips-train-6307,play Vivian Stanshall from 1962,PLAVIVENSTANTIAL FROM NINETEEN SIXTY TWO,PlayMusic
8984,snips-train-6308,I want to hear a top-20 chant from the twenties,I WANT TO HEAR A TOP TWENTY CHANT FROM THE TWENTIES,PlayMusic
8985,snips-train-6309,play Zvooq latest track by Peter Appleyard,PLEASE ZO LITES TRAP BY PETER APPLEYARD,PlayMusic
8986,snips-train-631,add track to All Out 70s,IAD TRACKED TO ALL OUT SEVENTES,AddToPlaylist
8987,snips-train-6310,Play 2011 music,PLAY TWENTY ELEVEN MUSIC,PlayMusic
8988,snips-train-6311,play Wow by Jon Theodore,PLAWI BY JOHN TIDO,PlayMusic
8989,snips-train-6312,play some Origa on Google Music,PLAY SAMA RIGO ON GUGL MUSIC,PlayMusic
8990,snips-train-6313,Play Miami 2017 by Rodney Whitaker,PLAY MY ARMY TWENTY SEVENTEEN BY RODMEY WHITTACAR,PlayMusic
8991,snips-train-6314,Play One Good Reason by Tommy Flanagan on Itunes,PLAY ONE GOOD REASON BY TOMMY FLANAGEN ON NITUNES,PlayMusic
8992,snips-train-6315,Play Rob Mills album The Golden Archipelago .,PLAY ROB MILLS ALBUM THE GOLDEN ARCHIPELAGO,PlayMusic
8993,snips-train-6316,Use Itunes to play a soundtrack from the year 1954,USE I TUNS TO PLAY A SOUND TRACK FROM THE YEAR NINETEEN FIFTY FOUR,PlayMusic
8994,snips-train-6317,Play Crucifixion on Deezer .,PLAY CRUSIFICION ON DISA,PlayMusic
8995,snips-train-6318,Lets hear some 2009 music,LET'S HEAR SOME TWO THOUSAND NINE MUSIC,PlayMusic
8996,snips-train-6319,Play Shinji Miyazaki 's music on netflix,PLACHIIN GI MEASARCHIS MUSICOL NETFLICS,PlayMusic
8997,snips-train-632,Add Sunday Express Live to workout playlist,ADD SUNDAY EXPRESS LIVED TO WORK OUT CLEAILEST,AddToPlaylist
8998,snips-train-6320,Play a record from 2005 by Ruslana Lyschytschko .,PLAY A RECORD FROM TWO THOUSAND FIVE BY ROSLANELIZED CHAGE CO,PlayMusic
8999,snips-train-6321,Play a ballad by Heath,PLAY VALID BY HEAT,PlayMusic
9000,snips-train-6322,Play music from 1968 on Vimeo .,PLAY MUSIC FROM NINETEEN SIXTY EIGHT ON VIMIO,PlayMusic
9001,snips-train-6323,Plays some akb48 on Youtube,PLEAS SO MAK E BE FORTY EIGHT O NEW TUBE,PlayMusic
9002,snips-train-6324,Can I hear a song by David Hodges ?,CAN I HEAR A SONG BY DAVID HOUGES,PlayMusic
9003,snips-train-6325,I want to hear some music from Spotify,I WANT TO HEAR SOME MUSIC FROM SPOTIFIE,PlayMusic
9004,snips-train-6326,Play some music on Itunes,PLAY SOME MUSIC ON NY TUNES,PlayMusic
9005,snips-train-6327,I wish to listen to eighties music by Mike Dean .,I WISH TO LISTEN TO AITIS MUSIC BY MY DEAN,PlayMusic
9006,snips-train-6328,Play Apbl98 by Alden Penner .,PLAY UP NINETY EIGHT BY OLDUN PENA,PlayMusic
9007,snips-train-6329,Play Masashi Hamauzu 's newest symphony on Itunes .,PLAY MISS ASHE HER MOUS IS NEWEST SYMPHONY O' I TUNES,PlayMusic
9008,snips-train-633,add Hemanta Kumar Mukhopadhyay album in Funky Jams,AD HAYMAN TARKUMAR MAC HOPA BIAR YALBUM IN FONKEE GAMS,AddToPlaylist
9009,snips-train-6330,Play a soundtrack by Mike Hindert on Spotify .,PLAY A SOUND TRACK BY MY KINDED ON SPORTIFY,PlayMusic
9010,snips-train-6331,Play some nineties music on Pandora,PLAY SOME NIGTISE MUSICON PANDORA,PlayMusic
9011,snips-train-6332,listen to ballad songs from 1999,LISTEN TO BALLID SONGS FROM NINETEEN NINETY NINE,PlayMusic
9012,snips-train-6333,I need some Hardcore Hip Hop,I MEAN SOMEHOWD CALL HEP HAP,PlayMusic
9013,snips-train-6334,Play a top-five song by Pete Candoli .,PLAY TOP FIVE SONG BY PET CANDOLY,PlayMusic
9014,snips-train-6335,Can you play something off Johan Larsson 's Travelers And Thieves,CAN YOU PLEASE SOMETHING OF  YOUR HANLASSENS TRAVELLERS AND TEAVES,PlayMusic
9015,snips-train-6336,play shara worden,BLACE A HARAU WARDEN,PlayMusic
9016,snips-train-6337,Play a new song form the eighties,PLAY A NUSONG FOM THE EIGHTIS,PlayMusic
9017,snips-train-6338,I want to hear a Silvia Night ep from the sixties,I WANT TO HEAR A SYLVIEA AND NIGHTE P FROM THE SIXTIS,PlayMusic
9018,snips-train-6339,Open pandora and play the top five melody by Hanna Sjedokowa,OPEN PAN DOOR AND PLAYED THE TOP FIVE MELODY BY HANNA SA GIDO KOWA,PlayMusic
9019,snips-train-634,add a track by Big Sha to my This Is Miranda Lambert playlist,AD A TRACK BY BIG SHARTO MY DISISMARANDE LAMBUT PLELIST,AddToPlaylist
9020,snips-train-6340,Play a top five Linda Strawberry ep,PLEA DOP FIVELIN THE STRAWBERRY E P,PlayMusic
9021,snips-train-6341,Play the greatest Nicholaus Arson concerto from around 2000,PLAY THE GREATEST NICCOLAUS ARS AN CAN CHETTO FROM AROUND TWO THOUSAND,PlayMusic
9022,snips-train-6342,play The Happiest Days Of Our Lives by Tommy Emmanuel,PLAY THE HAPPIEST DAYS OF OUR LIVES BY TOMMY ADMANUOL,PlayMusic
9023,snips-train-6343,Play Inventions For The New Season,PLAY INVENTIONS FOR THE NEW SEASON,PlayMusic
9024,snips-train-6344,Play the top chant music from 2014 .,PLAY THE TOB CHANT MUSIC FROM TWENTY FOURTIN,PlayMusic
9025,snips-train-6345,Play Henrie Mutuku album from 1957,PLAY HENRY METUCO ALBUM FROM NINETEEN FIFTY SEVEN,PlayMusic
9026,snips-train-6346,play the best album from the seventies,PLAY THE BEST ALBUM FROM THE SEVENTIES,PlayMusic
9027,snips-train-6347,play the greatest Adrian Kowanek music,PLAY THE GREATEST ADRIAN COFNAQE MUSIC,PlayMusic
9028,snips-train-6348,Play me the newest fourties symphony,PLAINLY THE NEWEST FFORTEIS SYMPHONY,PlayMusic
9029,snips-train-6349,Play Seaside by Don Cherry .,PLACE SEASIDE BY DON CHERRY,PlayMusic
9030,snips-train-635,Add the song to the martin garrix show playlist,ADD THE SONG TO THE MARTIN GARRECKS SHOW PLAILEST,AddToPlaylist
9031,snips-train-6350,play 1981 tunes by Jiles Perry Richardson on Lastfm for theme music,PLAY NINETEEN EIGHTY ONE TUNES BY GILES BERRY RICHARDISON ON LAST MFOTIN MUSIC,PlayMusic
9032,snips-train-6351,play some Bertine Zetlitz record,PLAY SOME BORTIN ZETLET'S RECORD,PlayMusic
9033,snips-train-6352,Please play good music by Will Oldham .,PLEASE PLAY GOOD MUSIC BY WILL O DEM,PlayMusic
9034,snips-train-6353,Play me a 1957 ep,PLAYME AN NINETEEN FIFTY SEVEN E P,PlayMusic
9035,snips-train-6354,Play something by Louis Nelson Delisle .,PLAY SOMETHING BY LOUIS NELSON DELLYSLEY,PlayMusic
9036,snips-train-6355,play a good John Maher record with Netflix,PLEAY A GOOD JOHN WHILE HE RECORD WID NET FLICKS,PlayMusic
9037,snips-train-6356,Play Humour,LAY HUMOUR,PlayMusic
9038,snips-train-6357,Play Martha My Dear by shannon .,PLE MART THO MY DEAR BY SHANNON,PlayMusic
9039,snips-train-6358,play Sivamani,PLESCHUMENI,PlayMusic
9040,snips-train-6359,Play a popular chant by Brian Epstein,PLAY A POPULAR CHANT BY BRYAN NEPSTINE,PlayMusic
9041,snips-train-636,add song to my eletro br playlist,ADDSONG TO MY LETRUB OUR PLAILEST,AddToPlaylist
9042,snips-train-6360,play Monie Love tunes on Google Music from 1984 from her song list,PLAMONY LOVE DUNES ON GOGAL MUSIC FROM NINETEEN EIGHTY FOL FROM HER SONG LIST,PlayMusic
9043,snips-train-6361,Play best fourties from david izquierdo on album,PLAY BEST FORTIS FROM DIVVITCIA DO ON ALBUM,PlayMusic
9044,snips-train-6362,Play a twenties concerto from Roger Taylor on deezer,CLEAR TWENTIE SCONCHETTO FROM ROGO DILLA RONDISA,PlayMusic
9045,snips-train-6363,Play some seventies songs from Joseph Genaro on Google Music,PLAY SOME SEVENTY SONGS FROM JOSEPH AND ARO ON GOGEL MUSIC,PlayMusic
9046,snips-train-6364,Play some music from Roberto Carlos,PLAY SOME MUSIC FROM RABET O CALLOS,PlayMusic
9047,snips-train-6365,Play Goldie Hill 's record on Google Music .,PLAY GOLDY HILLS RECORD ON GOGL MUSIC,PlayMusic
9048,snips-train-6366,I need to hear the song Aspro Mavro from Bill Szymczyk on Youtube,I NEED TO HEAR THE SONG AS PRUMLEROU FROM BILCHVOIMS WHO ON KNEW TUBE,PlayMusic
9049,snips-train-6367,Play music on pandora,PLAY MUSIC ON PANDORA,PlayMusic
9050,snips-train-6368,Play me a song by Saki Nakajima,LE MIISON BY SACINACOGIME,PlayMusic
9051,snips-train-6369,Play the newest Phil Stacey .,PLAY THE NEWEST FILL SPACE,PlayMusic
9052,snips-train-637,add this album to my playlist titled underground hits,ADD THE SALBUN TO MY PLAYLES TITLED UNDERGROUND HETS,AddToPlaylist
9053,snips-train-6370,Play some fifties music by Chris Brown .,PLAY SOME FIFTIES MUSIC BY CRISP BROWN,PlayMusic
9054,snips-train-6371,play Groove Shark,LY GREW SHOCK,PlayMusic
9055,snips-train-6372,Play the top melody from artist Maakii,PLAY THE TOB MELODY FROM MARTIST MARQUIS,PlayMusic
9056,snips-train-6373,Play some nineties music on Zvooq,PLAY SOME NIGTIS MUSIC ON ZUK,PlayMusic
9057,snips-train-6374,play theme by Yanni on Vimeo,PLAD HIM BA JIANI ON RIMU,PlayMusic
9058,snips-train-6375,Play me the dinner playlist,PLAY ME THE DINNER PLAILIST,PlayMusic
9059,snips-train-6376,Play The Fool On The Hill by Khwaja Ghulam Farid,PLAY THE FOOL ON THE HILL BY QUAJA GULAM FRIEEDE,PlayMusic
9060,snips-train-6377,I want to hear a symphony from Kano,I WANT TO HEAR SYMPHONY FROM CONO,PlayMusic
9061,snips-train-6378,Play music from the punk genre on Last Fm .,PLAY MUSIC FROM THE PUNK JONDRA ON LAST EFFEM,PlayMusic
9062,snips-train-6379,Play playlist funtime,LEEPLY LIZT FONTIME,PlayMusic
9063,snips-train-638,Add Marianne Faithfull to june's Hillary Clinton's Women's History Month Playlist .,AD MARRY UNNE FAITHFUL TO JUNE'S HILLERICLINTON'S WOMEN'S HISTORY MONTHPLAYLIST,AddToPlaylist
9064,snips-train-6380,Play an album from the fourties,PLAY AN ALBUM FROM THE FORTES,PlayMusic
9065,snips-train-6381,play a Morton Downey record with Slacker,PLAY A MORTIN DOWNY RECORD WID SLACAR,PlayMusic
9066,snips-train-6382,Play fifties music by Ahmed Abdul Malik,PLAY FIFTIES MUSIC BIAGAMADOBDOMELIC,PlayMusic
9067,snips-train-6383,Play some sixties music by gaudi on last fm,PLAY SOME SIXTIES MUSIC BY GORY ON LAST EFEM,PlayMusic
9068,snips-train-6384,open the Canciones del Recuerdo playlist and play songs,OPEN THE CONCIJONES TEL REQUDO PLAILEST AND PLAY SONGS,PlayMusic
9069,snips-train-6385,Play 2012 symphony music by Nardwuar The Human Serviette on Netflix .,PLAY TWENTY TWELVE SYMPHONY MUSIC BY AN ADUI THE HUMAN SILVIETTE ON NETFLIX,PlayMusic
9070,snips-train-6386,Play Stefon Harris 's song .,PLACE THEIR FON HARIS'S SON,PlayMusic
9071,snips-train-6387,Play some music by Frayser Boy .,PLAY SOME MUSIC BY FRIEZ O BOY,PlayMusic
9072,snips-train-6388,I want to hear Shooby Taylor 's Tearing Up The Album Charts .,I WANT TO HEAR SHOBY TAILORS TARING UP THE ALBOM CHARTS,PlayMusic
9073,snips-train-6389,Play i believe from Chico Buarque off of iheart,PLAY I BELIEVE FROM CHIKO BURAKI OF THY HEART,PlayMusic
9074,snips-train-639,Add Milas Poli to my Indie Bluegrass,ADMILERS POLLY TO MY INDY BLUE GRASS,AddToPlaylist
9075,snips-train-6390,play pandora tracks by Akhtar Sadmani,LIP AN DORATRACTS BY A CRISIDMANI,PlayMusic
9076,snips-train-6391,Play me the greatest track of 1966,PLIMI THE GREATEST TRACK OF NINETEEN SIXTY SIX,PlayMusic
9077,snips-train-6392,play a concerto that was most popular in 1958 by mickey hart,CLE CONCHETU THAT WAS MOST POPULAR IN NINETEEN FIFTY EIGHT BY MICKI HART,PlayMusic
9078,snips-train-6393,Play a soundtrack from 1954 .,PLAY A SOUN TRACK FROM NINETEEN FIFTY FOUR,PlayMusic
9079,snips-train-6394,Play Goa music on Google Music .,PLAY GOA MUSIC ON GOGL MUSIC,PlayMusic
9080,snips-train-6395,Play a song off the Nicht Sprechen album,PLAY A SONG OF THE NIH PRECKING ALBUM,PlayMusic
9081,snips-train-6396,Play some dance music,PLAY SOME DANCE MUSIC,PlayMusic
9082,snips-train-6397,Play some The Lady Is A Tramp from Timour Moutsouraev,PLAY ON THE LABY IS A TRAMP FROM TEA MOR MOUTS O A,PlayMusic
9083,snips-train-6398,I want to hear music from 1975,I WANT TO HEAR MUSIC FROM NINETEEN SEVENTY FIVE,PlayMusic
9084,snips-train-6399,I'd like to listen to Diana Vickers best tune from the twenties,I'D LIKE TO LISTEN TO DIANA VICA'S BEST JUNE FROM THE TWENTIES,PlayMusic
9085,snips-train-64,add Curse song to my playlist Guest List Engadget,ADD CURSED SONG TO MY PLAILEST GUEST LIST IN GADGET,AddToPlaylist
9086,snips-train-640,Add this tune to retrowave outrun,HAD THE STUNE TO RETRU WIT OUT DRUNK,AddToPlaylist
9087,snips-train-6400,Play some Robbie Merrill .,PLAY SOME ROBBY MERAL,PlayMusic
9088,snips-train-6401,Play me a symphony by Ricky Bell,PLEMEUS INPHINI BARIKI BELL,PlayMusic
9089,snips-train-6402,Play some seventies track from top Rie Tomosaka,PLAY SOME SEVENTY STRACK FROM TOPRYOTO MOSACA,PlayMusic
9090,snips-train-6403,play fourties chant music on Last Fm,PLAY FOR THESE CHANT MUSICON LAST AFEM,PlayMusic
9091,snips-train-6404,Play Odessa by Maartin Allcock .,PLE DESABY MARTIN OLCOK,PlayMusic
9092,snips-train-6405,Play some 1987 Edie Brickell .,PLAYSOM NINETEEN EIGHTY SEVEN EDI BRICE,PlayMusic
9093,snips-train-6406,Play music from 1964 .,PLAY MUSIC FROM NINETEEN SIXTY FOUR,PlayMusic
9094,snips-train-6407,"Play Paul Landers , O Rio, A Cidade, A Árvore on slacker",PLAYPOL LANDAS ORIO ASIDAGI A WORRYON SLACQER,PlayMusic
9095,snips-train-6408,Open Groove Shark and play sound track from Dj Cameo,OPEN GROVE SHOCK AND PLAY SOUND TRACK FROM DEJ CAMIO,PlayMusic
9096,snips-train-6409,I want to hear some theme music by Edsel Dope,I WANT TO HEAR SOMETHING MUSIC BY EDICLE DOPE,PlayMusic
9097,snips-train-641,I would like you to add now the hits of winter 2008 onto my ntc studio sounds playlist.,I WOULD LIKE YOU TO ADD NOW THE HEADS OF WINTER TWO THOUSAND EIGHT ON TO MY ANTISE STUDIO SOUNDS PLAILEST,AddToPlaylist
9098,snips-train-6410,Open Last Fm and play the top song from Daniel Lee Chee Hun,OPEN LAST EFAM AND PLAY THE TOPSON FROM DAMIL LICHEE HOO,PlayMusic
9099,snips-train-6411,Play music using Last Fm,PLAY MUSIC USING LOST EPEM,PlayMusic
9100,snips-train-6412,Play the greatest Ricky Bell music,PLAY THE GREATEST TRICKY BELL MUSIC,PlayMusic
9101,snips-train-6413,Play me some seventies music with a good melody,PLAY ME SOME SEVENTIES MUSIC WITH A GOOD MELODY,PlayMusic
9102,snips-train-6414,play Lighter by Pamela Jintana Racine,PLA LIGHTOR BY PAMELO GINTANA RASIN,PlayMusic
9103,snips-train-6415,Play the album alas y raíces by Dave Pybus .,PLAY THE ALBO MOLAS WIROSES BY DAVE PEBOS,PlayMusic
9104,snips-train-6416,Play me a tune by john clayton,CLAYME A TUNE BY JOHN CLAYTAM,PlayMusic
9105,snips-train-6417,Play Kool Keith Presents Thee Undatakerz by John Mccrea .,PLAY COOL KEET PRESENCE THE UNDERTAKES BY JOHN MACRAY,PlayMusic
9106,snips-train-6418,Play fifties from Sirusho Harutyunyan,PLEA FIFTIES FROM CERO SHOW HOW UNION,PlayMusic
9107,snips-train-6419,Play track music from Peter Finestone on Netflix sort by newest,PLAYTRACT MUSIC FROM PETER FINESTONE ON NETFLIGS SOUGHT BY NEWEST,PlayMusic
9108,snips-train-642,Add this tune to the Duetos playlist,ADD THE STUNE TO THE DOETTERS PLAINLIST,AddToPlaylist
9109,snips-train-6420,Play a music theme by Anna Nikolajewna Jessipowa,PLAY A MUSIC TEAM BY ANONEQUA RAGIN OU JESSAPOWA,PlayMusic
9110,snips-train-6421,Play some fun-punk,PLAY SOME FUN BUN,PlayMusic
9111,snips-train-6422,Play slow rock music,PLAY SLOW ROCK MUSIC,PlayMusic
9112,snips-train-6423,play something from the twenties,PLAY SOME PING FROM THE TWENTIESH,PlayMusic
9113,snips-train-6424,play 1990 tunes on Groove Shark,PLAY NINETEEN NINETY TUNES ON GRUVE SHOCK,PlayMusic
9114,snips-train-6425,Play a 1964 symphony on Netflix .,PLAY IN NINETEEN SIXTY FOUR THE SYMPHONY ON NETFLIX,PlayMusic
9115,snips-train-6426,play Té Para Tres,PLAYTE PARA DRESS,PlayMusic
9116,snips-train-6427,Turn on Spotify to Tiny Tim ep,TURN ON SPOTTO FI TO TINY TIMMY PEA,PlayMusic
9117,snips-train-6428,Play Kaori Mochida 's most popular music on Google Music .,PLAYCORY MURCEDAS MOST POPULAR MUSIC ON GOGL MUSIC,PlayMusic
9118,snips-train-6429,Play music by Susumu Hirasawa .,PLAY MUSIC BY SO SOON WU HEROSOVA,PlayMusic
9119,snips-train-643,Add Hanging On to my just dance by aftercluv playlist.,ADD HANGING ON TO MY JUST DANCE BY AFTECLOVE PLAYLIST,AddToPlaylist
9120,snips-train-6430,Play the song gangsta ? by Siavash Ghomayshi,PLAY THE SON GANGSTER BY SE VASHKOMISHI,PlayMusic
9121,snips-train-6431,Play music from 2002,PLAY MUSIC FROM GOO THOUSAND TOO,PlayMusic
9122,snips-train-6432,Play Randy Castillo 's music from 1952 .,CLEVRAN BECAUSTEO'S MUSIC FROM NINETEEN FIFTY TWO,PlayMusic
9123,snips-train-6433,play Calico Skies by John Feinstein with Netflix,PLAYCALICO SKIES BY JOHN FARNSTEIN WITH NET FLIKS,PlayMusic
9124,snips-train-6434,Play the top five songs from Robert Lockwood Junior .,PLAY THE TOP FIVE SONGS FROM ROBERT LOCK WOR JUNIOR,PlayMusic
9125,snips-train-6435,Play some Retro music.,PLAY SOME RHETRO MUSIC,PlayMusic
9126,snips-train-6436,Play music by Keren Woodward,PLAY MUSIC BY CARENWOD WOD,PlayMusic
9127,snips-train-6437,Use service Vimeo to play music from the artist Mick track Now We Are 5,YOU SERVICE VEMEO TO PLAY MUSIC FROM THE ARTIST MAK TRACK NOW WEARE FIVE,PlayMusic
9128,snips-train-6438,play new music by Elmore James with google music,PLAYIN NEW MUSIC BY ELMORE JAMES WITH COGAL MUSIC,PlayMusic
9129,snips-train-6439,play music from the year 1979,PLAY MUSIC FROM THE YEAR NINETEEN SEVENTY NINE,PlayMusic
9130,snips-train-644,The this is kevin johansen playlist needs The Lamb Lies Down on Broadway in it.,THAT THIS IS CAVING JU HANSAND PLAINLEST NEEDS THE LAMB LIES DOWN ON BROADWAY IN IT,AddToPlaylist
9131,snips-train-6440,I want to listen to Merrily We Roll Along by Marko Desantis .,I WANT TO LISTEN TO MERRILY WE ROLL ALONG BY MARCODA SANTUS,PlayMusic
9132,snips-train-6441,Play music off Netflix .,PLAY MUSIC OF NETFLICKS,PlayMusic
9133,snips-train-6442,Play the greatest soundtrack by Nhat Son on Last Fm .,PLAY THE GREATEST SOUN TRACK BY YAT SON ON LAST AFEM,PlayMusic
9134,snips-train-6443,Play music from 2016 .,PLAY MUSIC FROM TWENTY SIXTEEN,PlayMusic
9135,snips-train-6444,Play me a song by Michael Diamond,PLEA MEASON BY MICHAEL DIAMOND,PlayMusic
9136,snips-train-6445,I want to hear music by Madeleine Peyroux from 1991 on Youtube .,I WANT TO HEAR MUSIC BY MADLIN PERU FROM NINETEEN NINETY ONE ON NEU TUBE,PlayMusic
9137,snips-train-6446,Open Vimeo and paly every song released in 1986,OPEN VEMIO AND PALIEVRISON RELEASED IN NINETEEN EIGHTY SIX,PlayMusic
9138,snips-train-6447,"Play a 1969 ballad by beth nielsen chapman , new first.",PLAY IN NINETEEN SIXTY NINE BALLAD BY BETH NIELSON CHAPMAN NEW FIRST,PlayMusic
9139,snips-train-6448,Play Elkie Brooks seventies sound track,PLA ELKI BRUK SEVENTY SOUND TRACK,PlayMusic
9140,snips-train-6449,"I want to listen to Lastfm , play A Drop Of The Hard Stuff by Joi Chua .",I WANT TO LISTEN TO LAST PLAY A DROP OF THE HARD STUFF BY GOICHAR,PlayMusic
9141,snips-train-645,put this artist on Domingo Indie,PUT THIS ARTIST ON TE MINGO INDI,AddToPlaylist
9142,snips-train-6450,I want to hear music from the Lotus Flower album by Andy Mccoy,I WANT TO HEAR MUSIC FROM THE LOTUS FLOUR ALBUM BY ANDIMNAQUOIS,PlayMusic
9143,snips-train-6451,Play artist Vlada Divljan from something he did that is good,PLAY ARTIST VLADE DIVIAN FROM SOMETHING HE DID BETTIS GOOD,PlayMusic
9144,snips-train-6452,Find Mahalakshmi Iyer music on Netflix,FINE MOHALECCHIMILIA MUSIC ON NETFLICS,PlayMusic
9145,snips-train-6453,Play me a song by Dj Paul Elstak in 1988 on Zvooq,PLAY MIESON BY DE G POL ELSTACK IN NINETEEN EIGHTY EIGHT ON ZEUK,PlayMusic
9146,snips-train-6454,Play track Real Talk,PLAYTRACK REAL TALK,PlayMusic
9147,snips-train-6455,play a track by Mila Islam from Deezer,PLAY TRACK BY MILAW ESLUM FROM DISA,PlayMusic
9148,snips-train-6456,I want to hear something by Joe Dolce on Google Music,I WANT TO HEAR SOMETHING BY JEO DOLCHIN ON GOGOL MUSIC,PlayMusic
9149,snips-train-6457,Please play Different Slanguages by Fred Labour .,PLEASE PLAY DIFFERENC LANGUAGES BY FRED LABOR,PlayMusic
9150,snips-train-6458,Lets hear some Dawood Sarkhosh from their The Power Of Your Love album from Groove Shark,LET HER SOM DAUWOULD SIR CUSH FROM THEIR THE POWER OF YOUR LOVE ALBON FROM GRUVE SHANK,PlayMusic
