,train_index,train_sentence,brian_sentence,train_label
12838,snips-train-9778,Can you find the album SimpleScreenRecorder,CAN YOU FIND THE ALBUM SIMPLE SCREEN RECORDER,SearchCreativeWork
12839,snips-train-9779,I want to watch the trailer to Worms 2 Armageddon .,I WANT TO WATCH THE TRAIL OR TWO WORMS TOO ARM AGETEN,SearchCreativeWork
12840,snips-train-978,Add twin peaks fire walk with me to the night out playlist,ADD TWIN PEAKS FIREWORK WITH ME TO THE NIGHT OUT PLAINLIST,AddToPlaylist
12841,snips-train-9780,FInd trailer for Iraq for Sale The War Profiteers,FIMES TRAIL FOR A ROCK FOR SALINE POPHERTERS,SearchCreativeWork
12842,snips-train-9781,show book of Pokémon The Mastermind of Mirage Pokémon,COBOOK OF POCIM AND THE MASSE DEMAND OF MIRAGE POCIMON,SearchCreativeWork
12843,snips-train-9782,find The Angry Birds Movie,FIND THE ANGRY BIRDS MOVI,SearchCreativeWork
12844,snips-train-9783,Show me the saga St. Elsewhere,SHOW ME THE SAL GOSANT ELSEWHERE,SearchCreativeWork
12845,snips-train-9784,I want to see the television show The Muppet Christmas Carol,I WANT TO SEE THE TALIVISION SHARE OF THE MOPP AT CHRISTMAS CAROL,SearchCreativeWork
12846,snips-train-9785,Please help me find the Bloom Remix Album song .,PLEASE HELP ME FIND THE BLOOM RE MIX ALDOM SONG,SearchCreativeWork
12847,snips-train-9786,find a television show called I Got a Bag of My Own,FIND A TELEVISION SHOW CAND I GOT A BAD OF MY OWN,SearchCreativeWork
12848,snips-train-9787,find a movie called Bruce Lee,FARDOLYVEQUAT BRUNCELY,SearchCreativeWork
12849,snips-train-9788,find the picture Nur mit Dir – A Walk to Remember,FIND THE PICTURE NO MY DEAR AN WEK TO REMEMBER,SearchCreativeWork
12850,snips-train-9789,Find a soundtrack called The Dragon .,FIND AS ARM TRA QE GE DRAGON,SearchCreativeWork
12851,snips-train-979,Add Ava Leigh to my Grime Instrumentals playlist,ADDAVERLY TO MY GRIME ANDS TREMENTOUS PLAINLIST,AddToPlaylist
12852,snips-train-9790,Please help me find I Want to Take You Higher the game,PLEASE HELP ME FIND I WANT TO TAKE YOU HIGE THE GAME,SearchCreativeWork
12853,snips-train-9791,Show The Singles Collection Volume 4,SHOW THE SINGLE COLLECTION VOLUME FEL,SearchCreativeWork
12854,snips-train-9792,Find me The Rise and Fall of the Great Lakes saga .,FIND ME VLIGEING FAME OF THE GREAT LAKE SHAGO,SearchCreativeWork
12855,snips-train-9793,Find a novel called Testing Anywhere .,FIND A OTHE CUAY CESTING ANYWHERE,SearchCreativeWork
12856,snips-train-9794,play The Sea Cabinet,PLAY THE SEA CAPANIT,SearchCreativeWork
12857,snips-train-9795,I want to see Plague Soundscapes,I WANT TO SEE PLAGUE SOUND SCAPED,SearchCreativeWork
12858,snips-train-9796,show creativity in All Nudity Shall Be Punished,TIRE CREATIVITY IN ALL MUNITI SHALL BE PUNISHED,SearchCreativeWork
12859,snips-train-9797,show video game and The Quality of Life,CEROVIDIAL GAME AN THE QUALITY OF LIFE,SearchCreativeWork
12860,snips-train-9798,show creative song UFO Senshi Dai Apolon,CHOL CREATIVE SONG YE WERE FORSEN SHE DIE UPO EM,SearchCreativeWork
12861,snips-train-9799,Please look up the Around the World in Eighty Days movie .,PLEASE LOOK UP WE AROUND THE WOUND AND EIGHTO DAYS MOVE,SearchCreativeWork
12862,snips-train-98,add country favorites willie nelson style to my playlist titled Spinnin' Records Top 100,AT COUNTRY FAVORITES WILLIE MELSON STYLE TO MY PLAYLESS TICLE SPILLING RECORDS TOP ONE HUNDRED,AddToPlaylist
12863,snips-train-980,Add some Beatmaster V to the This Is Nicky Jam playlist.,AT SOME BEAT MASTER F EAT OF THE THIS IS NICKI JAM PLAYLIST,AddToPlaylist
12864,snips-train-9800,Find Five Came Back for me,FINE FIVE CAME BACK FOR ME,SearchCreativeWork
12865,snips-train-9801,Please search The Big Game show .,CLASE SEARCH THE BIG GAME SHOW,SearchCreativeWork
12866,snips-train-9802,Looking for the photograph the Crimson Climax,LOOKING FOR THE PHOTOGRAPH THE CRIMSON CLIMAC,SearchCreativeWork
12867,snips-train-9803,search for a photograph of Road Hogs,CHURCH FOR A PHOTOGRAPH OF ROINED HETCS,SearchCreativeWork
12868,snips-train-9804,Show me a picture of Love,TO ONLY A PICTURE OF LOVE,SearchCreativeWork
12869,snips-train-9805,Play me the soundtrack Ready,PLAILY THE SOUND TRACK READY,SearchCreativeWork
12870,snips-train-9806,Search for Comedy Underground with Dave Attell,SEARCH THE COMEDY ON DE GROUND WITH DE VAT HAL,SearchCreativeWork
12871,snips-train-9807,Find the creative work Brilliant! Tragic !,FIND THE CREATIVE WORK BRILLIANT KRAJIK,SearchCreativeWork
12872,snips-train-9808,Find me the TV show The First Bite .,FIND MIVOTY VEATUR THE FIRST BARG,SearchCreativeWork
12873,snips-train-9809,find the movie Take Another Picture,FIND THE MOVE TAKEN OF A PICTURE,SearchCreativeWork
12874,snips-train-981,Add Sci-Fi Crimes to the fresh folk playlist,AT SHY FAR CLIMES TO THE FRESH FOLK PLALIST,AddToPlaylist
12875,snips-train-9810,Find the album Follow That Camel,FIND RE ALBUN FELLO DED CARME,SearchCreativeWork
12876,snips-train-9811,What is the cheapest online price for the Instincts saga ?,WHAT IS THE CHEAPEST ON LINE PRICE FOR THE INSTINCT SARGO,SearchCreativeWork
12877,snips-train-9812,Where can I get Harry Potter and the Philosopher’s Stone,WHERE CAN I GET HARRY POTTER AND THE PHILOSOPHER'S STONE,SearchCreativeWork
12878,snips-train-9813,show me the Evil Dead painting,TUR ME THE EVIL DEAD PAINTING,SearchCreativeWork
12879,snips-train-9814,search for the painting Hess A Biography,SEARCH FOR THE PAINTING HAF SOBIOGRAPHY,SearchCreativeWork
12880,snips-train-9815,Show me the photograph A Woman from the Street,SHOW ME THE PHOTOGRAPH E WOMAN FROM THE STREET,SearchCreativeWork
12881,snips-train-9816,find the book Metallica Through the Never,FIND THE BOOK METALICA THROUGH THE NEVEL,SearchCreativeWork
12882,snips-train-9817,I want to World of Warcraft Tides of Darkness,I WENT TO WID OF WE CRAFT CHARGE OF DOCMISH,SearchCreativeWork
12883,snips-train-9818,Find me the TV show Ask a Woman Who Knows,FIND ME VE T V SHIR ASKER WOMAN WHO KNOWS,SearchCreativeWork
12884,snips-train-9819,Can I see the the painting Another Life...Another End ?,CAN I CHIEVE OF THE PAINTING ANOTHER LIFE ANOTHER END,SearchCreativeWork
12885,snips-train-982,Please add tobymac 's song onto the indiespensables playlist.,PLEASE ADD TOBY MARK SONG UNTO THE ENDIRE SPENSIBLES PLAILIST,AddToPlaylist
12886,snips-train-9820,Look for the American Journal of Sociology,LOOK FOR THE AMERICAN JOURNAL OF SOCIOLOGY,SearchCreativeWork
12887,snips-train-9821,Please search for Sealed with a Kiss movie .,PLEASE SEARCH FOR SEALED WITH A KISS MOOVY,SearchCreativeWork
12888,snips-train-9822,Look for Hail Satanas We Are The Black Legions,LOOK FOR HALE SIR THOMAS WE ARE THE BLACK LEGIONS,SearchCreativeWork
12889,snips-train-9823,Where can I locate Leo the Lion for purchase,WHERE CAN ILOW CAKE LEAR THE LION FOR PURCHASE,SearchCreativeWork
12890,snips-train-9824,Can you find the television show Manifesto of Nevermore,CAN YOU FIND THE TALIVISION SHOW MANIFEST TO OF NEVERMORE,SearchCreativeWork
12891,snips-train-9825,She me the game called Knowledge and Decisions,SHE MEVE GAME CONT KNOWLEDGUN'S DECISIONS,SearchCreativeWork
12892,snips-train-9826,search for the game The Last Horror Movie,SEARCH FOR THE GAME THE LAST HORAN MOVIE,SearchCreativeWork
12893,snips-train-9827,Where can i watch the television show The Private Affairs of Bel Ami ?,WHERE CAN I WATCH THE TELA VISION SHOW THE PRIVATE AFFAIRS OF BELAMIE,SearchCreativeWork
12894,snips-train-9828,I'd like to see the picture The Collection – The Collector 2,I'D LIKE TO SEE THE PICTUROF THE COLLECTION WEL COLLECT TO TWO,SearchCreativeWork
12895,snips-train-9829,"find Hope & Other Sins , a TV show",FIND HOPE AND OVE SINS AT R SHOW,SearchCreativeWork
12896,snips-train-983,add track to This Is Zezé Di Camargo & Luciano playlist,I TRACK TO THIS AS ZESE DE CAMAGO AND YOU CHALL KNOW PLALIST,AddToPlaylist
12897,snips-train-9830,Where can I find the trailer for Sensations of 1945,WHERE CAN I FIND THE TRAIL OF FOSENSATIONS OF NINETEEN FORTY FIVE,SearchCreativeWork
12898,snips-train-9831,show me the When Your Heart Stops Beating photograph,SHOW MEITHER WHEN YOUR HEART STOP SPEACING PHOTOGRAPH,SearchCreativeWork
12899,snips-train-9832,Where can I stream a television show called Safety EP ?,WHERE CAN OUR STREAM OF TAMA VISION SHOW CON SAFETY E P,SearchCreativeWork
12900,snips-train-9833,Show the Soonchild painting,SHEW THE SOME CHILD PAINTING,SearchCreativeWork
12901,snips-train-9834,I'd like to see the television show Best-Of Design of a Decade 2003–2013,I'D LIKE TO SEE THE TELIVISION SHOW BEST OF DESIGN OF A DECADE TWO THOUSAND AND THREE TO TWENTY THIRTEEN,SearchCreativeWork
12902,snips-train-9835,Play song Softly,PLAY SON SOFTLY,SearchCreativeWork
12903,snips-train-9836,search for the show The Caretaker,SEARCH FOR THE SARE OF THE CARETAKER,SearchCreativeWork
12904,snips-train-9837,Get me a picture about Sardonic Wrath,GET WE A PICTURE ABOUT SARDONIC RO,SearchCreativeWork
12905,snips-train-9838,When was the TV show CrazySexyCool taken off air?,WHEN WAS THE TE V SHO CRAZY SEXY COOM TAKEN OFFAIR,SearchCreativeWork
12906,snips-train-9839,Find a picture of Music Hole,FIND A PICTURE OF MUSIC HOME,SearchCreativeWork
12907,snips-train-984,add Intelligence and Sacrifice to Skatepark Punks,OUT INTELLIGENCE AND SACRIFICE TO SCATE PARK PONS,AddToPlaylist
12908,snips-train-9840,Find The Killing Fields .,FIND BE KILLING FIEDS,SearchCreativeWork
12909,snips-train-9841,Search for Big Ideas painting,SEARCH FOR BRIGADEA'S PAINTING,SearchCreativeWork
12910,snips-train-9842,"find Remedial Chaos Theory , a soundtrack",FINE REMEVIAL CHAOS THEORY THE SOUND TRACK,SearchCreativeWork
12911,snips-train-9843,is there a Chinese Wikipedia,IS THERE A CHINESE WICIPEDIA,SearchCreativeWork
12912,snips-train-9844,Need find the book called Hollywood Connection,NEED FIND THE BOOKCLAGED HOLLYWOOD CONNECTUR,SearchCreativeWork
12913,snips-train-9845,find a TV show called The Traffic Policeman,FIND THAT EVATAR QUEEN THE TRAFFIC POLICEMAN,SearchCreativeWork
12914,snips-train-9846,Pull up the movie Toy and Help Yourself,PUY UP THE NUVITORIUM HELP YOURSELF,SearchCreativeWork
12915,snips-train-9847,Show me the television show Children in Need Rocks 2013 .,SHOW ME THE TELIVISIAN SHIR CHILDREN IN MEDROCHS TWENTY THIRTEEN,SearchCreativeWork
12916,snips-train-9848,Show The Blackberry Bush show,SHOW THE BLACK BURY BILL SHOW,SearchCreativeWork
12917,snips-train-9849,Find me the Extreme Ghostbusters game .,FIND ME THE EXTREME GHOST FOSTER'S GAME,SearchCreativeWork
12918,snips-train-985,Put dschiwan gasparjan into the Cool Down playlist.,PUT CHY WARM GASS PARGIN INTO THE COOL DOWN PLAYLIST,AddToPlaylist
12919,snips-train-9850,I'm trying to find the game called Give Me My Remote .,I'M TRYING TO FIND THE GAME QUAD GIVE ME MY REMOTE,SearchCreativeWork
12920,snips-train-9851,Can you pull up Channel M News,CAN YOU PULL UP TRANL THER MUSE,SearchCreativeWork
12921,snips-train-9852,find If These Walls Could Talk,FIND DE FLEECE MANGS COOD TWINK,SearchCreativeWork
12922,snips-train-9853,Find me the Karl Hess Toward Liberty photograph,FIND ME THE CARL HAS TO MOR LIBERTY PHOTOGRAPH,SearchCreativeWork
12923,snips-train-9854,Find GoodReader .,FINE GOOD READER,SearchCreativeWork
12924,snips-train-9855,Show the TV show The Last Samurai .,SHOW THE TE VE SHOW THE LOST SOMERR EY,SearchCreativeWork
12925,snips-train-9856,Need a creative work with the title Unholy Confessions,NEED A CREATIVE WORK WITH THE TITLE ON HOLY CONFESSIONS,SearchCreativeWork
12926,snips-train-9857,show creativity of book Future of the Past,TUR CREATIVITY OF BOOK FUTURE OF THE PAST,SearchCreativeWork
12927,snips-train-9858,Who was the artist who did the painting called Spyro 2 Season of Flame ?,WHO WAS THE ARTIST WHO DID THE PAINTING QUIN SPIRE OR TWO SEASON OF FLAME,SearchCreativeWork
12928,snips-train-9859,I'd like to play the video game Time to Kill,I'D LIKE TO PLAY THE VIDIER GAME TIME TO KILL,SearchCreativeWork
12929,snips-train-986,add this track to my playlist it's ok to like jazz,AV THIS TRACK TO MY PLAYLIS TIT SIRKA TO MARK JAWS,AddToPlaylist
12930,snips-train-9860,Please pull up the trailer for Stares and Whispers,PLEASE PULL UP THE TRAIL OF FASTAIRS AND WHISPERS,SearchCreativeWork
12931,snips-train-9861,find the album The Peace-Maker,FIND THE ALBON THE PEACHMAKER,SearchCreativeWork
12932,snips-train-9862,Please fine me the East trailer,PLEASE FINALY THE EASTT TRAELA,SearchCreativeWork
12933,snips-train-9863,Look up the television show called Monster Mash,NEWCOPTETELLIRISION SHOWQUADE MONSTERMASH,SearchCreativeWork
12934,snips-train-9864,Look up the This Is Halloween trailer,NO COPTE VASIS HALLOWY INTRAILA,SearchCreativeWork
12935,snips-train-9865,I want to watch Wide-Eyed and Ignorant,I WENT TO YECHWARDARDUM DIGNARUNT,SearchCreativeWork
12936,snips-train-9866,Please help me find the Short Program saga .,PLEASE HELP ME FIND THE SHORT PROGRAMME TSARGA,SearchCreativeWork
12937,snips-train-9867,Show me the A-Myin-thit TV series,SHOW ME THE AMINE FATEV SARES,SearchCreativeWork
12938,snips-train-9868,"find Terminator 3 The Redemption , a picture",FINE TERMINATO TREVAL REDEMPTION A PICTURE,SearchCreativeWork
12939,snips-train-9869,I want to see the TV show Cause & Effect,I WANT TO SEEATIV SHER CONS AND DEFECT,SearchCreativeWork
12940,snips-train-987,Can you add psycho to Canciones que lo van a petar ?,CAN YOU ANT SYCO TO CANTUO MESCELO VANA PETE,AddToPlaylist
12941,snips-train-9870,Please find Pretty Baby,PLEASE FIND PRETTY BABY,SearchCreativeWork
12942,snips-train-9871,find the book The Crowd Roars,FARDE BICK FOR TROWDRAGE,SearchCreativeWork
12943,snips-train-9872,show creativity of video game Labyrinth,TURL CREATIVITY OF VIDIO GAME LABYRIN,SearchCreativeWork
12944,snips-train-9873,find War & Peace Vol. 1,FAR D WWAY UND PESH VENRUM WAND,SearchCreativeWork
12945,snips-train-9874,Find a show called Time Is Just the Same .,FIMER SHOW CE TIME IS JUST  THE SAME,SearchCreativeWork
12946,snips-train-9875,Find me Haunted Castle,FIND ME HE ENTERED CASTLE,SearchCreativeWork
12947,snips-train-9876,Help me find the saga titled The Eternal Return,HELP ME FIND THE SOGYO TARKING THE ATTORNAL RETURN,SearchCreativeWork
12948,snips-train-9877,Where can I find Sebastien Grainger & The Mountains,WHERE CAN I FIND SEBASTIAN GRANDEUR IN THE MOUNTAINS,SearchCreativeWork
12949,snips-train-9878,find Thyme Travel,FINE TIME TRAVEL,SearchCreativeWork
12950,snips-train-9879,find a soundtrack for Lords of the Rising Sun,FIMED US ALM TRACK FOLAVES OF THE RISING SUN,SearchCreativeWork
12951,snips-train-988,Include Brandon Paris in The MetalSucks Playlist,INCLUDE BRANDON PARISH IN THE METALSOX PLAINIST,AddToPlaylist
12952,snips-train-9880,"Please find me the work, Earth Intruders .",PLEASE FIND ME THE WORK EARTH INTRUDERS,SearchCreativeWork
12953,snips-train-9881,Show Second Generation album,SHOW SECOND GENERATION ALBUM,SearchCreativeWork
12954,snips-train-9882,Can you find a photograph of Ace Ventura The CD-Rom Game,CAN YOU FIND A PHOTOGRAPH OF A SVENTURE OF THE SEEDY WARM GAME,SearchCreativeWork
12955,snips-train-9883,Can you get me The Education of Little Tree song ?,CAN YOU GET ME THE EDUCATION OF LITTLE TREE SONG,SearchCreativeWork
12956,snips-train-9884,Find a song called This Champagne Mojito Is the Last Thing I Own .,FIND THE SON QUIN TITH CHAMPAGN MOHITO IS THE LAST THING I OWN,SearchCreativeWork
12957,snips-train-9885,show me the movie called People and Masks Part 2,SHOW ME THE MOVIQUAINT PEOPLE AND MASQS PARK TOO,SearchCreativeWork
12958,snips-train-9886,Looking for novel Build Engine,LOOKING FOR NETEBRILL GEMGUM,SearchCreativeWork
12959,snips-train-9887,I need to find the creative work Burn Baby Burn,I NEED TO FIND THE CREATIVE WORKBURN BABY BURN,SearchCreativeWork
12960,snips-train-9888,find Tortured Man,FINE TORTURED MAM,SearchCreativeWork
12961,snips-train-9889,I want the song Phrazes for the Young,I WENT TO SHANG PHRASES FOR THE YOUNG,SearchCreativeWork
12962,snips-train-989,"add kansas city, missouri to Stress Relief",AT COMES A CITY MISSOURI TISTRESS RELIEF,AddToPlaylist
12963,snips-train-9890,read the novel Friend The Great Legacy,READ THE NOVEL FRIEMD THE GREAT LEGACY,SearchCreativeWork
12964,snips-train-9891,Go to the movie Welcome to Tokyo,GO TO THE MOVY WELCOME TUTOKIO,SearchCreativeWork
12965,snips-train-9892,play Blind Company,CLARE BLIND COMPARLY,SearchCreativeWork
12966,snips-train-9893,find Jono and Ben,FARN JOHNEORM BERM,SearchCreativeWork
12967,snips-train-9894,"Please find the TV show , The Dreamstone",PLEASE FIND THE T TH SHOW THE DREAMSTONE,SearchCreativeWork
12968,snips-train-9895,find the picture Their Finest Hour,FIND THE PICTURE THEIR FARMEST TOWER,SearchCreativeWork
12969,snips-train-9896,find a saga called Set Sail the Prairie,FIND THE ARGER QUEAN SET SAIL THE PRAIRIE,SearchCreativeWork
12970,snips-train-9897,Please pull up the photograph entitled Another Period,PLEASE PULL UP THE PHOTOGRAPH ENTITLED ANOTHER PERIOD,SearchCreativeWork
12971,snips-train-9898,Show me the album Andrews University Seminary Studies,SHOME THE ALBAMANDRO'S UNIVERSITY SEMINARY STUDIES,SearchCreativeWork
12972,snips-train-9899,Play me the song Aap To Aise Na The .,PLAY WIVE SUNG UP TOASNARVA,SearchCreativeWork
12973,snips-train-99,"add reggaeton classics in playlist jennie, jennie",ADRAGATE HOME CLASSICS IN PLAYLESS JOUNEY JOUNNEY,AddToPlaylist
12974,snips-train-990,Add this track to the Evening Commute playlist,AT THIS TRACK TO THE EVENING COMMUTE PLAYLIST,AddToPlaylist
12975,snips-train-9900,Look up The Brave Archer 2,KNIT UP THE BRAY VALTUR TOO,SearchCreativeWork
12976,snips-train-9901,Where can I buy the Something Borrowed saga ?,WHERE CAN I BARTHER SOMETHING BORROWED SARGO,SearchCreativeWork
12977,snips-train-9902,Find me the picture called Bugs Bunny Nips the Nips,FIND ME THE PICTURE QUAK BUGS BUNNY NIPS THE NIPS,SearchCreativeWork
12978,snips-train-9903,I'd like to see the trailer Tony Parker,I'D LIKE TO SEE THE TRAY IN A TOMY PARKER,SearchCreativeWork
12979,snips-train-9904,Can you find me the Spectres television show ?,CAN YOU FIND ME THE SPECTRE'S TELEVISION SHOW,SearchCreativeWork
12980,snips-train-9905,Can you please get me Come Away with Me show ?,CAN YOU PLEASE GET ME COME AWAY WITH ME SHOW,SearchCreativeWork
12981,snips-train-9906,How can I watch the television show Tinker Bell and the Legend of the NeverBeast ?,HOW CAN MI WATCH THE TELEVISION SHOTIN ABELL AND THE LEGEND OF THE NEVER BEAST,SearchCreativeWork
12982,snips-train-9907,find the movie You Must First Learn to Draw the Real,FIND THE MOVER YOU MUST FIRST LEARN TO DRINK THE REAL,SearchCreativeWork
12983,snips-train-9908,play the Hell of a Life movie,PLAY THE HELL OF LIFE MOONVY,SearchCreativeWork
