,train_index,train_sentence,emma_sentence,train_label
11332,snips-train-8421,rate this book titled The Silver Chalice a 1,GREAT THIS BOOK TITLE THE SILVER CHALLO SO WON,RateBook
11333,snips-train-8422,I want to rate The Ingenuity Gap 3 out of 6,I WANT TO RATE THE INGENUITY GAP THREE OUT OF SIX,RateBook
11334,snips-train-8423,rate Girls Forever Brave and True zero points,RAT GIRLS FOREVER BRAVE AND TRUE ZIRO POINTS,RateBook
11335,snips-train-8424,Rate Seven Pillars of Wisdom two points,REAT SEVEN PILLARS OF WISDOM TWO POINTS,RateBook
11336,snips-train-8425,rate this book titled House of Dolls three out of 6 stars,RATE THIS BOOK TITLED HOUSE OF DOLLS THREE OUT OF SIX STARS,RateBook
11337,snips-train-8426,Please rate this book and album 4 to 6 stars .,PLEASE RATE THIS BOOK AND ALBUM FORTIS SIX STARS,RateBook
11338,snips-train-8427,Rate the Deception chronicle one of 6 points,RATE THE DECEPTION CHRONICLE ONE OF SIX POINTS,RateBook
11339,snips-train-8428,rate The Descendants two points,GRATE THE DESCENDANT'S TWO POINTS,RateBook
11340,snips-train-8429,the last essay is a 2 out of 6,THE LAST ESSAY IS A TWO OUT OF SIX,RateBook
11341,snips-train-843,The spring classical playlist needs Partners in Crime added to it.,THE SPRING CLASSICAL PLAYLISS NEEDS PARTNERS IN CRIME ADDED TO IT,AddToPlaylist
11342,snips-train-8430,give 0 rating to She and Allan book,GIVE ZERO WRATING TO SHE AND ALLEN BOOK,RateBook
11343,snips-train-8431,this next essay is worth five,THIS NEXT ESSAY IS WORTH FIVE,RateBook
11344,snips-train-8432,I would like to rate The Hundred-Year Christmas four stars .,I WOULD LIKE TO RATE THE HUNDRED YEAR CHRISTMAS FOUR STARS,RateBook
11345,snips-train-8433,Give the current album a five .,GIVE THE CURRAN TALBUMA FIVE,RateBook
11346,snips-train-8434,give 0 out of 6 stars to Reality of Certainty,GIVE ZERO OUT OF SIX STARS TO REALITY OF CERTAINTY,RateBook
11347,snips-train-8435,I would rate this book 3 points out of 6,I WOULD WRATE THIS BOOK THREE POINTS OUT OF SIX,RateBook
11348,snips-train-8436,out of 6 give The Morganville Vampires a 1,OUT OF SIX GIVE THE MORGAN VUL VAMPIRES THE ONE,RateBook
11349,snips-train-8437,Rate the text book New Finnish Grammar a four out of 6,REAT THE TEXT BOOK NEW FINISHED GRAMMA A FOUR OUT OF SIX,RateBook
11350,snips-train-8438,rate this saga 1 points,GRATE TISSAGO ONE POINTS,RateBook
11351,snips-train-8439,This current album deserve 0 points and a best rating of 6,THIS CURRENT ALBUM DESERVES ERO POINTS AND A BEST REATING OF SIX,RateBook
11352,snips-train-844,Can I put Indocumentado onto my Folk Music At The Gaslight Café playlist?,CAN I PUT INDOCUMENTADO ON TO MY FOLK MUSIC AN THE GASLIGHT CAFY PLAYLIST,AddToPlaylist
11353,snips-train-8440,rate the book Indiana Jones and the Dance of the Giants 5 out of 6 stars,RATE THE BOOK INDIANA JONES AND THE DANCE OF THE GIANTS FIVE OUT OF SIX STARS,RateBook
11354,snips-train-8441,I would give Sentenced to Prism a rating of zero and a best rating of 6,I WOULD GIVE SENTENCE TO PRISM A RATING OF ZERO AND A BEST RATING OF SIX,RateBook
11355,snips-train-8442,For the book The Flash Stop Motion I give a rating of 5 points,FOR THE BOOK THE FLASH STOP MOTION I GIVE A RATING  OF FIVE POINTS,RateBook
11356,snips-train-8443,Rate the current album a 2,RATE THE CCURRENT ALBUMAT TOO,RateBook
11357,snips-train-8444,Rate the following series a one out of 6,REAT THE FOLLOWING SERIES OF ONE OUT OF SIX,RateBook
11358,snips-train-8445,Rate this current album 0,REAT TISCURRENT ALBAM ZERO,RateBook
11359,snips-train-8446,Rate this album 0 points,REAT OF VISILBUM IERO POINTS,RateBook
11360,snips-train-8447,"I want to rate Nathaniel Fludd, Beastologist 1 out of 6",I WANT TO RATEMOF HANIAL FLOOD BESTOLOGIST ONE OUT OF SIX,RateBook
11361,snips-train-8448,rate With Kitchener in the Soudan 2 stars out of 6,RATE WITH KITCHENER IN THE SUDANTUS STARS OUT OF SIX,RateBook
11362,snips-train-8449,mark The Final Battle score two out of 6,MARK THE FINAL BATTLE SCORE TWO OUT OF SIX,RateBook
11363,snips-train-845,Add track to my Peaceful Piano,AD TRACT OF MY PECEFUL PIANO,AddToPlaylist
11364,snips-train-8450,rate The Fairy Caravan 5 of 6 stars,RATE THE FAIERY CARAVAN FIVE OR SIX STARS,RateBook
11365,snips-train-8451,Rate this novel 1 of 6,GREAT THIS NOVEL ONE OF SIX,RateBook
11366,snips-train-8452,Rate this textbook 2 of 6 stars,WRATE THIS TEXT BOOK TWO OF SIX STARS,RateBook
11367,snips-train-8453,rate The Other Wind 2 of 6,RATE THE OTHER WIND TWO OF SIX,RateBook
11368,snips-train-8454,I rate the saga Wahhabi Islam From Revival and Reform to Global Jihad three out of 6,IRATE THE SAGEWOD HARBY IS LAM FROM REVIVAL AND REFORM TO GLOBALGE HAD THREE OUT OF SIX,RateBook
11369,snips-train-8455,give this textbook zero out of 6,GIVE THIS TEXT BOOK ZERO OUT OF SIX,RateBook
11370,snips-train-8456,give this textbook four stars,GIVE THIS TEXT BOOK FOUR STARS,RateBook
11371,snips-train-8457,give 5 out of 6 to this book,GIVE FIVE OUT OF SIX TO THIS BOOK,RateBook
11372,snips-train-8458,I give this book five stars out of 6,I GIVE THIS BOOK FIVE STARS OUT OF SIX,RateBook
11373,snips-train-8459,Give this essay four stars / 6 .,GIVE THIS S A FOUR STARS SIX,RateBook
11374,snips-train-846,Add mike mantler to playlist girls' night,AD MIKE MANTLER TO PLAYLIST GIRL'S NIGHT,AddToPlaylist
11375,snips-train-8460,I rate American History A Survey a 5,IRATE AMERICAN HISTORY A SURVEY OF FIVE,RateBook
11376,snips-train-8461,I'm giving 0 points to A New Lease of Death .,I'M GIVING ZERO POINTS TO AND YOU LEASE OF DEATH,RateBook
11377,snips-train-8462,Rate The Hard Life 0 stars,GRAT THE HARD LIFE ZERO STARS,RateBook
11378,snips-train-8463,this is a 6 rating for the album down to one,THIS IS A SIX RATING FOR THE ALBUM DOWN TO ONE,RateBook
11379,snips-train-8464,I want to rate the saga The Italian two to 6 points .,I WANT TO RATE THE TSAGA THE ITALIAN TWO TO SIX POINTS,RateBook
11380,snips-train-8465,rate the current chronicle a five,GRAT THE CURRENT CHRONICLE OF FIVE,RateBook
11381,snips-train-8466,Rate current book 2 of 6,GREAT CURRENT BOOK TWO OF SIX,RateBook
11382,snips-train-8467,Rate this essay with three of 6 .,RATE THIS ESSAY WITH THREE OF SIX,RateBook
11383,snips-train-8468,rate The Crossing 3 of 6,GRATE THE CROSSING THREE OF SIX,RateBook
11384,snips-train-8469,Rate the current novel a 3 .,RATE THE CURRENT NOVEL OR THREE,RateBook
11385,snips-train-847,please add this song to Madden NFL 16,PLEASE ADD THIS SONG TO MADDEN EN EFEL SIXTEEN,AddToPlaylist
11386,snips-train-8470,rate the book The Scorpio Illusion a 4,RATE THE BROOK THE SCHOOL PURE ILLUSION AFULL,RateBook
11387,snips-train-8471,Rate this textbook zero stars,GREAT THIS TEXT BOOK ZERO STARS,RateBook
11388,snips-train-8472,rate the current essay four of 6,RATE THE CURRENT ESA FOUR OF SIX,RateBook
11389,snips-train-8473,I would give the Living Dead in Dallas chronicle zero points,I WOULD GIVE THE LIVING DEAD IN DALUS CHRONICLE ZERO POINTS,RateBook
11390,snips-train-8474,rate the last book 0 stars,RATE THE LAST BOOK ZERO STARS,RateBook
11391,snips-train-8475,rate The Knife That Killed Me a three,RATE THE KNIFE THAT KILLED ME A THREE,RateBook
11392,snips-train-8476,Rate the saga Rides a Dread Legion zero out of 6 points .,RATE THE SAGO RIDES A DREAD LEGION ZERO OUT OF SIX POINTS,RateBook
11393,snips-train-8477,Rate The Seventh Decade two of 6 points,RATE THE SEVENTH DIRCADE TWO OF SIX POINTS,RateBook
11394,snips-train-8478,Rate this series 2 out of 6,GREAT THIS SERIES TWO OUT OF SIX,RateBook
11395,snips-train-8479,I would rate this novel 2 points and a best rating of 6,I WOULD RATE THIS NOVEL TWO POINTS AND A BEST RATING OF SIX,RateBook
11396,snips-train-848,add this song to my us latin top 50 playlist,ADD THIS SONG TO MYAS LATIN TOP IFTY PLAYLEST,AddToPlaylist
11397,snips-train-8480,rate this with zero points for the saga called A Good Recovery out of 6,GRATE THIS WITH ZERO POINTS FOR THE SAGO COOL DAY GOOD RECOVERY OUT OF SIX,RateBook
11398,snips-train-8481,I think this novel should get 0 stars,I THINK THIS NOVEL SHOULD GET ZERO STARS,RateBook
11399,snips-train-8482,I give the part of the chronicle Growth Fetish four out of 6 stars .,I GIVE THE PART OF THE CHRONICAL GROWTH FETISH FOUR OUT OF SIX STARS,RateBook
11400,snips-train-8483,give 1 points to The Duel Pakistan on the Flight Path of American Power saga,GIVE ONE POINTS TO THE DULE PACISTAN ON THE FLIGHT PATH OF AMERICAN POWESAGA,RateBook
11401,snips-train-8484,I would rate The Codebreakers a rating of 6 and a value of 2,I WOULD RATE THE CODE BREAKERS A RATING OF SIX AND A VALUE OF TWO,RateBook
11402,snips-train-8485,rate the current novel 1,REAT THE CURRENT NOVEL ONE,RateBook
11403,snips-train-8486,I would rate The Persistence of Vision 1 stars and a best rating of 6,I WOULD RATE THE PERSISTENCE OF VISION ONE STARS AND A BEST RATING OF SIX,RateBook
11404,snips-train-8487,rate New History of the Five Dynasties 1 points,GREAT NEW HISTORY OF THE FIVE DYNASTIES ONE POINTS,RateBook
11405,snips-train-8488,this novel gets 1 star,THIS NOVEL GETS ONE STIR,RateBook
11406,snips-train-8489,rate this current saga 3 out of 6 points,RATE THIS CURRENT TSAGO THREE OUT OF SIX POINTS,RateBook
11407,snips-train-849,Add an album by twink to my Classic Country playlist,AD AN ALBUN BY TWINK ON MY CLASSIC COUNTRY PLAYLIST,AddToPlaylist
11408,snips-train-8490,Rate CIA World Factbook five out of 6 stars,RATE SE A A WORLD FACT BOOK FIVE OUT OF SIX STARS,RateBook
11409,snips-train-8491,give 4 points to Fight Club,GIVE FOUR POINTS TO FIGHT CLUB,RateBook
11410,snips-train-8492,rate The Cry of the Owl a four,RATE THE CRY OF THE OWL EFUL,RateBook
11411,snips-train-8493,Give The Case of Jennie Brice 4 stars out of 6,GIVE THE CASE OF JENNY BRICE FOUR STARS OUT OF SIX,RateBook
11412,snips-train-8494,Rate Adventures in Stationery saga 5 stars,RATE ADVENTURES IN STATIONARY SAGO FIVE STARS,RateBook
11413,snips-train-8495,Give Hornblower in the West Indies 0 / 6 points,GIVE HORN BLOWER IN THE WEST ENDI ZERO SIX POINTS,RateBook
11414,snips-train-8496,Rate this novel four stars,RATE THIS NOVEL FOR STARS,RateBook
11415,snips-train-8497,This current essay should have a best rating of 6 and a rating value of three,THIS CURRENT ESSAY SHOULD HAVE A BEST RATING OF SIX AND ERATING VALUE OF THREE,RateBook
11416,snips-train-8498,give the current textbook 1 out of 6 stars,GIVE THE CURRENT TEXT BOOK ONE OUT OF SIX STARS,RateBook
11417,snips-train-8499,give 5 points to current novel,GIVE FIVE POINTS TO CURRENT NOVEL,RateBook
11418,snips-train-85,Add this album to Trotamundos,ADD THIS ILBUM TO TROT ARMONDOS,AddToPlaylist
11419,snips-train-850,I want another track added to the Korean OSTs playlist.,I WANT ANOTHER TRACK ADDED TO THE CAREER NO EST'S PLAYLIST,AddToPlaylist
11420,snips-train-8500,give two stars to current album,GIVE TWO STARS TO CURRANT HALBUM,RateBook
11421,snips-train-8501,I want to give the current album 2 stars,I WANT TO GIVE THE CURRENT ALBUM TWO STARS,RateBook
11422,snips-train-8502,rate the current essay a one,RATE THE CURRENT ERSAY A WAN,RateBook
11423,snips-train-8503,rate Lone Wolf 3 points,GREAT LOW AND WOLF THREE POINTS,RateBook
11424,snips-train-8504,rate The Odd Angry Shot five points,RADE THE OLD ANGRY SHOT FIVE POINTS,RateBook
11425,snips-train-8505,Rate this book 0 points out of 6,RATE THIS BOOK ZERO POINTS OUT OF SIX,RateBook
11426,snips-train-8506,Rate this album a one,GREAT VISALBUN THE JAN,RateBook
11427,snips-train-8507,Rate this essay four,GREAT VISAR EFUL,RateBook
11428,snips-train-8508,I feel that Sons and Lovers deserves a rating of 2 .,I FEEL THAT SONS AND LOVERS DESERVES A RATING OF TWO,RateBook
11429,snips-train-8509,I rate this essay a two of 6 points,I WRATE THIS  HERE TWO OF SIX POINTS,RateBook
11430,snips-train-851,Add tara blaise to my power gaming playlist,AD DAROBLASE TO MY POWER GAMING PLAYLIST,AddToPlaylist
11431,snips-train-8510,I rate the current saga 0 points and a best rating of 6,I RATE THE CURRENT SARGIZERO POINTS AND A BEST REATING OF SIX,RateBook
11432,snips-train-8511,Rate Battle Hymn of China five of 6 points,GREAT BATTLE HYM OF CHINA FIVE OR SIX POINTS,RateBook
11433,snips-train-8512,Rate the current book a zero of 6,RATE THE CURRENT BUCCUZERO OF SIX,RateBook
11434,snips-train-8513,give two star to As Long as We Both Shall Live book,GIVE TWO STARTU AS LONG AS WE BOTH SHALL LIVE BOOK,RateBook
11435,snips-train-8514,give the current chronicle three points,GIVE THE CURRENT CHRONICLE THREE POINTS,RateBook
11436,snips-train-8515,I want to give the current saga a five,I WANT TO GIVE THE CURRENT SAGA A FIVE,RateBook
11437,snips-train-8516,Rate the current essay 4 out of 6,RATE THE CURRENT SA FOUR OUT OF SIX,RateBook
11438,snips-train-8517,Rate the current novel 5 of 6 points,RATE THE CURRENT NOVEL FIVE OR SIX POINTS,RateBook
11439,snips-train-8518,rate the next book four stars,REAT THE NEXT BOOK OUR STARS,RateBook
11440,snips-train-8519,I want to give this current saga 6 points and a rating value of 1,I WANT TO GIVE THIS CURRENT TSAGA SIX POINTS AN ERATING VALUE OF ONE,RateBook
11441,snips-train-852,Add song to Siesta,AD SONG TO SEE ESTHER,AddToPlaylist
11442,snips-train-8520,give this current essay five out of 6 stars,GIVE THIS CURRENT ASA FIVE OUT OF SIX STARS,RateBook
11443,snips-train-8521,Give five points to An Ice-Cream War,GIVE FIVE POINTS TO AN ICE CREAM WAR,RateBook
11444,snips-train-8522,Rate this book four points,RAT THIS BOOK FOR POINTS,RateBook
11445,snips-train-8523,Rate Canto for a Gypsy two of 6 stars,GREAT CANTO FOR A GIPSY TWO OF SIX STARS,RateBook
11446,snips-train-8524,give zero points out of 6 to The Devil in a Forest,GIVE ZERO POINTS OUT OF SIX TO THE DEVIL IN A FOREST,RateBook
11447,snips-train-8525,Give Love in the Time of Foreclosure 4 of 6,GIVE LOVE IN THE TIME OF FULCLOSURE FOUR OF SIX,RateBook
11448,snips-train-8526,give zero out of 6 points to Mr American,GIVE ZERO OUT OF SIX POINTS TO MISTER AMERICAN,RateBook
11449,snips-train-8527,I am giving this current album a rating of four out of 6 points,I AM GIVING THIS CURRENT ALBUM ERATING A FOUR OUT OF SIX POINTS,RateBook
11450,snips-train-8528,I think the chronicle entitled The Spirit of St. Louis should be given a zero rating.,I THINK THE CHRONICLE ENTITLED THE SPIRIT OF SAINT LEUIS SHOULD BE GIVEN AZERO RATING,RateBook
11451,snips-train-8529,For the saga Magic in Ithkar 2 I give two stars,FOR THE SAGA MAGIC INITHCAR TO I GIVE TWO STARS,RateBook
11452,snips-train-853,Add maki ohguro to the rock hard playlist,AD MACHIERGRO TO THE ROCK HARD PLAYLIST,AddToPlaylist
11453,snips-train-8530,rate The Zenith Angle one out of 6 points,RATE THE ZANITHANGEL ONE OUT OF SSIX POINTS,RateBook
11454,snips-train-8531,Rate the current saga a two,RATE THE CURRENT SAGRATOO,RateBook
11455,snips-train-8532,Rate The A-Z Guide to Arranged Marriage 0 of 6,GREAT THE ASAD GUIDE TO ARRANGED MARRIAGE ZERO OF SIX,RateBook
11456,snips-train-8533,Rate the current novel 5 of 6,RATE THE CURRENT NOVEL FIVE OF SIX,RateBook
11457,snips-train-8534,I'd rate Shohola Falls a two out of 6 .,I HAD RACH SHEHOLA FALLS A TWO OUT OF SIX,RateBook
11458,snips-train-8535,I want to give the current novel 5 out of 6 points,I WANT TO GIVE THE CURRENT NOVEL FIVE OUT OF SIX POINTS,RateBook
11459,snips-train-8536,rate American Tabloid a 0,GREAT AMERICAN TAGLOYDE ZERO,RateBook
11460,snips-train-8537,I'd like to give The Harder They Come two points,I'D LIKE TO GIVE THE HARDER THEY COME TWO POINTS,RateBook
11461,snips-train-8538,i give the following textbook three points,I GIVE THE FOLLOWING TEXT BOOK THREE POINTS,RateBook
11462,snips-train-8539,I would rate this book a value of 3 and a best rating of 6,I WOULD WRATE THIS BOOK A VALUE OF THREE AND A BEST TRATING OF SIX,RateBook
11463,snips-train-854,add song to Trap Land,ADSON DID TRAP LAND,AddToPlaylist
11464,snips-train-8540,this textbook gets a two,THIS TEXT BOOK GETS IT TOO,RateBook
11465,snips-train-8541,rate the Always Running series 0 points,GRATETHE ALWAYS RUNNING SERAZERO POINTS,RateBook
11466,snips-train-8542,I'd rate the current essay as a 2,IDRATE THE CURRENT SAY AS A TO,RateBook
11467,snips-train-8543,Rate this book 3 of 6,GREATFIST BOOK THREE OF SIX,RateBook
11468,snips-train-8544,rate Over the Edge a three,REAHT OVER THE EDGE OF THREE,RateBook
11469,snips-train-8545,Award Blood tables 2 points,AWOD BLOOD TABLES TWO POINTS,RateBook
11470,snips-train-8546,Rate the current novel a two,RATE THE CURRENT NOVEL AR TWO,RateBook
11471,snips-train-8547,"rate the book Magic History, Theory and Practice five stars",RATE THE BOOK MAGIC HISTORY THEORY AND PRACTICE FIVE STARS,RateBook
11472,snips-train-8548,rate Cock and Bull 5 of 6 points,REATE COCK AND BROOF FIVE OF SIX POINTS,RateBook
11473,snips-train-8549,rate the current chronicle 0 of 6 stars,RATE THE CURRENT CHRONICLE ZERO OF SIX STARS,RateBook
11474,snips-train-855,Add Sifow to my Skatepark Punks playlist,AD SIF OU TO MY SKATE PACKPUNK'S PLAYLIST,AddToPlaylist
11475,snips-train-8550,Rate the current album 2 stars,RATE THE CURRANT ALBUM TWO STARS,RateBook
11476,snips-train-8551,Give the current essay five points / 6 .,GIVE THE CURRENT S E FIVE POINTS SIX,RateBook
11477,snips-train-8552,Rate Cold Light 5 out of 6 points .,REAT CCOLD LIGHT FIVE OUT OF SIX POINTS,RateBook
11478,snips-train-8553,Rate The White Body of Evening one of 6,RATE THE WHITE BODY OF EVENING ONE OF SIX,RateBook
11479,snips-train-8554,Rate The Autobiography of Alice B. Toklas 1 out of 6 stars,RATE THE ALTOBIOGRAPHY EVALIS BETOCLUS ONE OUT OF SIX STARS,RateBook
11480,snips-train-8555,A rating of four out of 6 goes to Memory in Death,ERATING OF FALL OUT OF SIX GHOES TO MEMORY IN DEATH,RateBook
11481,snips-train-8556,rate the book English Grammar In Use a five,GRATE THE BOOK ENGLISH GRAMMAR AN USE A FIVE,RateBook
11482,snips-train-8557,I rate Cold Tom four points and a best value of 6,I RATE CALLED TOM FOUR POINTS AND A BEST VALUE OF SIX,RateBook
11483,snips-train-8558,Rate The Crocus List five out of 6,RATE THE CROCUS LIST FIVE OUT OF SIX,RateBook
11484,snips-train-8559,the next novel is 4 stars,THE NEXT NOVEL IS FOUR STARS,RateBook
11485,snips-train-856,Add The Stars and Stripes Forever to the soulful disco playlist.,ADD THE STARS AND STRIPES FOREVER TO THE SOULFUL DISCOPLAILIST,AddToPlaylist
11486,snips-train-8560,Give the current saga three stars,GIVE THE CURRENT TSAGO THREE STARS,RateBook
11487,snips-train-8561,Rate Tropic of Capricorn two stars,GREATE TROPIC OF CAPRICORN TWO STARS,RateBook
11488,snips-train-8562,Give The Lost Princess 3 stars .,GIVE THE LOST PRINCESS THREE STARS,RateBook
11489,snips-train-8563,I give 4 of 6 stars for the saga A Severe Mercy,I GIVE FOUR OF SIX STARS FOR THE SAGA A SEVERE MERCY,RateBook
11490,snips-train-8564,Rate The Mills of The Kavanaughs series a one,RATE THE MILLS OF THE CAVERNORS SERIES O ONE,RateBook
11491,snips-train-8565,Rate The Reader is Warned four out of 6 points,RATE THE READER IS WARNED OUR OUT OF SIX POINTS,RateBook
11492,snips-train-8566,Give 3 / 6 stars to The Simon & Schuster Encyclopedia of Dinosaurs and Prehistoric Creatures,GIVE THREE SIX STARS TO THE SIMON AND CHUSTER IN CYCLOPAEDIA OF DINASAUS AND PREHISTORAC CREATURES,RateBook
11493,snips-train-8567,Give A Human Being Died That Night 3 stars,GIVE A HUMAN BEING DYED AT NIGHT THREE STARS,RateBook
