,train_index,train_sentence,russell_sentence,train_label
11866,snips-train-8902,rate this textbook 4 out of 6 stars,WRITE THIS TEXT BOOK FOUR OUT OF SIX STARS,RateBook
11867,snips-train-8903,How do I rate the book White Teeth only 4 stars ?,HOW DO I WRITE THE BUQUATIFONME FOUR STARS,RateBook
11868,snips-train-8904,I gave Perchance to Dream 4 of 6 points,I GAVE PERCHANCE TO DRIM FOUR OR SIX POINTS,RateBook
11869,snips-train-8905,rate Lost Empires of Faerûn five of 6 stars,RIGHT LOST TEMPIE OF IN FIVE OR SIX STARS,RateBook
11870,snips-train-8906,I give The Blood Book five stars,I GIVE THE BLOOD BOOK FIVE STARS,RateBook
11871,snips-train-8907,I would give this current novel 4 points,IWILL GIVE THIS CURRANT MAVE FAIR POINTS,RateBook
11872,snips-train-8908,I would rate this novel a four,I WOULD WRITE THIS NOVELL AFOR,RateBook
11873,snips-train-8909,I want to rate A Long Short War series a four out of 6 .,I WANT TO RITE ALONG SHORT MORE SERIES OF FOUR HOUT OF SIX,RateBook
11874,snips-train-891,add track to dance playlist,AD TRACKE TO DANCE PLAALOST,AddToPlaylist
11875,snips-train-8910,I am giving the book After Henry a rating of 0 out of 6 stars,I AM GIVING THE BOOK OFF TO HENRY A WRITING OF ZERO OUT OF SIX STARS,RateBook
11876,snips-train-8911,Rate Colorless Tsukuru Tazaki and His Years of Pilgrimage one stars,RIGHT COLOLUS SUCRUTAZZICI AND HIS EARS OF PILGRIMAGE WON STAWS,RateBook
11877,snips-train-8912,Rate my current novel 3 out of 6,RAG MY CARN NOVEL THREE OUT OF SIX,RateBook
11878,snips-train-8913,"my rating for Dilvish, the Damned is 4 out of 6",MY WRITING FOR DILVISH THE DAMND IS FOUR OUT OF SIX,RateBook
11879,snips-train-8914,rate The Eighth Day three stars out of 6,RITE THE ITHDITHREE STARS OUT OF SIX,RateBook
11880,snips-train-8915,rate this textbook 5 out of 6,WRITE THIS TEXT BOOK FIVE OUT OF SIX,RateBook
11881,snips-train-8916,I give this book a 5 .,I GIVE THIS BOOK OF FIVE,RateBook
11882,snips-train-8917,rate the current essay one out of 6,BRIGHT THE CARRENT ESSAY ONE OUT OF SIX,RateBook
11883,snips-train-8918,Rate The Myth of Matriarchal Prehistory series a four,WRITE THE MYTH OF MYCRIOCHAL PREHISTORY SERIS A FOL,RateBook
11884,snips-train-8919,give four out of 6 points to current album,GIVE FOUR OUT OF SIX POINTS TO CURRANT ALBUM,RateBook
11885,snips-train-892,Put the song playing on laverne's rapcaviar playlist,PUT THE SONPLAINON LAVENE'S RAP CAVIAR PLAALUST,AddToPlaylist
11886,snips-train-8920,rate the book saga A Coin in Nine Hands 0 points,WRITE THE BOOK SAGA AT  COININ NON HAND ZERO POINTS,RateBook
11887,snips-train-8921,rate the current chronicle a zero,WRITE THE CON CHRONICAL ZERO,RateBook
11888,snips-train-8922,Rate The Courtship of Princess Leia saga a two,WRITE THE COURTSHIP OF PRINCESS LAYASAGO OTTU,RateBook
11889,snips-train-8923,Please rate the current textbook with 5 stars out o 6,PLEASE WRITE THE CHARN TEXT BOOK WITH FIVE STARS OUT HARSIX,RateBook
11890,snips-train-8924,I think this textbook should have four stars and a best rating of 6,I THINK THIS TEXT BOOK SHOULD HAVE FOUR STARS AND A BEST WRITING OF SIX,RateBook
11891,snips-train-8925,Rate The Scarab Murder Case a one,RIGHT THE SCARUB MURDERED CASE A AN,RateBook
11892,snips-train-8926,"rate the book A Girl, a Man, and a River a five",WRITE THE BOOKAGUL A MAN AND A RIVER OF FIVE,RateBook
11893,snips-train-8927,I would give this current book a rating a five and a best rating of 6,I WOULD GIVE THIS CARENT BOOK A WRITING OF FIVE AND A BEST WRITING OF SIX,RateBook
11894,snips-train-8928,Rate current book two points,RIGHT CORRENT BOOK TWO POINTS,RateBook
11895,snips-train-8929,Give The Hollow Man three out of 6 stars,GIVE THE HOLLER MAN THREE OUT OF SIX STARS,RateBook
11896,snips-train-893,matt monro newest album add to my chill out music,MATMONERAN USED ALBOMAD TO MY CHALOUT MUSIC,AddToPlaylist
11897,snips-train-8930,give 4 out of 6 stars to this textbook,GIVE FOUR OUT OF SIX STARS TO THIS TEXT BOOK,RateBook
11898,snips-train-8931,Give Modern Glamour The Art of Unexpected Style three out of 6 stars,GIVE MORNIN GLAMOUR THE YACHT OF UNEXPECTED STALL THREE OUT OF SIX STARS,RateBook
11899,snips-train-8932,Give this essay a rating of 5 .,GIVE THIS AS A WRITING OF FIVE,RateBook
11900,snips-train-8933,For this current essay I give 5 of 6 points,FOR THIS TONT ESSAY I GIVE FIVE OR SIX POINTS,RateBook
11901,snips-train-8934,Rate the current textbook 0 out of 6 .,WRITE THE CONTEXT BOOKSEROA OUT OF SIX,RateBook
11902,snips-train-8935,Rate Mimi and the Biscuit Factory 5 out of 6,RIGHT MIMI AND THE BISCUIT FACTORY FIVE OUT OF SIX,RateBook
11903,snips-train-8936,Rate this textbook one stars out of 6,RIGHT THIS TEXT BOOK ONE STARS OUT OF SIX,RateBook
11904,snips-train-8937,Rate this essay two points,RIGHT TO SUSSAY TWO POINTS,RateBook
11905,snips-train-8938,"Out of 6 , I give the following book zero .",OUT OF SIX I GIVE THE FOLLOWING BOOK ERE,RateBook
11906,snips-train-8939,rate this novel 0 of 6 stars,WRITE THIS NOVEL ZEARE OF SIX STARS,RateBook
11907,snips-train-894,my feelin' good playlist needs some Mai Selim in it.,MY FEELING GOOD PLOLEST NEED SOME MY SALO MINIT,AddToPlaylist
11908,snips-train-8940,Rate The Rules of Survival a 5 value,RIGHT THE RULES OF SURVIVAL OF FIVE VALUE,RateBook
11909,snips-train-8941,I would give The Northern Reaches a rating of one,I WOULD GIVE THE NOLTHEN REACHES A WRITING OF ONE,RateBook
11910,snips-train-8942,rate this textbook a 4,RIGHT THIS TOUCHED BOOK OFFOR,RateBook
11911,snips-train-8943,Give the current series four / 6 points .,GIVE THE CAT SYRASFOR SIX POINTS,RateBook
11912,snips-train-8944,Rate The Natural a 4,RIGHT THE NATURAL AFFO,RateBook
11913,snips-train-8945,Rate the book White Girl Bleed a Lot only two points .,RATE THE BOOKWHITE GIRL BELIEVE ABOT ONLY TWO POINTS,RateBook
11914,snips-train-8946,I give the next novel two stars,I GIVE THE NEXT NOVEL TUSTAS,RateBook
11915,snips-train-8947,Please rate The Lightning of August five points .,PLEASE WRITE THE LIGHTNING OF ULGEST FIVE POINTS,RateBook
11916,snips-train-8948,give 5 points to The Deathlord of Ixia,GIVE FIVE POINTS TO THE DEATH LORD OF IXSEA,RateBook
11917,snips-train-8949,Give 99 Coffins 0 stars out of 6 .,GIVE NATINON COFENZIRER STAS OUT OF SIX,RateBook
11918,snips-train-895,For my playlist jazzy dinner add the name Kick Over the Traces,FOR MY PILESS JESE DINA ADD THE NAME KICK OVER THE TRACES,AddToPlaylist
11919,snips-train-8950,Rate this album a one,RIGHT THIS ALBA MAAM,RateBook
11920,snips-train-8951,this album deserves to be rated one out of 6 !,THIS HALBIN DESERVES TO BE RITED ONE OUT OF SIX,RateBook
11921,snips-train-8952,Big Breasts and Wide Hips is terrible and 1 out of 6,BIG BREASTS AND WIDE HIPS IS TERRIBLE AND ONE OUT OF SIX,RateBook
11922,snips-train-8953,Rate the current book one of 6 points,WRITE THE CORRENT BOOK ONE OF SIX POINTS,RateBook
11923,snips-train-8954,Rate In Search of Our Origins two points out of 6 .,RIGHT IN SEARCH OF OUR ORIGINS TWO POINTS OUT OF SIX,RateBook
11924,snips-train-8955,Rate this novel a 3,RIGT THIS NOVEL OF THREE,RateBook
11925,snips-train-8956,Rate the Egg Collecting and Bird Life of Australia saga a one,WRIT THE EGG COLLECTING AND BIRD LIFE OF AUSTRALIA SAGAWAN,RateBook
11926,snips-train-8957,For the book Tale of the Toa I give five points,FOR THE BOOK TAL OF THE TOIL I GIVE FIVE POINTS,RateBook
11927,snips-train-8958,rate the current book 0 of 6,WRITE THE COND BOOKSERER OF SIX,RateBook
11928,snips-train-8959,rate the book Who Will Cry When You Die one out of 6 stars,RITE THE BOOK WHO WILL CRA WHEN YOU DA ONE OUT OF SIX STARS,RateBook
11929,snips-train-896,I want this artist on the Cena Elegante playlist,I WANT DISARVIST ON THE SEMA ELEGANTE PLALIST,AddToPlaylist
11930,snips-train-8960,For Adaptive Coloration in Animals I give 4 points,FOR ADAPTIVE COLORATION INANIMALS ARE GIVE FOUR POINTS,RateBook
11931,snips-train-8961,this album is five stars .,THIS SOUBOMISS FIVE STARS,RateBook
11932,snips-train-8962,Rate Of the Subcontract a 0,RIGHT OF THE SUB CONTRACTED ZERO,RateBook
11933,snips-train-8963,Rate the current book one of 6 points,WRITE THE CORRENT BOOK ONE OF SIX POINTS,RateBook
11934,snips-train-8964,Give this book a 2 .,GIVE THE SPOK ATURN,RateBook
11935,snips-train-8965,Rate this textbook a three,WRITE THIS TEXT BOOK AF THREE,RateBook
11936,snips-train-8966,"Blood Colony was awful, I'd give it one stars at most.",BLOOD COONY WAS AFUL I'D GIVE IT ONE STARS WIT MOST,RateBook
11937,snips-train-8967,give 3 out of 6 stars to this essay,GIVE THREE OUT OF SIX STALS TO THE ESSEE,RateBook
11938,snips-train-8968,rate this series 4 stars,WRITE THIS SERIOUS FOR STARS,RateBook
11939,snips-train-8969,rate the Effortless Mastery chronicle a 4,RIPY EFFORTLESS MASTERY CHRONICLE AFFALL,RateBook
11940,snips-train-897,I'd like to put Ryō Yamazaki onto my sylvia plath playlist.,I'D LIKE TO PUT RIO YAMAZAKI ONTO MY SOVIE PLATPLAALIST,AddToPlaylist
11941,snips-train-8970,Give the current textbook four stars,GIVE THE CAN TURCT BOOK FOUR STARS,RateBook
11942,snips-train-8971,Rate this album five out of 6 stars .,RIGHT TO SALBUM FIVE OUT OF SIX STARS,RateBook
11943,snips-train-8972,I want to give The Plague Lords of Ruel 0 stars,I WANT TO GIVE THE PLAGUE MOLDS OF RULE ZERRSTAS,RateBook
11944,snips-train-8973,Rate the current book 3 out of 6,WRITE THE CULENT BOOK THREE OUT OF SIX,RateBook
11945,snips-train-8974,Rate DNA Repair and Mutagenesis four stars,RITY AND I REPAIL AND ME TO GENES'S FOR STARS,RateBook
11946,snips-train-8975,I would give zero stars to A Concise Treatise on the Art of Angling out of 6 .,I WOULD GIVE ZERARSTAS TO A CONSACE TREATISE ON THE ART OF VANGLING OUT OF SIX,RateBook
11947,snips-train-8976,Rate The Strange Death of Tory England 1 stars,RITE THE STRANGE DEATH OFTORY ENGLAND WAN STAS,RateBook
11948,snips-train-8977,I give the previous novel one out of 6 stars .,I GIVE THE PREVIOUS NOBLE ONE OUT OF SIX STARS,RateBook
11949,snips-train-8978,For the current essay I give a total of 1 stars,FOR THE CURRENT ESSAY I GIVE A TOTAL OF AN STARS,RateBook
11950,snips-train-8979,I give this book Dictionary of the English Language a 4 rating,I GIVE THIS BOOK DICTIONARY OF THE ENGLISH LANGUAGE OF FULL WRITING,RateBook
11951,snips-train-898,Add the tune to bandas sonoras,AT THE CINTEBENDAS SONORAS,AddToPlaylist
11952,snips-train-8980,Rate the Beyond This Place chronicle three of 6,RIGHT TO BEYOND THIS PLACE CHRONICLE THREE OF SIX,RateBook
11953,snips-train-8981,I rate three points for the book The Early Coorgs,I RIVE THREE POINTS FOR THE BOK THE EARLY TUROGS,RateBook
11954,snips-train-8982,Give Upon Some Midnights Clear chronicle four out of 6 for a rating.,GIVE UPON SOME MIDNOTS CLEAR CHRONICLE FOUR OUT OF SIX FOR WRITING,RateBook
11955,snips-train-8983,Rate the current essay a three points,RIGHT THE CONT ESSAY O THREE POINTS,RateBook
11956,snips-train-8984,I give the rating of 1 of 6 stars for this novel,I GIVE THE WRITING OF ONE OF SIX STARS FOR THIS NOVEL,RateBook
11957,snips-train-8985,Rate this textbook 5 points out of 6 .,RATE THIS TEXT BOOK FIVE POINTS OUT OF SIX,RateBook
11958,snips-train-8986,Assign 5 stars to Lincoln at Gettysburg,A SSIGN FIVE STARS TO LINCOLN AT GETTERSBURG,RateBook
11959,snips-train-8987,The current essay only deserves one out of 6 points,THE COUNT ESSAY ONLY DESERVES ONE OUT OF SIX POINTS,RateBook
11960,snips-train-8988,I give The English Spy a rating of 1 and a best rating of 6,I GIVE THE ENGLISH SPIRE WRITING OF ONE AND A BEST WRITING OF SIX,RateBook
11961,snips-train-8989,The A Mighty Fortress series should be rated a two,BE AMARTY FORTRESS CYRES SHOULD BE RIGHTED A TURN,RateBook
11962,snips-train-899,add munia the tale to my playlist called Adrenaline Workout,AD MOON YOU TE TOUT TO MY PLOIST CAL DO DRENNULAND WORK OUT,AddToPlaylist
11963,snips-train-8990,give the current book zero of 6,GIVE THE CONT BUXERE OF SIX,RateBook
11964,snips-train-8991,Give the current chronicle 2 stars .,GIVE THE COWM CHRONICAL TUSTAWS,RateBook
11965,snips-train-8992,Rate this textbook only three points,RIGHT THIS TIXT POK ONLY THREE POINTS,RateBook
11966,snips-train-8993,I think this novel gets 1 stars,I THINK THIS NOVEL GETS ONE STARS,RateBook
11967,snips-train-8994,Rate this saga two out of 6 points,RIHTE THIS SONG ET TWO OUT OF SIX POINTS,RateBook
11968,snips-train-8995,give this textbook a rating of 3,GIVE THIS TEXT BOOK A WRITING OF THREE,RateBook
11969,snips-train-8996,four out of 6 stars for the previous essay,FOUR OUT OF SIX STARS FOR THE PREVIOUS ESSAY,RateBook
11970,snips-train-8997,Give this current textbook zero out of 6 points .,GIVE THIS CONTEXT BOOKZERO OUT OF SIX POINTS,RateBook
11971,snips-train-8998,Rate this awful book called Cold with 0 out of 6 points,RIGHT THIS OFPAN BEEN CONT COMED WITH ZERO OUT OF SIX POINTS,RateBook
11972,snips-train-8999,the current book I'm reading should be rated zero out of 6,THE CARRENT BOOK ON READING SHOULD BE WRIT AT ZEROH OUT OF SIX,RateBook
11973,snips-train-9,Add The Private Collection onto my Cena Elegante playlist please.,ADD THE PRIVATE COLLECTION UNTO MY SINA L AGANTA PLILEST PLEACE,AddToPlaylist
11974,snips-train-90,Add this track to my Zen Focus playlist,AT THIS TRACTOMISA AND FOCUS PLAYALIST,AddToPlaylist
11975,snips-train-900,"Add jennie, jennie to my metal playlist",ADD JIMMY JIMMY TOMY METAL PLAOLUST,AddToPlaylist
11976,snips-train-9000,give three out of 6 points to Blackbox,GIVE  THREE OUT OF SIX POINTS TO BLACK BALKS,RateBook
11977,snips-train-9001,give zero point to this textbook,GIVES THER APOINT TO THIS TEXT BOOK,RateBook
11978,snips-train-9002,I want to rate the Selected Letters of H. P. Lovecraft I saga 3 stars,I WANT TO WRITE THE SELECTED LETTERS OF H P LOVEKROFT I SAWA GOT THREE STARS,RateBook
11979,snips-train-9003,I give Cross Country four out of 6 .,I GIVE CROSS COUNTRY FOR OUT OF SIX,RateBook
11980,snips-train-9004,I give this next essay zero out of 6 points,I GIVE THIS NEX TASSAZEROA OUT OF SIX POINTS,RateBook
11981,snips-train-9005,I'd give the Quotations from Chairman Mao Tse-tung saga two of 6 stars,I'D GIVE THE QUOTATIONS FROM CHAIRMAN MOUTSEDONGSAGA TWO OF SIX STARS,RateBook
11982,snips-train-9006,this novel deserves 4 to 6 stars for its writing.,THIS NOVEL DESERVES FOUR TO SIX STARS FOR ITS RITING,RateBook
11983,snips-train-9007,Rate Illness as Metaphor 5 of 6,GRATE ALMOST HAS MET A FOUR FIVE OF SIX,RateBook
11984,snips-train-9008,I'd give The Mystery of the 99 Steps three stars out of 6,I'D GIVE THE MYSTERY OF THE NINETY NINE STEPS THREE STALS OUT OF SIX,RateBook
11985,snips-train-9009,Rate this book five out of 6,WRITE THIS BOOK FIVE OUT OF SIX,RateBook
11986,snips-train-901,input this album onto my All Things Post list,IMPORT THIS ALBAM ON TO MY OLD THINGS PRICT LIST,AddToPlaylist
11987,snips-train-9010,"Rate Dixie Lullaby A Story of Music, Race and New Beginnings in a New South five out of 6 points",RIDICXELOLLIBY A STORY OF MUSIC RITE A NEW BEGINNINGS IN A NEW SOUTH FIVE OUT OF SIX POINTS,RateBook
11988,snips-train-9011,"I would give the Against His-Story, Against Leviathan saga a value of one",I WOULD GIVE YEU AGAINST HIS STORY AGAINST LAVATH AND SAGA OF ALL YOU HAVE WON,RateBook
11989,snips-train-9012,give 0 out of 6 points to current book,GIVES ZERO OUT OF SIX POINTS TO CURRENT BOOK,RateBook
11990,snips-train-9013,I give The Phishing Manual four stars out of 6 .,I GIVE THE FISHING MANUAL FOUR STARS OUT OF SIX,RateBook
11991,snips-train-9014,I want to give the current saga 0 stars,I WANT TO GIVE THE CARRENT SOG AZERUSTAS,RateBook
11992,snips-train-9015,I want to rate this essay 0 of 6 stars,I WANT TO WRITE THIS S AZERA OF SIX STARS,RateBook
11993,snips-train-9016,Rate this book a zero,WRITE THIS BOOK AZIRO,RateBook
11994,snips-train-9017,Rate this textbook 5 stars out of 6,RIGHT THIS TEXT BOOK FIVE STARS OUT OF SIX,RateBook
11995,snips-train-9018,Rate Encyclopaedia of the Social Sciences zero out of 6,BREATAN SACLOPAEDIA OF THE SECIAL SCIENCES DURA OUT OF SIX,RateBook
11996,snips-train-9019,Rate current textbook 5 out of 6,RIGHT CARREN TEXT BOOK FIVE OUT OF SIX,RateBook
11997,snips-train-902,Add an album to my week end playlist,ADD AN ALBUM TO MY WEEK AMPLAALUST,AddToPlaylist
11998,snips-train-9020,I want to give this current novel 4 points,I WANT TO GIVE THIS CURRENT NIVING FER POINTS,RateBook
11999,snips-train-9021,The chronicle Charlie Peace earns 4 stars from me,THE CHRONICLE CHARLE PICENS FU STARS FROM ME,RateBook
12000,snips-train-9022,Give Star Trek The Motion Picture a five out of 6 .,GIVE STA CRECEMOTION PICTURE OF FIVE OUT OF SIX,RateBook
12001,snips-train-9023,rate teh current series a 2,RIP TAHANT SEER IS A TUNE,RateBook
12002,snips-train-9024,Rate The Young Elites series 1 of 6 points,RIGHT TO YOUNELYTE SERE IS ONE OF SIX POINTS,RateBook
12003,snips-train-9025,Rate From a Buick 8 0 out of 6,RIGHT FROM ABULIKITE ZERO OUT OF SIX,RateBook
12004,snips-train-9026,rate this novel two out of 6,WRITE THIS NOVEL TWO OUT OF SIX,RateBook
12005,snips-train-9027,I this this current essay should be rated a three,O THIS THIS CURRENT ESSAY SHOULD BE RIG TO THE THREE,RateBook
12006,snips-train-9028,rate Covering The Hidden Assault on Our Civil Rights 1 point,RIGHT COVERING THE HEATED ASSAULT ON OUR CIVIL WATCS ONE POINT,RateBook
12007,snips-train-9029,Rate this album three of 6 points,RIGHT TO SALBUM THREE OF SIX POINTS,RateBook
12008,snips-train-903,Add camille to the This Is Lady Antebellum playlist,ABCAMIL TO THIS IS LIDY ANTIBELLUMPLIALUST,AddToPlaylist
12009,snips-train-9030,give five out of 6 stars to current essay,GIVE FIVE OUT OF SIX STARS TO CARRENT HESSE,RateBook
12010,snips-train-9031,Rate this book 3 of 6 points,WRITE THIS BOOK THREE OR SIX POINTS,RateBook
12011,snips-train-9032,Rate the current novel three points,BREAKE THE TORRENT NOVEL THREE POINTS,RateBook
12012,snips-train-9033,rate The Chymical Wedding 3 points,RIGHT THE TIMICAL WEDTING THREE POINTS,RateBook
12013,snips-train-9034,rate What the Dog Saw a two,RIPE WHAT THE DONG SORD SIR,RateBook
12014,snips-train-9035,I'd rate this essay 1 out of 6,I'D RANK TO SESSAY ONE OUT OF SIX,RateBook
12015,snips-train-9036,rate the book The Outlaws of Sherwood two stars,WRITE THE BOOK THE OUTMOURS OF SHER WOND TUE STARS,RateBook
12016,snips-train-9037,Give A History of the Mind a 2 out of 6 points .,GIVE A HISTORY OF THE MIND A TWO OUT OF SIX POINTS,RateBook
12017,snips-train-9038,I'd give the Main-Travelled Roads series 0 points out of 6,I'D GIVE THE MAIN TRAVELLED ROAD CERAZERA POINTS OUT OF SIX,RateBook
12018,snips-train-9039,please rate this essay three out of 6,PLEASE WRITE THIS ESSI THREE OUT OF SIX,RateBook
12019,snips-train-904,add something so right to lora's 80s Classic Hits playlist,ADD SOMETHING SIR ROT TO LORES ITES CROSECUTES PLIALIST,AddToPlaylist
12020,snips-train-9040,The Battle for Skies gets a three,THE BATTLE FOR SCOS GETS A THREE,RateBook
12021,snips-train-9041,Rate this essay a four,RIGHT TO SASS A FOOLL,RateBook
12022,snips-train-9042,rate Betrayer of Worlds 1 out of 6,RIGHT BETRIAL OF WORLDS ONE OUT OF SIX,RateBook
12023,snips-train-9043,give Rathinirvedam a rating of 3 out of 6,GIVE ROBED A NERVADAMA WRITING OF THREE OUT OF SIX,RateBook
12024,snips-train-9044,Rate Conan of the Red Brotherhood 2 of 6,RIGHT CONON OF THE RED BROTHERHOOD TWO SIX,RateBook
