,train_index,train_sentence,aditi_sentence,train_label
8975,snips-train-630,Include in my dreams in the this is new edition playlist.,INCLUDING MY DREAMS AND THAT THIS IS NEW ADITION PLAYLIST,AddToPlaylist
8976,snips-train-6300,I want to hear Papa Mali 's songs from the fifties,I WANT TO HEAR PAPA MALIE SONGS FROM THE FIFTIES,PlayMusic
8977,snips-train-6301,play my Madrugando playlist on Groove Shark,PLAY MY MADRUGANDO PLAILES TON GRUVE SHARK,PlayMusic
8978,snips-train-6302,Play some seventies music on netflix .,PLAY SOME SEVENTES MUSIC ON NET FLAKES,PlayMusic
8979,snips-train-6303,Play Verjamem track by Hong Junyang .,LEVILS A MIMTRACK BY HONGJUNIANG,PlayMusic
8980,snips-train-6304,Play rhythmic,BLEER AT THE MAKE,PlayMusic
8981,snips-train-6305,Play a song on zvooq,PLAR SONG ON ZU,PlayMusic
8982,snips-train-6306,Give me an album from 1972 to listen to.,GIVE ME AN ALBUM FROM NINETEEN SEVENTY TWO TO LISTEN TO,PlayMusic
8983,snips-train-6307,play Vivian Stanshall from 1962,PLEVIVIONSTANCHEL FROM NINETEEN SIXTY TWO,PlayMusic
8984,snips-train-6308,I want to hear a top-20 chant from the twenties,I WANT TO HEAR A TOP TWENTY CHANT FROM THE TRENTIES,PlayMusic
8985,snips-train-6309,play Zvooq latest track by Peter Appleyard,PLEZUC LATE STRAK BY PETER APLIAD,PlayMusic
8986,snips-train-631,add track to All Out 70s,ATTRACT TO ALLOWT SEVENTIES,AddToPlaylist
8987,snips-train-6310,Play 2011 music,PLAY TWENTY ELEVEN MUSIC,PlayMusic
8988,snips-train-6311,play Wow by Jon Theodore,BLAIVOIS BY JOHNTAIRDOR,PlayMusic
8989,snips-train-6312,play some Origa on Google Music,PLACE SOMARIGO ON GUIL MUSIC,PlayMusic
8990,snips-train-6313,Play Miami 2017 by Rodney Whitaker,PLAY MY ARMY TWENTY SEVENTEEN BY RODNEY WEDTAKER,PlayMusic
8991,snips-train-6314,Play One Good Reason by Tommy Flanagan on Itunes,PLAY ONE GOOD REASON BY TAUMY FLANNAGN OR NITUNES,PlayMusic
8992,snips-train-6315,Play Rob Mills album The Golden Archipelago .,LEROF MILSELBUM THE GOLDEN ARCHIPELAGO,PlayMusic
8993,snips-train-6316,Use Itunes to play a soundtrack from the year 1954,USE I TUNES TO PLAY A SOUND TRACK FROM THE YEAR NINETEEN FIFTY FOUR,PlayMusic
8994,snips-train-6317,Play Crucifixion on Deezer .,PLAY CRUCIFIXION ON DISA,PlayMusic
8995,snips-train-6318,Lets hear some 2009 music,LET'S HEAR SOME TWO THOUSAND NINE MUSIC,PlayMusic
8996,snips-train-6319,Play Shinji Miyazaki 's music on netflix,PLICHANGIMEERZAKI'S MUSIC ON NET FLAKES,PlayMusic
8997,snips-train-632,Add Sunday Express Live to workout playlist,AD SUNDAY EXPRESS LIVE TO WALK OUT PLAINLIST,AddToPlaylist
8998,snips-train-6320,Play a record from 2005 by Ruslana Lyschytschko .,PLAIR RECORD FROM TWO THOUSAND FIVE BY RUSLANOLAST CHURCHCO,PlayMusic
8999,snips-train-6321,Play a ballad by Heath,PLERBALLID BY HEAP,PlayMusic
9000,snips-train-6322,Play music from 1968 on Vimeo .,PLAY MUSIC FROM NINETEEN SIXTY EIGHT ON VIMIO,PlayMusic
9001,snips-train-6323,Plays some akb48 on Youtube,PLAYS SOMAK EBE FORTY EIGHT ON YOU TWUBE,PlayMusic
9002,snips-train-6324,Can I hear a song by David Hodges ?,CAN I HEAR A SONG BY DAVID HODGES,PlayMusic
9003,snips-train-6325,I want to hear some music from Spotify,I WANT TO HEAR SOME MUSIC FROM SPOTIFI,PlayMusic
9004,snips-train-6326,Play some music on Itunes,PLAY OME MUSIC OR NY TUNES,PlayMusic
9005,snips-train-6327,I wish to listen to eighties music by Mike Dean .,I WISH TO LISTEN TO ADI'S MUSIC BY MAGDEN,PlayMusic
9006,snips-train-6328,Play Apbl98 by Alden Penner .,PLA UP NINETY EIGHT BY OLDEN PENA,PlayMusic
9007,snips-train-6329,Play Masashi Hamauzu 's newest symphony on Itunes .,PLA MASASHI HAR MAUSU'S NEWEST SYMPHONY ON NI TUNES,PlayMusic
9008,snips-train-633,add Hemanta Kumar Mukhopadhyay album in Funky Jams,AD HIM AND TACOMARMUCUPATIAALBUM IN FONKI GAMS,AddToPlaylist
9009,snips-train-6330,Play a soundtrack by Mike Hindert on Spotify .,PLEAR SOUND TRACK BY MY KINDET ON SPOTIFY,PlayMusic
9010,snips-train-6331,Play some nineties music on Pandora,PLAY SOME NINTIES MUSIC ON PANDORA,PlayMusic
9011,snips-train-6332,listen to ballad songs from 1999,LISTEN TO BALLID SONGS FROM NINETYN NINETY NINE,PlayMusic
9012,snips-train-6333,I need some Hardcore Hip Hop,I NEED SOME HARD GOR HIPHOP,PlayMusic
9013,snips-train-6334,Play a top-five song by Pete Candoli .,CLEAR TOP FIVE SONG BY PETE CANDOLY,PlayMusic
9014,snips-train-6335,Can you play something off Johan Larsson 's Travelers And Thieves,CAN YOU PLAY SOMETHING OF YOUR HANDLAS ANDS TRAVELLERS AND TEAVES,PlayMusic
9015,snips-train-6336,play shara worden,PLACE SAHART OU WOODEN,PlayMusic
9016,snips-train-6337,Play a new song form the eighties,PLAIN USON FORM DEEITIS,PlayMusic
9017,snips-train-6338,I want to hear a Silvia Night ep from the sixties,I WANT TO HEAR A SILVIA NI TEPEE FROM THE SIXTIES,PlayMusic
9018,snips-train-6339,Open pandora and play the top five melody by Hanna Sjedokowa,OPEN PANDORA AND PLAYD THE TOP FIVE MELODY BY HANNOSA JILO KOVA,PlayMusic
9019,snips-train-634,add a track by Big Sha to my This Is Miranda Lambert playlist,AD A TRACK BY BIG SHOWT TO MY THIS IS MYRANDA LAM BUT PLAILEST,AddToPlaylist
9020,snips-train-6340,Play a top five Linda Strawberry ep,CLAR TOP FIVE LINDER STRAWBERRY E B,PlayMusic
9021,snips-train-6341,Play the greatest Nicholaus Arson concerto from around 2000,PLAY THE GREATEST NICCOLAU SASEN CAN CETTO FROM AROUND TWO THOUSAND,PlayMusic
9022,snips-train-6342,play The Happiest Days Of Our Lives by Tommy Emmanuel,PLAY THE HAPPIEST DAYS OF OUR LIVES BY DOME MANUAL,PlayMusic
9023,snips-train-6343,Play Inventions For The New Season,PLAINVENTIONS FOR THE NEW SEASON,PlayMusic
9024,snips-train-6344,Play the top chant music from 2014 .,PLAY THE TOPJCANT MUSIC FROM TWENTY FOURTEEN,PlayMusic
9025,snips-train-6345,Play Henrie Mutuku album from 1957,PLAY HENRY MUTUGALBUM FROM NINETEEN FIFTY SEVEN,PlayMusic
9026,snips-train-6346,play the best album from the seventies,PLAY THE BEST ALBUM FROM THE SEVENTIES,PlayMusic
9027,snips-train-6347,play the greatest Adrian Kowanek music,PLAY THE GREATESTAGRIAN PAVENIK MUSIC,PlayMusic
9028,snips-train-6348,Play me the newest fourties symphony,BLAME ME THE NEWEST FORTYE SYMPHONY,PlayMusic
9029,snips-train-6349,Play Seaside by Don Cherry .,PLAS ISIDE BY JOHN CHERRY,PlayMusic
9030,snips-train-635,Add the song to the martin garrix show playlist,AT THE SONG TO THE MARTIN GARRECKS SHOW PLAILEST,AddToPlaylist
9031,snips-train-6350,play 1981 tunes by Jiles Perry Richardson on Lastfm for theme music,PLAY NINETEEN EIGHTY WANTUNCE BY GILESBERY RICHARDSON ON LAST FOTIM MUSIC,PlayMusic
9032,snips-train-6351,play some Bertine Zetlitz record,PLAY SOME BARTINS AT LIT'S RECORD,PlayMusic
9033,snips-train-6352,Please play good music by Will Oldham .,PLEASE PLAY GOOD MUSIC BY WILLOL DEM,PlayMusic
9034,snips-train-6353,Play me a 1957 ep,PLAM ER NINETEEN FIFTY SEVEN E P,PlayMusic
9035,snips-train-6354,Play something by Louis Nelson Delisle .,PLAY SOMETHING BY LOUIS NELSON DE LEASELY,PlayMusic
9036,snips-train-6355,play a good John Maher record with Netflix,PLE A GOOD JOHN MAR HER RECORD WID NED FLIX,PlayMusic
9037,snips-train-6356,Play Humour,BLA HU MAR,PlayMusic
9038,snips-train-6357,Play Martha My Dear by shannon .,PLAMATHA MY DEAR BY SHALMON,PlayMusic
9039,snips-train-6358,play Sivamani,PLA CHEVMANI,PlayMusic
9040,snips-train-6359,Play a popular chant by Brian Epstein,PLAY A POPULAR CHANT BY BRIAN EPSTINE,PlayMusic
9041,snips-train-636,add song to my eletro br playlist,ADD SONG TO MY ELETRO BEAR PLAILEST,AddToPlaylist
9042,snips-train-6360,play Monie Love tunes on Google Music from 1984 from her song list,PLAMONNI LOVE TUNES ON GOWILL MUSIC FROM NINETEEN EIGHTY FOUR FROM HER SONG LIST,PlayMusic
9043,snips-train-6361,Play best fourties from david izquierdo on album,PLAY BEST FORTES FROM DEVIDIT CIADO ON ALBUM,PlayMusic
9044,snips-train-6362,Play a twenties concerto from Roger Taylor on deezer,PLEATRENTISCANCETO FROM ROGER TILA RONDIZA,PlayMusic
9045,snips-train-6363,Play some seventies songs from Joseph Genaro on Google Music,PLAY SOME SEVENTY SONGS FROM JOSEPH HANARO ON GUGAL MUSIC,PlayMusic
9046,snips-train-6364,Play some music from Roberto Carlos,PLAY SOME MUSIC FROM ROBOTO CALOS,PlayMusic
9047,snips-train-6365,Play Goldie Hill 's record on Google Music .,PLAGODI HILL'S RECORD ON GOGIL MUSIC,PlayMusic
9048,snips-train-6366,I need to hear the song Aspro Mavro from Bill Szymczyk on Youtube,I NEED TO HEAR THE SONG AS PROOMORO FROM BILCH WY YE AM SECU ON EW TUBE,PlayMusic
9049,snips-train-6367,Play music on pandora,PLAY MUSIC ON PENDORA,PlayMusic
9050,snips-train-6368,Play me a song by Saki Nakajima,PLAMY A SONG BY SACKI ACA GIMA,PlayMusic
9051,snips-train-6369,Play the newest Phil Stacey .,PLAY THE NEWEST FILL STACY,PlayMusic
9052,snips-train-637,add this album to my playlist titled underground hits,ADD THE SALBUM TO MY PLALESS TITLE DUNDERGROUND HEADS,AddToPlaylist
9053,snips-train-6370,Play some fifties music by Chris Brown .,PLAY SOME FIFTIES MUSIC BY CHRIS BROWN,PlayMusic
9054,snips-train-6371,play Groove Shark,PLA GROOV SHARK,PlayMusic
9055,snips-train-6372,Play the top melody from artist Maakii,PLAY THE TOK MELODY FROM ARTIST MARQUI,PlayMusic
9056,snips-train-6373,Play some nineties music on Zvooq,PLAY SOME NINETIEST MUSIC AN ZUK,PlayMusic
9057,snips-train-6374,play theme by Yanni on Vimeo,LITIM BY JANION VIMIU,PlayMusic
9058,snips-train-6375,Play me the dinner playlist,PLAINLY THE DINNER PLAYLIST,PlayMusic
9059,snips-train-6376,Play The Fool On The Hill by Khwaja Ghulam Farid,PLAY THE FOOL ON DE HILL BY QUAJA GULAM FARID,PlayMusic
9060,snips-train-6377,I want to hear a symphony from Kano,I WANT TO HEAR A SYMPHONY FROM CANO,PlayMusic
9061,snips-train-6378,Play music from the punk genre on Last Fm .,PLAY MUSIC FROM THE BUNK JONRA ON LAST TEFEME,PlayMusic
9062,snips-train-6379,Play playlist funtime,PLEPLELIST FONTIME,PlayMusic
9063,snips-train-638,Add Marianne Faithfull to june's Hillary Clinton's Women's History Month Playlist .,ADDMERRY UNFAITHFUL TO JUNE'S HELERY GLINTON'S WOMEN'S HISTORE MONTH PLAILEST,AddToPlaylist
9064,snips-train-6380,Play an album from the fourties,PLAY AN ALBUM FROM THE FORTES,PlayMusic
9065,snips-train-6381,play a Morton Downey record with Slacker,PLAY A MORTEN DOWNY RECORD WID SLACKER,PlayMusic
9066,snips-train-6382,Play fifties music by Ahmed Abdul Malik,PLAY FIFTIES MUSIC BY OUR MOTHER DULMALIK,PlayMusic
9067,snips-train-6383,Play some sixties music by gaudi on last fm,PLAY SOME SIXTIES MUSIC BY GORY ON LAST EFFEM,PlayMusic
9068,snips-train-6384,open the Canciones del Recuerdo playlist and play songs,OPEN THE CANCIONESTEL REQUEDO PLEALEST AND PLAY SONGS,PlayMusic
9069,snips-train-6385,Play 2012 symphony music by Nardwuar The Human Serviette on Netflix .,PLAY TWENTY TWELVE SYMPHONY MUSIC BY NA DOA THE HUMAN SOVIET ON NET FLAKS,PlayMusic
9070,snips-train-6386,Play Stefon Harris 's song .,PLEASAPHON HARISA SONG,PlayMusic
9071,snips-train-6387,Play some music by Frayser Boy .,PLAY SOME MUSIC BY PRASER BOY,PlayMusic
9072,snips-train-6388,I want to hear Shooby Taylor 's Tearing Up The Album Charts .,I WANT TO HEAR SHOBY TAILORS STARING UP THE ALBOM CHARTS,PlayMusic
9073,snips-train-6389,Play i believe from Chico Buarque off of iheart,PLAY I BELIEVE FROM CHIKO BURAKI OF OF AYHAT,PlayMusic
9074,snips-train-639,Add Milas Poli to my Indie Bluegrass,ADMILERS BORLY TO MY INDY BLUE GRASS,AddToPlaylist
9075,snips-train-6390,play pandora tracks by Akhtar Sadmani,PLIPANDOLA TRACTS BY ACTERSADMANI,PlayMusic
9076,snips-train-6391,Play me the greatest track of 1966,PLAI ME THE GREATEST TRACK OF NINETEEN SIXTY SIX,PlayMusic
9077,snips-train-6392,play a concerto that was most popular in 1958 by mickey hart,PLEACON CETTO THAT WAS MOST POPULAR IN NINETEEN FIFTY EIGHT BY MICKI HAT,PlayMusic
9078,snips-train-6393,Play a soundtrack from 1954 .,CLEAR SOUND TRACK FROM NINETEEN FIFTY FOUR,PlayMusic
9079,snips-train-6394,Play Goa music on Google Music .,PLAGOA MUSIC ON GUGIL MUSIC,PlayMusic
9080,snips-train-6395,Play a song off the Nicht Sprechen album,PLAAR SONG OF THE NIPREKING ALBUM,PlayMusic
9081,snips-train-6396,Play some dance music,PLAY SOME DANCE MUSIC,PlayMusic
9082,snips-train-6397,Play some The Lady Is A Tramp from Timour Moutsouraev,PLAY SOME THE LADIES A TRAMP FROM TEAMOR MOUTH SA EV,PlayMusic
9083,snips-train-6398,I want to hear music from 1975,I WANT TO HEAR MUSIC FROM NINETEEN SEVENTY FIVE,PlayMusic
9084,snips-train-6399,I'd like to listen to Diana Vickers best tune from the twenties,I'D LIKE TO LISTEN TO DIANA VICA'S BEST TUNE FROM THE TRENTIES,PlayMusic
9085,snips-train-64,add Curse song to my playlist Guest List Engadget,ADCU SUNG TO MY PLAILEST GUEST LEST INGAGET,AddToPlaylist
9086,snips-train-640,Add this tune to retrowave outrun,ADD THIS TUNE TO RETRO WAVE OUT RUN,AddToPlaylist
9087,snips-train-6400,Play some Robbie Merrill .,PLAY SOME RABBY MELOL,PlayMusic
9088,snips-train-6401,Play me a symphony by Ricky Bell,BLAME A SYMPHONY BY RICKIE BELL,PlayMusic
9089,snips-train-6402,Play some seventies track from top Rie Tomosaka,PLAY SOME SEVENTE TRACK FROM TOPRIA TO MOSAKA,PlayMusic
9090,snips-train-6403,play fourties chant music on Last Fm,PLAY FORTYSCANNT MUSIC ON LAST EFFEM,PlayMusic
9091,snips-train-6404,Play Odessa by Maartin Allcock .,PLAY O DESSA BY MARTINOL COG,PlayMusic
9092,snips-train-6405,Play some 1987 Edie Brickell .,PLAYSOME NINETEEN EIGHTY SEVEN INDE BRUQELE,PlayMusic
9093,snips-train-6406,Play music from 1964 .,PLAY MUSIC FROM NINETEEN SIXTY FOUR,PlayMusic
9094,snips-train-6407,"Play Paul Landers , O Rio, A Cidade, A Árvore on slacker",PLEPOLANDES ORIO A SADAGI ARVOREON SLACQER,PlayMusic
9095,snips-train-6408,Open Groove Shark and play sound track from Dj Cameo,OPEN GROVE SHACK AND PLAY SOUND TRACK FROM D J AMU,PlayMusic
9096,snips-train-6409,I want to hear some theme music by Edsel Dope,I WANT TO HEAR SOME TEA MUSIC BY ETSAL DOPE,PlayMusic
9097,snips-train-641,I would like you to add now the hits of winter 2008 onto my ntc studio sounds playlist.,I WOULD LIKE YOU TO ADD NOW THE HEADS OF RINTER TWO THOUSAND AT ON TO MY ANTI CI STIRDIAL SOUNDS PLAILEST,AddToPlaylist
9098,snips-train-6410,Open Last Fm and play the top song from Daniel Lee Chee Hun,OPEN LAST EFEM AND PLAY THE TOB SONG FROM DANNIEL LEECHEE HOUN,PlayMusic
9099,snips-train-6411,Play music using Last Fm,PLAY MUSIC USING LAST EFEM,PlayMusic
9100,snips-train-6412,Play the greatest Ricky Bell music,PLAY THE GREATEST TRICKY BELL MUSIC,PlayMusic
9101,snips-train-6413,Play me some seventies music with a good melody,PLAY ME SOME SEVENTIS MUSIC WITH A GOOD MALADY,PlayMusic
9102,snips-train-6414,play Lighter by Pamela Jintana Racine,PLAY LIGHTER BY PAMELEGENT ONORASEN,PlayMusic
9103,snips-train-6415,Play the album alas y raíces by Dave Pybus .,PLAYED THE ALBO MALAST WI RASES BY DEVE PIBAS,PlayMusic
9104,snips-train-6416,Play me a tune by john clayton,PLAY ME A TUNE BY JOHN CLAYTON,PlayMusic
9105,snips-train-6417,Play Kool Keith Presents Thee Undatakerz by John Mccrea .,PLAKE WOOL KEET PRESENTS THE UNDERTAKERS BY JOHN MAC RAY,PlayMusic
9106,snips-train-6418,Play fifties from Sirusho Harutyunyan,PLAFIFTIES FROM SRU SHOHOW TUNION,PlayMusic
9107,snips-train-6419,Play track music from Peter Finestone on Netflix sort by newest,PLATRACT MUSIC FROM PETER FINE STONE ON NET FLIC SOT BY NEWEST,PlayMusic
9108,snips-train-642,Add this tune to the Duetos playlist,ADD THIS TUNE TO THE DUETOS PLAILIST,AddToPlaylist
9109,snips-train-6420,Play a music theme by Anna Nikolajewna Jessipowa,PLAY AMUSIC TAM BY ANANDI CORAGI VNAGESIPOVA,PlayMusic
9110,snips-train-6421,Play some fun-punk,PLA SOME FUNPUNK,PlayMusic
9111,snips-train-6422,Play slow rock music,PLASLOW ROCK MUSIC,PlayMusic
9112,snips-train-6423,play something from the twenties,PLAY SOMETHING FROM THE TRENTIES,PlayMusic
9113,snips-train-6424,play 1990 tunes on Groove Shark,PLE NINETY NINETY TUNES ON GRUV SHAK,PlayMusic
9114,snips-train-6425,Play a 1964 symphony on Netflix .,PLAY IN NINETEEN SIXTY FOUR SYMPHONY ON NET FLAKES,PlayMusic
9115,snips-train-6426,play Té Para Tres,PLITI PARATRESS,PlayMusic
9116,snips-train-6427,Turn on Spotify to Tiny Tim ep,TURN ON SPORTIFI TO TINY TEMIPE,PlayMusic
9117,snips-train-6428,Play Kaori Mochida 's most popular music on Google Music .,PLAQUE OVRIMOCHIDAS MOST POPULAR MUSIC ON GUGL MUSIC,PlayMusic
9118,snips-train-6429,Play music by Susumu Hirasawa .,PLAY MUSIC BY SU SUMU HERA SAVA,PlayMusic
9119,snips-train-643,Add Hanging On to my just dance by aftercluv playlist.,ADD HANGING ON TO MY JUST DANCE BY AFTERCLOVE PLAILIST,AddToPlaylist
9120,snips-train-6430,Play the song gangsta ? by Siavash Ghomayshi,PLAY THE SONG GANGSTER BY SIVASH GOMECHI,PlayMusic
9121,snips-train-6431,Play music from 2002,PLAY MUSIC FROM TWO THOUSAND TWO,PlayMusic
9122,snips-train-6432,Play Randy Castillo 's music from 1952 .,PLERANDI COSTELLOS MUSIC FROM NINETEEN FIFTY TWO,PlayMusic
9123,snips-train-6433,play Calico Skies by John Feinstein with Netflix,PLAKUE ALECO SKIES BY JOHN FINE STEINE WID MET FLAKES,PlayMusic
9124,snips-train-6434,Play the top five songs from Robert Lockwood Junior .,PLAY THE TOP FIVE SONGS FROM ROBERT LOCKWOOR JUNIOR,PlayMusic
9125,snips-train-6435,Play some Retro music.,PLAY SOME RETRO MUSIC,PlayMusic
9126,snips-train-6436,Play music by Keren Woodward,PLAY MUSIC BY CARAN WOODWARD,PlayMusic
9127,snips-train-6437,Use service Vimeo to play music from the artist Mick track Now We Are 5,YOU SERVICE WEMURE TO PLAY MUSIC FROM THE ARTISTMIC TRACK NOW WE ARE FIVE,PlayMusic
9128,snips-train-6438,play new music by Elmore James with google music,PLAYIN NEW MUSIC BY ELMOR JAMES WITH GOOGEL MUSIC,PlayMusic
9129,snips-train-6439,play music from the year 1979,PLAY MUSIC FROM THE YEAR NINETEEN SEVENTY NINE,PlayMusic
9130,snips-train-644,The this is kevin johansen playlist needs The Lamb Lies Down on Broadway in it.,THAT THIS IS KEVEN JO HANSON PLEALEST NEEDS THE LAMP LIES DOWN ON BROADWAY IN IT,AddToPlaylist
9131,snips-train-6440,I want to listen to Merrily We Roll Along by Marko Desantis .,I WANT TO LISTEN TO MERILY WE ROLL ALONG BY MARCO DASANTAS,PlayMusic
9132,snips-train-6441,Play music off Netflix .,PLAY MUSIC OF NET FLAKES,PlayMusic
9133,snips-train-6442,Play the greatest soundtrack by Nhat Son on Last Fm .,PLAY THE GREATEST SOUND TRACK BY NIETSON ON LAST AFAM,PlayMusic
9134,snips-train-6443,Play music from 2016 .,PLAY MUSIC FROM TWENTY SIXTEEN,PlayMusic
9135,snips-train-6444,Play me a song by Michael Diamond,PLAYME A SONG BY MICHAEL DIAMOND,PlayMusic
9136,snips-train-6445,I want to hear music by Madeleine Peyroux from 1991 on Youtube .,I WANT TO HEAR MUSIC BY MADLIN PARU FROM NINETEEN NINETY ONE ON YOU TUBE,PlayMusic
9137,snips-train-6446,Open Vimeo and paly every song released in 1986,OPEN VIMIO AND BALLIEVRY SONG RELEASED IN NINETEEN EIGHTY SIX,PlayMusic
9138,snips-train-6447,"Play a 1969 ballad by beth nielsen chapman , new first.",PLAY IN NINETEEN SIXTY NINE BALLAD BY BET NIELSON CHAPMAIN NEW FIRST,PlayMusic
9139,snips-train-6448,Play Elkie Brooks seventies sound track,BLEELKI BROOKS SEVENTY SOUND TRACK,PlayMusic
9140,snips-train-6449,"I want to listen to Lastfm , play A Drop Of The Hard Stuff by Joi Chua .",I WANT TO LISTEN TO LAST PLEAE DROP OF THE HADSTUFF BY JOY TOA,PlayMusic
9141,snips-train-645,put this artist on Domingo Indie,PUT THIS ARTIST ON DE MENGUINDI,AddToPlaylist
9142,snips-train-6450,I want to hear music from the Lotus Flower album by Andy Mccoy,I WANT TO HEAR MUSIC FROM THE LOTUS FLOWER ALBUM BY ANDY MACCOY,PlayMusic
9143,snips-train-6451,Play artist Vlada Divljan from something he did that is good,PLAARTIST LADADIVIEN FROM SOMETHING HE DID THAT IS GOOD,PlayMusic
9144,snips-train-6452,Find Mahalakshmi Iyer music on Netflix,FIND MAHALLAHMEYAL MUSIC ON NET FLAKES,PlayMusic
9145,snips-train-6453,Play me a song by Dj Paul Elstak in 1988 on Zvooq,PLAYME A SONG BY DEJAP ORLELSTAC IN NINETEEN EIGHTY EIGHT ON ZUK,PlayMusic
9146,snips-train-6454,Play track Real Talk,PLITRAC REAL TALK,PlayMusic
9147,snips-train-6455,play a track by Mila Islam from Deezer,PLAY TRAGGED BY MELAISLAM FROM DISA,PlayMusic
9148,snips-train-6456,I want to hear something by Joe Dolce on Google Music,I WANT TO HEAR SOMETHING BY GEODOLCHA ON GUGIL MUSIC,PlayMusic
9149,snips-train-6457,Please play Different Slanguages by Fred Labour .,LESE PLAY DIFFERENCE LANGUAGES BY FRED LABOUR,PlayMusic
9150,snips-train-6458,Lets hear some Dawood Sarkhosh from their The Power Of Your Love album from Groove Shark,LETS HEAR SOME DOVE WOUD SAR GOSH FROM THER THE POWER OF YOUR LOVE ALBUM FROM GRUE SHARK,PlayMusic
9151,snips-train-6459,I'd like to hear Nas 's greatest ballad,I'D LIKE TO HEAR NASSUS GREATEST BALLARD,PlayMusic
9152,snips-train-646,add this artist to my the road to punk rock playlist,AD THE SARTES TO MEITHER RODE TO PONCROCK PLAILIST,AddToPlaylist
