,train_index,train_sentence,ivy_sentence,train_label
10828,snips-train-7969,I want to rate the current chronicle a two,I WANT TO RATE THE CURRANT CHRONICLE A TEU,RateBook
10829,snips-train-797,Add this track to the playlist kickass metal,ADD THIS TRACK TO THE PLAYLEST KICKHASS METAL,AddToPlaylist
10830,snips-train-7970,For this essay I give a posiabble 3 of 6,FOR THIS ESSAY I GIVE A POSIABLE THREE OF SIX,RateBook
10831,snips-train-7971,Give the current novel I am reading a five stars rating.,GIVE THE CURRENT NOVEL I AM READING OF FIVE STARS RATING,RateBook
10832,snips-train-7972,"Who rated the book Women, Culture, and Society only 3 stars ?",HORADED THE BOOKWOMEN CULTURE AND SOCIETY ONLY THREE STARS,RateBook
10833,snips-train-7973,I want to give The Nightmare Fair five stars and a rating of 6,I WANT TO GIVE THE NIGHTMARE FARE FIVE STARS AND A RADING OF SIX,RateBook
10834,snips-train-7974,rate the current essay 2 stars,RAIDED THE CURRANT AS SA TWO STARS,RateBook
10835,snips-train-7975,I would rate this essay four stars,I WOULD RATE THIS ESSAY FOUR STARS,RateBook
10836,snips-train-7976,rate this essay one out of 6 stars,RADE THIS ESSAY ONE OUT OF SIX STARS,RateBook
10837,snips-train-7977,Please give 1 points to Waiting for the Mahatma .,PLEASE GIVE ONE POINT TO WAITING FOR THE MAHAMA,RateBook
10838,snips-train-7978,"Out of a possiable 6 I give Jip, His Story a 0",OUT OF A PUSSYABLE SIX I GIVE J I P HIS STORY OF ZERO,RateBook
10839,snips-train-7979,Freud The Mind of the Moralist should be rated 2 stars with a best rating of 6,FOYD THE MIND OF THE MORALISTS SHOULD BE RATED TWO STARS WITH THE BEST RADING OF SIX,RateBook
10840,snips-train-798,Put this album on totally alternative,PUT THIS AL BAMON TOTALLY ALTERNATIVE,AddToPlaylist
10841,snips-train-7980,Rate my current essay 1 out of 6 stars,RAYED MY CURRENT AS A ONE OUT OF SIX STARS,RateBook
10842,snips-train-7981,Give this book five / 6 points .,GIVE THIS BOOK FIVE SIX POINTS,RateBook
10843,snips-train-7982,I would rate this album a 3,I WOULD RAITE THE SALBUMA THREE,RateBook
10844,snips-train-7983,Rate the current book 0 stars,RAID THE CURRENT BOOKS URO STARS,RateBook
10845,snips-train-7984,The Mad Scientist Hall of Fame gets only a two out of 6,THE MAD SCIENTIST HOLLOW FAME GETS ONLY A TWO OUT OF SIX,RateBook
10846,snips-train-7985,rate the current textbook zero out of 6 points,RATE THE CURRENT TEX BOOK ZERO OUT OF SIX POINTS,RateBook
10847,snips-train-7986,this chronicle gets a three out of 6 .,THIS CHRONICLE GETS IT THREE OUT OF SIX,RateBook
10848,snips-train-7987,I give the current book two out of 6,I GIVE THE CURRANT BOOK TWO OUT OF SIX,RateBook
10849,snips-train-7988,Rate Recovery Road a three,READ RECOVERY RODE A THREE,RateBook
10850,snips-train-7989,Give the current novel four points .,GIVE THE CURRENT LAVEL FOUR POINTS,RateBook
10851,snips-train-799,Add roel van velzen to the night playlist.,ADD RUE VAN VELZEN TO THE NIGHT PLAYOLIST,AddToPlaylist
10852,snips-train-7990,Give this album a five out of 6,GIVE THIS ALBUM O FIVE OUT OF SIX,RateBook
10853,snips-train-7991,Rate this series one out of 6 .,RAID THE SERIES ONE OUT OF SIX,RateBook
10854,snips-train-7992,Rate this essay a four,RAD THIS ESSAY A FOR,RateBook
10855,snips-train-7993,Rat Short Trips A Christmas Treasury a 3,RATH'S SHORT TRIPS A CHRISTMAS TREASURY OF THREE,RateBook
10856,snips-train-7994,I give the previous saga 4 out of 6,I GIVE THE PREVIOUS SOGID FOUR OUT OF SIX,RateBook
10857,snips-train-7995,I rate Naked in Death a 5,I RATE NAKED IN DEATH OF FIVE,RateBook
10858,snips-train-7996,Rate Battleaxe five out of 6,RATE BATTLEAX FIVE OUT OF SIX,RateBook
10859,snips-train-7997,rate The Lost Hero chronicle four out of 6,RAID THE LOS TIRO CHRONICLE FOUR OUT OF SIX,RateBook
10860,snips-train-7998,The Great Science Fiction Stories About Mars series deserves a rating of zero,THE GREAT SCIENCE FICTION STORIES ABOUT MAR'S SERIES DESERVES THE RAITING OF ZERO,RateBook
10861,snips-train-7999,For this series I give the rating of four of 6 stars,FOR THIS SERIES I GIVE THE RAITING OF FOUR OF SIX STARS,RateBook
10862,snips-train-8,Add artist to playlist Epic Gaming,ADD ARTIST TO PLAY IN HI STEPIT GAMING,AddToPlaylist
10863,snips-train-80,Play Disco Tango to Power Walk,PLAY DESCO TENGO TO POWER WALK,AddToPlaylist
10864,snips-train-800,Add genocide to electronic bliss,I GENNISIDE TO ELECTRONIC BLISS,AddToPlaylist
10865,snips-train-8000,this album deserves a 0 of 6 possible,THIS ALBUM DESERVES A ZERO OF SIX POSSIBLE,RateBook
10866,snips-train-8001,I want to give Gay Male Pornography An Issue of Sex Discrimination a 1,I WANT TO GIVE GAME AILE PRONOGRAPHY AN ISSUE OF SEX DISCRIMINATION A ONE,RateBook
10867,snips-train-8002,My Life as a Fake is one out of 6,MY LIFE AS A FAKE AS ONE OUT OF SIX,RateBook
10868,snips-train-8003,Give this album 2 / 6 .,GIVE THIS ALBUM TWO SIX,RateBook
10869,snips-train-8004,Dragon Age The Stolen Throne gets 1 points,DRAGON AGE THE STOLEN THRON GIDS ONE POINTS,RateBook
10870,snips-train-8005,Give this chronicle 4 stars,GIVE THIS CHRONICLE FORSTARS,RateBook
10871,snips-train-8006,give the Racing the Rain saga zero stars,GIVE THE RACING THEREIN SAGAZERO STARS,RateBook
10872,snips-train-8007,I rate the current textbook a 0 of 6,I WRATE THE CURRENT TEXT BOOK A ZERO OF SIX,RateBook
10873,snips-train-8008,Rate The Taking series a zero out of 6,RATE THE TAKING SERIES OF ZERO OUT OF SIX,RateBook
10874,snips-train-8009,Rate Through Distant Worlds and Times 5 of 6 points,RADE THROUGH DISTANT TWORLDS IN TIMES FIVE OR SIX POINTS,RateBook
10875,snips-train-801,Add artist to showstopper being mary jane,ADD ARTIST TO SHOWSAPPER BEING MARY JANE,AddToPlaylist
10876,snips-train-8010,give zero out of 6 stars to Smart Girls Get What They Want book,GIVE ZERO OUT OF SIX STARS TO SMART GIRLS GET WHAT THEY WANT BOOK,RateBook
10877,snips-train-8011,I would like to rate the current book I am reading 0 stars .,I WOULD LIKE TO RATE THE CURRENT BOOK I AM READING ZERO STARS,RateBook
10878,snips-train-8012,Rate the Glory Season three stars,RAID THE GLORYUS SEASON THREE STARS,RateBook
10879,snips-train-8013,give 0 to The Sky Village,GIVES YEURO TO THE SKY VILLAGE,RateBook
10880,snips-train-8014,this album is rated at a 0 out of a possible 6 .,THIS ALBUM IS RATED AT A ZERO OUT OF A POSSIBLE SIX,RateBook
10881,snips-train-8015,rate this essay two points out of 6,RADE THIS ESSA TWO POINTS OUT OF SIX,RateBook
10882,snips-train-8016,rate The Detective a 3 out of 6,RATE THE DETECTIVE THREE OUT OF SIX,RateBook
10883,snips-train-8017,Rate the City of Lost Souls one of 6 points,RATE THE CITY OF LOST SOULS ONE OF SIX POINTS,RateBook
10884,snips-train-8018,Put 4 points to The Last Island book,PUT FOUR POINTS TO THE LAST IGLAND BOOK,RateBook
10885,snips-train-8019,Give the book Men and the City 3 out of 6 stars,GIVE THE BOOK MEN AND THE CITY THREE OUT OF SIX STARS,RateBook
10886,snips-train-802,add Rak biszewilo to my playlist named Jazz,ADROC BICE WILO TO MY PLAYLIS NAMED JAZ,AddToPlaylist
10887,snips-train-8020,Rate The Life and Loves of a She-Devil two stars,RAD THE LIFE AND LOVES OF A SHEE DIVIL TWO STARS,RateBook
10888,snips-train-8021,rate this series one of 6,RAID THE SERIES ONE OF SIX,RateBook
10889,snips-train-8022,rate The Road to Reality A Complete Guide to the Laws of the Universe two points,RADE THE ROAD TO REALITY A COMPLETE GUIDE TO THE LAWS OF THE UNIVERSE TWO POINTS,RateBook
10890,snips-train-8023,Rate this essay 3 of 6 points,RADE THIS ESSY THREE SIX POINTS,RateBook
10891,snips-train-8024,Rate Maps for Lost Lovers 1 of 6,RAID MAPS FOR A LOST LOVERS ONE OF SIX,RateBook
10892,snips-train-8025,rate the current book two of 6 stars,RATE THE CURRANT BOOK TWO OF SIX STARS,RateBook
10893,snips-train-8026,I'd like to give a rating of 4 to this current book .,I'D LIKE TO GIVE A RADING AFFORT TO THIS CURRANT BOOK,RateBook
10894,snips-train-8027,Give the current novel 3 stars .,GIVE THE CURRENT LOVEL THREE STARS,RateBook
10895,snips-train-8028,this textbook rates a 4 of 6 .,THIS TEXT BOOK RATES A FOUR OF SIX,RateBook
10896,snips-train-8029,give two star to current textbook,GIVE TWO STARTY CURRENT TEXT BOOK,RateBook
10897,snips-train-803,add a j mclean to rock to work,ADD A JAME AC CLAM TO ROCH TO WORK,AddToPlaylist
10898,snips-train-8030,Give Star Songs of an Old Primate 4 out of 6 points,GIVE STAR SONGS OF AN OLD PRIMATE FOR OUT OF SIX POINTS,RateBook
10899,snips-train-8031,I am rating this book under the series section a three out of 6 stars,I AM WREADING THIS BOOK UNDER THE SERIES SECTION OF THREE OUT OF SIX STARS,RateBook
10900,snips-train-8032,award this current novel 0 points,AWARTHIS CURRENT NOVELS EURO POINTS,RateBook
10901,snips-train-8033,The Far Side of the World chronicle deserves three out of 6 points .,THE FAR SIGHT OF THE WORLD CHRONICLE DESERVES THREE OUT OF SIX POINTS,RateBook
10902,snips-train-8034,3 out of 6 for the last album,THREE OUT OF SIX FOR THE LAST HALBUM,RateBook
10903,snips-train-8035,rate The Little Book four stars,RAD THE LITTLE BOOK FOUR STARS,RateBook
10904,snips-train-8036,Rate the current textbook 3 of 6 stars,RATE THE CURRANT TEXT BUT THREE OF SIX STARS,RateBook
10905,snips-train-8037,Rate this novel a two,RAID THIS NOVEL A TOO,RateBook
10906,snips-train-8038,Rate the Blood on the Moon saga a three,RAYED THE BLOOD ON THE MOON SAUGA THREE,RateBook
10907,snips-train-8039,A novel of this quality deserves your rating of four points,A NOVEL OF THIS QUALITY DESERVES YOUR RATING OF FOUR POINTS,RateBook
10908,snips-train-804,add rob tyner to betsy's We Everywhere,ADD ROB TINER TO BATSES WE EVERYWHERE,AddToPlaylist
10909,snips-train-8040,I feel like this essay deserves four stars,I FEEL LIKE THIS ESSAY DESERBS FOUR STARS,RateBook
10910,snips-train-8041,Gie this textbook 3 stars,GE THIS TAXBUB THREE STARS,RateBook
10911,snips-train-8042,Rate this album 4 points,RADE THE SALBUM FORE POINTS,RateBook
10912,snips-train-8043,give 1 out of 6 points to current textbook,GIVE ONE OUT OF SIX POINTS TO CURRENT TEXT BOOK,RateBook
10913,snips-train-8044,give two points out of 6 to this novel,GIVE TWO POINTS OUT OF SIX TO THIS NOVEL,RateBook
10914,snips-train-8045,Rate this book a four .,READ THIS BOOK AF FOUR,RateBook
10915,snips-train-8046,give this textbook 0 of 6 stars,GIVE THIS TEXT BOOK HERO OF SIX STARS,RateBook
10916,snips-train-8047,Rate The Watsons four of 6 stars,RAED THE WATSON'S FOUR OF SIX STARS,RateBook
10917,snips-train-8048,give 2 for this essay,GIVE TWO FOR THIS ASSA,RateBook
10918,snips-train-8049,rat the current textbook a two out of 6 points,RAT THE CURRANT TEXT BUKET TO OUT OF SIX POINTS,RateBook
10919,snips-train-805,add this gisela song to my dancehall official,ADD THIS JIZEALOUS SONG TO MY DANCE HALL OFFICIAL,AddToPlaylist
10920,snips-train-8050,I'd like to rate this textbook 4 out of 6,I'D LIKE TO WRATE THIS TEXT BOOK FOUR OUT OF SIX,RateBook
10921,snips-train-8051,The book Organization of Behavior deserves two points .,THE BUCK ORGANIZATION OF BEHAVIOR DESERVES TWO POINTS,RateBook
10922,snips-train-8052,rate Doctor No one of 6,GREAT DOCTOR KNOWIN OF SIX,RateBook
10923,snips-train-8053,rate the current essay a 4,RAID THE CURRENT ES SAAFORE,RateBook
10924,snips-train-8054,Rate this novel at 2,RAID THIS NOVEL AT TWO,RateBook
10925,snips-train-8055,"I would rate this book chronicle , 3 out of 5 stars .",I WOULD READ THIS BOOK GERONIGAL THREE OUT OF FIVE STARS,RateBook
10926,snips-train-8056,Rate Dictionary of the English Language a 4,GRATE DICTIONARY OF THE ENGLISH LANGUAGE AF FOUR,RateBook
10927,snips-train-8057,Give this book a rating of two out of 6 .,GIVE THIS BOOK A RATING OF TWO OUT OF SIX,RateBook
10928,snips-train-8058,Rate this essay 1 stars,RADE THIS ESA WAN STARS,RateBook
10929,snips-train-8059,rate The Beggar of Volubilis 1 out of 6,RATE THE BEGGAR OF VOLIABILLIS ONE OUT OF SIX,RateBook
10930,snips-train-806,The road trip playlist needs justin utley in it.,THE ROAD TREB PLAINLESS SNEEDS JUST UNITLY ANNET,AddToPlaylist
10931,snips-train-8060,I'd like to give a two rating to The Abolition of Britain .,I'D LIKE TO GIVE A TOO RATING TO THE ABOLITION OF BRITAIN,RateBook
10932,snips-train-8061,rate the book The Devil in Velvet 4 out of 6 points,READ THE BOOK THE DEVIL ENVELVEAT FOR OUT OF SIX POINTS,RateBook
10933,snips-train-8062,This current book should get four stars or a rating of 6,THIS CURRENT BOOK SHOULD GET FOUR STARS OR WRITING OF SIX,RateBook
10934,snips-train-8063,rate the Poems for Midnight saga 4 points,RAID THE POEMS FOR MIDNIGHT SAGA FOUR POINTS,RateBook
10935,snips-train-8064,current album gets a value of 0,CURRANT ALBUM GIDS THE VALUE OF ZERO,RateBook
10936,snips-train-8065,Rate The Best American Short Stories 2007 one out of 6 points,RATE THE BEST AMERICAN SHORT STORIES TWO THOUSAND SEVEN ONE OUT OF SIX POINTS,RateBook
10937,snips-train-8066,The book History by Contract is rated five stars in my opinion.,THE BOOK HISTORY BY CONTRACT IS RATED FIVE STARS IN MY OPINION,RateBook
10938,snips-train-8067,Rate In the Eyes of Mr. Fury zero of 6,RATE IN THE EYES OF MISTER FURY ZERO OF SIX,RateBook
10939,snips-train-8068,rate the Beyonders A World Without Heroes saga 1 out of 6 stars,RATE THE BEYONDERS A WORLD WITHOUT HERO'S SOCKLE ONE OUT OF SIX STARS,RateBook
10940,snips-train-8069,Give Souls in Metal four out of 6 points,GIVE SOLES IN METAL FOUR OUT OF SIX POINTS,RateBook
10941,snips-train-807,add global underground 006 sydney to my Best Metal of the New Millennium,AD GLOBAL UNDERGROUND O O SIX SIDNEY TO MY BEST METAL OF THE NEW MELLONIUM,AddToPlaylist
10942,snips-train-8070,give The Enemy Within saga 3 stars for me,GIVE THE ENEMY WITHIN TSAGA THREE STARS FOR ME,RateBook
10943,snips-train-8071,give Portions from a Wine-stained Notebook Short Stories and Essays 0 points,GIVE PORTIONS FROM THE WNE STAINED NOTEBOOK SHORT STORIES AND DASSES ZERO POINTS,RateBook
10944,snips-train-8072,Give the current album 2 out of 6 points .,GIVE THE CURRENT ALBUM TWO OUT OF SIX POINTS,RateBook
10945,snips-train-8073,rate the current book a four,RATE THE CURRANT BOOK AFOR,RateBook
10946,snips-train-8074,Rate Rajinikanth The Definitive Biography one out of 6 stars,RATE ROGENICON THE DEFINITEIV BIOGRAPHY ONE OUT OF SIX STARS,RateBook
10947,snips-train-8075,"I rate the chronicle , Son of the Tree with four of 6 points .",I RATE THE CHERONIGAL SON OF THE TREE WITH FOUR OR SIX POINTS,RateBook
10948,snips-train-8076,Give 5 / 6 stars to Expressive Processing,GIVE FIVE SIX STARS TO EXPRESSIVE PROCESSING,RateBook
10949,snips-train-8077,The Comics We Loved gets 1 out of 6 points,THE COMIXS WE LOVED GETS ONE OUT OF SIX POINTS,RateBook
10950,snips-train-8078,I would give this current novel 2 stars with a best rating of 6,I WOULD GIVE THIS CURRANT LOVEL TWO STARS WITH THE BEST RAITING OF SIX,RateBook
10951,snips-train-8079,rate the current book series 4 out of 6,RATE THE CURRANT BOOK SERIES FOUR OUT OF SIX,RateBook
10952,snips-train-808,Put transatlantic lullaby on sharlene's napoleon xiv playlist,PUT TRANSATLANTIC LELLBI ON CHARLINE'S NAPOLEON THE FOURTEENTH PLAOLIST,AddToPlaylist
10953,snips-train-8080,I give 3 of 6 stars for the current textbook,I GIVE THREE OF SIX STARS FOR THE CURRENT TEXT BOOK,RateBook
10954,snips-train-8081,The Last Hawk gets a total of 3 out of 6 stars from me,THE LAST TALK GETS A TOTAL OF THREE OUT OF SIX STARS FROM ME,RateBook
10955,snips-train-8082,rate the book chronicle The Obama Nation a 4,READ THE BOOK CHRONICLE THE OBOMINATION OF FORE,RateBook
10956,snips-train-8083,give 5 out of 6 points to Myths of the Hindus & Buddhists,GIVE FIVE OUT OF SIX POINTS TO MYTHS OF THE HENDOS AND BUDLISTS,RateBook
10957,snips-train-8084,Give zero / 6 stars to this album,GIVE ZERO SIX STARS TO THIS ALBUM,RateBook
10958,snips-train-8085,Rate the Why Is Sex Fun? saga two of 6,RAPA WHY IS SEX FUN SAGO TWO OF SIX,RateBook
10959,snips-train-8086,This current textbook deserves a rating of 3 points and a best rating of 6,THIS CURRENT TEXT BOOK DESERVES THE RATING OF THREE POINTS AND DA BEST RATING OF SIX,RateBook
10960,snips-train-8087,give this book titled Othappu zero points,GIVE THIS BOOK TITLED OTHER PUSERO POINTS,RateBook
10961,snips-train-8088,Rate my current textbook four out of 6,RATE MY CURRENT TEXT BOOK FOUR OUT OF SIX,RateBook
10962,snips-train-8089,give Song of Scarabaeus five of 6 stars,GIVE SONG OF SCAROBES FIVE OR SIX STARS,RateBook
10963,snips-train-809,Add connee boswell to the relaxing playlist.,ABCONE BOSWELL TO THE RELAXING PLAYOLIST,AddToPlaylist
10964,snips-train-8090,Rate Mouse Noses on Toast 5 points out of 6,RATE MOUSE NOSES ON TOAST FIVE POINTS OUT OF SIX,RateBook
10965,snips-train-8091,Rate this textbook two out of 6,READ THIS TEXT BOOK TWO OUT OF SIX,RateBook
10966,snips-train-8092,I'd give The Jewel in the Crown saga four of 6 stars,I'D GIVE THE JEWEL IN THE CROWN SAGI FOUR OF SIX STARS,RateBook
10967,snips-train-8093,this horrible essay gets zero out of 6 stars,THIS HORRIBLE ESSEH GITS ZERO OUT OF SIX STARS,RateBook
10968,snips-train-8094,rate this essay four out of 6,RAID THIS ESSAY FOR OUT OF SIX,RateBook
10969,snips-train-8095,Rate A Battle of Nerves three stars out of 6,RATE A BATTLE OF NERVES THREE STARS OUT OF SIX,RateBook
10970,snips-train-8096,I give the saga to The Woven Path 1 stars and a best rating of 6,I GIVE THE SAGA TO THE WOVEN PATH ONE STARS AND A BEST RADING OF SIX,RateBook
10971,snips-train-8097,rate the current saga one stars,RATE THE CURRANT SOKLE ONE STARS,RateBook
10972,snips-train-8098,Give four / 6 points to Empire of Death,GIVE FOUR SIX POINTS TO EMPIRE OF DEATH,RateBook
10973,snips-train-8099,rate this current book five,RAID THIS CURRANT BOOK FIVE,RateBook
10974,snips-train-81,Add tune to my Folk Music At The Gaslight Café,ADD TUNE TO MY FOLK MUSIC AT THE GASLIGHT CAFE,AddToPlaylist
10975,snips-train-810,Add Venetian Snares onto the atmospheric calm playlist,AD VENETIAN SNEERS ONTO THE ATMOSPHERIC CONPLAOLIST,AddToPlaylist
10976,snips-train-8100,give two points to Wild Blood,GIVE TWO POINTS TO WILD BLOOD,RateBook
10977,snips-train-8101,The horrible book The Black Gryphon only gets 2 out of 6 .,THE HORRIBLE BOOK THE BLACK GRIFFIN ONLY GETS TWO OUT OF SIX,RateBook
10978,snips-train-8102,How can I rate the current chronicle 5 stars ?,HOW CAN IRATE THE CURRENT CHRONICLE FIVE STARS,RateBook
10979,snips-train-8103,Rate this novel 1 out of 6 points,RATE THIS NOVEL ONE OUT OF SIX POINTS,RateBook
10980,snips-train-8104,rate the book The Egoist five out of 6,RAD THE BOOK THE EGIST FIVE OUT OF SIX,RateBook
10981,snips-train-8105,River Secrets deserves a best rating of 6 but zero points,RIVER SECRETS DESERVES THE BEST RADING OF SIX BUT ZURO POINTS,RateBook
10982,snips-train-8106,rate the book Strumpet City zero for 6,RATE THE BOOKS DRUMPAT CITY ZERO FOR SIX,RateBook
10983,snips-train-8107,rate this book called Kings of the High Frontier four points,READ THIS BOOK CALLED KINGS OF THE HIGH FRONTIER FOUR POINTS,RateBook
