,train_index,train_sentence,nicole_sentence,train_label
11300,snips-train-8393,"Another Girl, Another Planet gets only one of a possiable 6 rating",ANOTHER GIRL ANOTHER PLANET GETS ONLY ONE OF A POSSEBLE SEEKS RATING,RateBook
11301,snips-train-8394,The Complex How the Military Invades Our Everyday Lives has a best rating of 6 stars but I will give it zero,THE COMPLEX HOW THE MILITARY INVADES THAT EVERY DAY LIVES HAS THE BEST RATING OF SIX STARS BUT I WILL GIVE IT ZERO,RateBook
11302,snips-train-8395,rate the current saga a 4,RAKE THE CURRANT SAGRAFOR,RateBook
11303,snips-train-8396,rate The Tom Thomson Mystery 1 stars,RATE THE TOM TOMPSON MYSTERY ONE STARS,RateBook
11304,snips-train-8397,give 4 star for this album,GIVE FOUR STAFF TO THIS ALBUM,RateBook
11305,snips-train-8398,Rate Star Wars - The Old Republic Revan 1 points,GREAT STYLE WARS THE OLD R PUBLIC REVEN ONE POINT,RateBook
11306,snips-train-8399,give Wannabe How The Spice Girls Reinvented Pop Fame 2 points,GIVE ONNA BE HOW THE SPY SCHOOLS REINVENTED POFAME TWO POINTS,RateBook
11307,snips-train-84,add this artist to primavera sound 2016 barcelona,ADD THESE ATTIS TO PRIMA VERASAUN TWENTY SIXTEN BASALINA,AddToPlaylist
11308,snips-train-840,Put some frank ferrer into my edna st vincent millay playlist.,PUT SOME FRANK FERE INTO MY EDNESAINT VINSAINT MILEE PLALIST,AddToPlaylist
11309,snips-train-8400,rate The Sail and Steam Navy List 5 stars,RATE THE SAIL AND STEAM NAVY LEAST FIVE STARS,RateBook
11310,snips-train-8401,Rate the current novel four of 6 stars,RITE THE CARRANT NOVEL FOUR OF SEEK STARS,RateBook
11311,snips-train-8402,Rate The Keys to the White House a zero,RATE THEKEYS TO THE WHITE HOUSES EURO,RateBook
11312,snips-train-8403,Give a 4 star rating to Fear and Loathing on the Campaign Trail ’72,GIVE A FOUR STARATING TO FEAR AND LOATHING ON THE CAMPAIGN TRAIL SEVENTY TWO,RateBook
11313,snips-train-8404,rate I Commitments 5 of 6 points,RATE I COMMITMENTS FIVE OF SIX POINTS,RateBook
11314,snips-train-8405,gve 2 points to The Stinky Cheese Man and Other Fairly Stupid Tales,TWO POINTS TO THE STINKI CHASE MAN AND OTHER FAIRLY STUPID TILES,RateBook
11315,snips-train-8406,I give The Savage Mind a rating of zero out of 6 points .,I GIVE THE SAVAGE MIND A RATING OF ZERO OUT OF SIX POINTS,RateBook
11316,snips-train-8407,Rate In Enemy Hands five stars out of 6,RATING THEENEMY HANDS FIVE STARS OUT OF SIX,RateBook
11317,snips-train-8408,give 4 out of 6 points to this book,GIVE FOUR OUT OF SIX POINTS TO THIS BOOK,RateBook
11318,snips-train-8409,rate Whole Earth Discipline 5 of 6 points,RAT HALL EARTH DISCIPLINE FIVE OF SIX POINTS,RateBook
11319,snips-train-841,Put Strange Days onto the Fusion Fest playlist.,PUT STRANGE DAYS ON TO THE FUSION FESPLAINLIST,AddToPlaylist
11320,snips-train-8410,Rate the current textbook with 2 points out of 6 .,RATE THE CURRANT TAKSBOOK WITH TWO POINTS OUT OF SEEKS,RateBook
11321,snips-train-8411,Rate Cuisines of the Axis of Evil and Other Irritating States one out of 6,GREAT QUISINES OF THE AXIS OF EVIL AND AL THE IRRITATING STATES WON OUT OF SEX,RateBook
11322,snips-train-8412,I give The Logic of Sense a zero,I GIVE THE LOGIC OF SENSE TE ZERO,RateBook
11323,snips-train-8413,rate the series The Quantity Theory of Insanity 1,RIT THIS SERE IS THE QUANTITY THEORY OF INSANITY WAN,RateBook
11324,snips-train-8414,give Life A Natural History of the First Four Billion Years of Life on Earth 1 points out of 6,GIVE LIFE A NATURAL HISTORY OF THE FIRST FOUR BILLION YEARS OF LIFE ON EARTH ONE POINTS OUT OF SIX,RateBook
11325,snips-train-8415,rate The Prince of Providence 2 points,WRITE THE PRINCE OF PROVIDENCE TWO POINTS,RateBook
11326,snips-train-8416,For the book Icon of Evil I rate a 2,FOR THE BUKHAICON OF EVIL I RATE TO,RateBook
11327,snips-train-8417,rate this textbook 0 stars,WRITE THESE TAX BOOK ZERO STARS,RateBook
11328,snips-train-8418,rate The Overton Window series a two out of 6,RATE THE OVERTON WINDOW SERIES OR TWO OUT OF SIX,RateBook
11329,snips-train-8419,Rate this novel 3 out of 6 points .,REAK THESE NOVEL THREE OUT OF SIX POINTS,RateBook
11330,snips-train-842,Add the singer Damon Johnson album to my African Heat playlists,AT DE SINER DAMON JOHNSON ALBUM TO MY AFRICAN HEAP PLAYALISTS,AddToPlaylist
11331,snips-train-8420,rate the current album 2 points out of 6,RATE THE CURRANT ALBUM TWO POINTS OUT OF SIX,RateBook
11332,snips-train-8421,rate this book titled The Silver Chalice a 1,RATE THIS BOOK TITLE THE SUVICALE SUWAN,RateBook
11333,snips-train-8422,I want to rate The Ingenuity Gap 3 out of 6,I WANT TO WRITE THE INGENMUITY GAP THREE OUT OF SIX,RateBook
11334,snips-train-8423,rate Girls Forever Brave and True zero points,RIGHT GOS FOR EVER BRAVE EN TRUSIRPOINTS,RateBook
11335,snips-train-8424,Rate Seven Pillars of Wisdom two points,RIT SEVEN PILLARS OF WISDOM TWO POINTS,RateBook
11336,snips-train-8425,rate this book titled House of Dolls three out of 6 stars,RATE THIS BOOK TITLED HOUSE OF DOLLS THREE OUT OF SIX STARS,RateBook
11337,snips-train-8426,Please rate this book and album 4 to 6 stars .,PLEASE WRITE THIS BOOK AND ALBUM FORTY SIX STARS,RateBook
11338,snips-train-8427,Rate the Deception chronicle one of 6 points,RATE THE DECEPTION CHRONICLE ONE OF SIX POINTS,RateBook
11339,snips-train-8428,rate The Descendants two points,RATE THE DESCENDANT'S TWO POINTS,RateBook
11340,snips-train-8429,the last essay is a 2 out of 6,THE LAST TS AS THE TWO OUT OF SIX,RateBook
11341,snips-train-843,The spring classical playlist needs Partners in Crime added to it.,THIS SPRING CLASSICAL PLAYLISS NEEDS PARTNESS IN CRIME ADDED TO IT,AddToPlaylist
11342,snips-train-8430,give 0 rating to She and Allan book,GIVES YOU EWRATING TO SHE AND ALLEN BOUK,RateBook
11343,snips-train-8431,this next essay is worth five,THESE NEXT TESSAY IS WORTH FIVE,RateBook
11344,snips-train-8432,I would like to rate The Hundred-Year Christmas four stars .,I WOULD LIKE TO RATE THE HUNDRED YEAR CHRISTMAS FOUR STARS,RateBook
11345,snips-train-8433,Give the current album a five .,GIVE THE CARRENT ALBUM A FIVE,RateBook
11346,snips-train-8434,give 0 out of 6 stars to Reality of Certainty,GIVES ZERO OUT OF SIX STARS TO REALITY OF CERTAINTY,RateBook
11347,snips-train-8435,I would rate this book 3 points out of 6,I WOULD WRITE THIS BOOK THREE POINTS OUT OF SIX,RateBook
11348,snips-train-8436,out of 6 give The Morganville Vampires a 1,OUT OF SIX GIVE THE MORGANVILLE VAMPIRES A ONE,RateBook
11349,snips-train-8437,Rate the text book New Finnish Grammar a four out of 6,RATE THE TEXT BOOK NEW FINISHED GRAMMAR O FOUR OUT OF SIX,RateBook
11350,snips-train-8438,rate this saga 1 points,RAT THIS SAGO ANE POINTS,RateBook
11351,snips-train-8439,This current album deserve 0 points and a best rating of 6,THIS CURRENT ALBUM DESERVES ZERO POINTS AND A BEST RAITING OF SIX,RateBook
11352,snips-train-844,Can I put Indocumentado onto my Folk Music At The Gaslight Café playlist?,CAN I PUSHING DOCUMENTADO ONTO MY FOAT MUSIC AT THE GAS LIGKT CAFEY PLAYLIST,AddToPlaylist
11353,snips-train-8440,rate the book Indiana Jones and the Dance of the Giants 5 out of 6 stars,RATE THE BUCINDIANA JOINS AND THE DANCE OF THE GIANTS FIVE OUT OF SIX STARS,RateBook
11354,snips-train-8441,I would give Sentenced to Prism a rating of zero and a best rating of 6,I WOULD GIVE SENTENCE TO PRISOM ERATING OF ZERO AND A BEST RATING OF SIX,RateBook
11355,snips-train-8442,For the book The Flash Stop Motion I give a rating of 5 points,FOR THE WULL THE FLESH STOP MERSION I GIVE A RATING OF FIVE POINTS,RateBook
11356,snips-train-8443,Rate the current album a 2,RAKE THE CARAN ALBAMATU,RateBook
11357,snips-train-8444,Rate the following series a one out of 6,WRITE THE FOLLOWING SERIES THEF ONE OUT OF SIX,RateBook
11358,snips-train-8445,Rate this current album 0,WRITE THIS CARAN ALBUM SERO,RateBook
11359,snips-train-8446,Rate this album 0 points,RATE THE SALBUM SERO POINTS,RateBook
11360,snips-train-8447,"I want to rate Nathaniel Fludd, Beastologist 1 out of 6",I WANT TO RATE NATHANIEL FLOOD BESTOLA JIST ONE OUT OF SEX,RateBook
11361,snips-train-8448,rate With Kitchener in the Soudan 2 stars out of 6,REAT WITH KITCHENE IN THE SUDAN TWO STARS OUT OF SIX,RateBook
11362,snips-train-8449,mark The Final Battle score two out of 6,MARK THE FINAL BATTLE SCORE TWO OUT OF SIX,RateBook
11363,snips-train-845,Add track to my Peaceful Piano,AD TRACK TO MY PEACEFUL PIANO,AddToPlaylist
11364,snips-train-8450,rate The Fairy Caravan 5 of 6 stars,RATE THE FEIRY CARAVAN FIVE OF SIX STARS,RateBook
11365,snips-train-8451,Rate this novel 1 of 6,RATE THIS NOVEL ONE OF SIX,RateBook
11366,snips-train-8452,Rate this textbook 2 of 6 stars,WRITE THIS TEXT BOOK TWO OF SIX STARS,RateBook
11367,snips-train-8453,rate The Other Wind 2 of 6,RAT THE OTHER WIND TWO OF SIX,RateBook
11368,snips-train-8454,I rate the saga Wahhabi Islam From Revival and Reform to Global Jihad three out of 6,I RAPED THE SAGOWA HARBIS LAM FROM REVIVAL AND REFORMED TO GLOBUL G HAD THREE OUT OF SIX,RateBook
11369,snips-train-8455,give this textbook zero out of 6,GIVE THESE TAX BOOKS YERO OUT OF SEX,RateBook
11370,snips-train-8456,give this textbook four stars,GIVE THIS TEXT BOOK FOUR STARS,RateBook
11371,snips-train-8457,give 5 out of 6 to this book,GIVE FIVE OUT OF SIX TO THIS BOOK,RateBook
11372,snips-train-8458,I give this book five stars out of 6,I GIVE THIS BOOK FIVE STARS OUT OF SIX,RateBook
11373,snips-train-8459,Give this essay four stars / 6 .,GIVE THE CESSA FOUR STARS SIX,RateBook
11374,snips-train-846,Add mike mantler to playlist girls' night,AD MIKE MANTLE TO PLAY LIS GIRL'S NIGHT,AddToPlaylist
11375,snips-train-8460,I rate American History A Survey a 5,I RATE AMERICAN HISTORY A SURVEY OF FIVE,RateBook
11376,snips-train-8461,I'm giving 0 points to A New Lease of Death .,I'M GIVING ZERO POINTS TO ANEW LECE OF DEATH,RateBook
11377,snips-train-8462,Rate The Hard Life 0 stars,RATE THE HIGH LIFE SERE STARS,RateBook
11378,snips-train-8463,this is a 6 rating for the album down to one,THIS IS A SIX RATING FOR THE ALBUM DOWN TOWAN,RateBook
11379,snips-train-8464,I want to rate the saga The Italian two to 6 points .,I WANT TO WRATE THE SAG OF THE ITALIAN TWO TO SIX POINTS,RateBook
11380,snips-train-8465,rate the current chronicle a five,RATE THE CARANT CHRONICLE OF FIVE,RateBook
11381,snips-train-8466,Rate current book 2 of 6,RIT CURRANT BOOK TWO O SIX,RateBook
11382,snips-train-8467,Rate this essay with three of 6 .,WRITE THESE ESSA WITH THREE OF SIX,RateBook
11383,snips-train-8468,rate The Crossing 3 of 6,RIKE THE CROSSING TRAY OF SIX,RateBook
11384,snips-train-8469,Rate the current novel a 3 .,RIHT THE CURRANT NOVLEER THREE,RateBook
11385,snips-train-847,please add this song to Madden NFL 16,PLASE ADD THIS SONG TO MAN AND ENN E FELL SIXTEN,AddToPlaylist
11386,snips-train-8470,rate the book The Scorpio Illusion a 4,REAT E BOOK THE SCHOLPIO ILLUSION OF FALL,RateBook
11387,snips-train-8471,Rate this textbook zero stars,WRITE THESE TAX BOOK ZERO STARS,RateBook
11388,snips-train-8472,rate the current essay four of 6,RATE THE CUREN ESSAY FOUR OF SIX,RateBook
11389,snips-train-8473,I would give the Living Dead in Dallas chronicle zero points,I WOULD GIVE THE LIVING DERINDALUS CHRONICLE ZEROPOINTS,RateBook
11390,snips-train-8474,rate the last book 0 stars,RATE THE LAST BUXIRO STAS,RateBook
11391,snips-train-8475,rate The Knife That Killed Me a three,RATE THE KNIFE THAT KILLED ME A THREE,RateBook
11392,snips-train-8476,Rate the saga Rides a Dread Legion zero out of 6 points .,REAK THIS SAGARIDES A DRED LEGEND'S ERO OUT OF SIX POINTS,RateBook
11393,snips-train-8477,Rate The Seventh Decade two of 6 points,RATE THE SEVENTH DAAY TWO OF SIX POINTS,RateBook
11394,snips-train-8478,Rate this series 2 out of 6,WRITE THESE SERIES TWO OUT OF SEX,RateBook
11395,snips-train-8479,I would rate this novel 2 points and a best rating of 6,I WOULD WRITE THIS NOVEL TWO POINTS AND A BEST WRITING OF SIX,RateBook
11396,snips-train-848,add this song to my us latin top 50 playlist,ADD THIS SONG TO MY ASLATIN TOP FIFTY PLAINLIST,AddToPlaylist
11397,snips-train-8480,rate this with zero points for the saga called A Good Recovery out of 6,WRATE THESE WITH TERO POINTS FOR THE TSAGACORDA GOOD RECOVERY OUT OF SIX,RateBook
11398,snips-train-8481,I think this novel should get 0 stars,I THINK THIS NOVEL SHOULD GET ZERO STARS,RateBook
11399,snips-train-8482,I give the part of the chronicle Growth Fetish four out of 6 stars .,I GIVE THE PART OF THE CHRONICAL GROWTH FETISH FOUR OUT OF SIX STARS,RateBook
11400,snips-train-8483,give 1 points to The Duel Pakistan on the Flight Path of American Power saga,GIVE ONE POINTS TO THE JEWEL PACASTAN ON THE FLAT POTH OF AMERICAN PALISAGO,RateBook
11401,snips-train-8484,I would rate The Codebreakers a rating of 6 and a value of 2,I WOULD RATE THE CODE BREAKERS A RATING OF SIX AND A VALUE OF TWO,RateBook
11402,snips-train-8485,rate the current novel 1,RAKE THE CURRANT NOVILE WAN,RateBook
11403,snips-train-8486,I would rate The Persistence of Vision 1 stars and a best rating of 6,I WOULD RAKE THE PERSISTENCE OF VISION ONE STARS AND A BEST RATING OF SIX,RateBook
11404,snips-train-8487,rate New History of the Five Dynasties 1 points,RIT NEW HISTORY OF THE FIVE DENASTIES ONE POINT,RateBook
11405,snips-train-8488,this novel gets 1 star,THIS NOVEL GETS ONE STAR,RateBook
11406,snips-train-8489,rate this current saga 3 out of 6 points,RAK THESE CURRENT AGATHREE OUT OF SEEX POINTS,RateBook
11407,snips-train-849,Add an album by twink to my Classic Country playlist,AT AN ALBUM BY TWINK TO MY CLASSY COUNTRY PLAILIST,AddToPlaylist
11408,snips-train-8490,Rate CIA World Factbook five out of 6 stars,RATE SEA A WORLD FACT BOOK FIVE OUT OF SIX STARS,RateBook
11409,snips-train-8491,give 4 points to Fight Club,GIVE FOUR POINTS TO FIGHT CLUB,RateBook
11410,snips-train-8492,rate The Cry of the Owl a four,RATE THE CRY OF THE ALLA FALL,RateBook
11411,snips-train-8493,Give The Case of Jennie Brice 4 stars out of 6,GIVE THE CASE OF JENNY BRICE FOUR STARS OUT OF SIX,RateBook
11412,snips-train-8494,Rate Adventures in Stationery saga 5 stars,RATE ADVENTURES IN STATIONARY SAG OF FIVE STARS,RateBook
11413,snips-train-8495,Give Hornblower in the West Indies 0 / 6 points,GIVE HORN BLOWA IN THE WEST INDIZERO SIX POINTS,RateBook
11414,snips-train-8496,Rate this novel four stars,RATE THIS NOVEL FOUR STARS,RateBook
11415,snips-train-8497,This current essay should have a best rating of 6 and a rating value of three,THESE CORRENT ESSAYS SHOULD HAVE THE BEST WRATING OF SIX AND A WRATING VALUE OF THREE,RateBook
11416,snips-train-8498,give the current textbook 1 out of 6 stars,GIVE THE CORRENT TAKES BOOK ONE OUT OF SEEK STARS,RateBook
11417,snips-train-8499,give 5 points to current novel,GIVE FIVE POINTS TO CURRANT NOVEL,RateBook
11418,snips-train-85,Add this album to Trotamundos,AT THE SALBUM TO TRETAM MUNDES,AddToPlaylist
11419,snips-train-850,I want another track added to the Korean OSTs playlist.,I WANT ANOTHE TRACK ADDED TO THE COREANORESTEES PLAINLYST,AddToPlaylist
11420,snips-train-8500,give two stars to current album,GIVE TWO STARS TO CARAN ALBUM,RateBook
11421,snips-train-8501,I want to give the current album 2 stars,I WANT TO GIVE THE CURRANT ALBUM TWO STARS,RateBook
11422,snips-train-8502,rate the current essay a one,RATE THE CARENT A SAAWAN,RateBook
11423,snips-train-8503,rate Lone Wolf 3 points,REAT LONE WOLF THREE POINTS,RateBook
11424,snips-train-8504,rate The Odd Angry Shot five points,RATE THE ODANGRI SHOT FIVE POINTS,RateBook
11425,snips-train-8505,Rate this book 0 points out of 6,WRITE THIS BOOK ZERO POINTS OUT OF SIX,RateBook
11426,snips-train-8506,Rate this album a one,GREAT THI SALBUMAWAN,RateBook
11427,snips-train-8507,Rate this essay four,WRITE THESE S A FOOL,RateBook
11428,snips-train-8508,I feel that Sons and Lovers deserves a rating of 2 .,I FEEL THAT SONS IN LOVE IS DESERVES HE RATING OF TWO,RateBook
11429,snips-train-8509,I rate this essay a two of 6 points,I WRITE THIS ESSAA TWO OF SIX POINTS,RateBook
11430,snips-train-851,Add tara blaise to my power gaming playlist,AD TIRA BLACE TO MY POWER GAMING PLAINLEST,AddToPlaylist
11431,snips-train-8510,I rate the current saga 0 points and a best rating of 6,I WRATE THE CURRENT SAGAZERO POINTS AND A BEST RATING OF SIX,RateBook
11432,snips-train-8511,Rate Battle Hymn of China five of 6 points,RATE BASHEL HIM WITH CHINA FIVE OF SIX POINTS,RateBook
11433,snips-train-8512,Rate the current book a zero of 6,WRATE THE CARANT BUCISERO OF SIX,RateBook
11434,snips-train-8513,give two star to As Long as We Both Shall Live book,GIVE TOO STARTE AS LONG AS WE BOTH SHALL LIVE BOOK,RateBook
11435,snips-train-8514,give the current chronicle three points,GIVE THE CURRENT CHRONEQUAL THREE POINTS,RateBook
11436,snips-train-8515,I want to give the current saga a five,I WANT TO KEEP THE CURRANT SAGUA FIVE,RateBook
11437,snips-train-8516,Rate the current essay 4 out of 6,RATE THE CARAN ESSAY FOR OUT OF SIX,RateBook
11438,snips-train-8517,Rate the current novel 5 of 6 points,RAKE THE CURRENT NOVEL FIVE OF SIX POINTS,RateBook
11439,snips-train-8518,rate the next book four stars,RATE THE NEXT BOOK FOUR STARS,RateBook
11440,snips-train-8519,I want to give this current saga 6 points and a rating value of 1,I WANT TO GIVE THESE CURRENT SAGA SIX POINTS AND ERATING VALUE OF ANE,RateBook
11441,snips-train-852,Add song to Siesta,AD SON TO SIESTA,AddToPlaylist
11442,snips-train-8520,give this current essay five out of 6 stars,GIVE THES CURRENT ASA FIVE OUT OF SIX STARS,RateBook
11443,snips-train-8521,Give five points to An Ice-Cream War,GIVE FIVE POINTS TO AN ICE CREAM WOL,RateBook
11444,snips-train-8522,Rate this book four points,WRITE THIS BOOK FOR POINTS,RateBook
11445,snips-train-8523,Rate Canto for a Gypsy two of 6 stars,RITE CANTO FOR A GIPSY TWO OF SEEK STARS,RateBook
11446,snips-train-8524,give zero points out of 6 to The Devil in a Forest,GIVE ZERO POINTS OUT OF SEEKS TO THE DEVIL IN A FOREST,RateBook
11447,snips-train-8525,Give Love in the Time of Foreclosure 4 of 6,GIVE LOVE IN THE TIME OF FOUR CLOSURE FOUR OF SIX,RateBook
11448,snips-train-8526,give zero out of 6 points to Mr American,GIVES ZERO OUT OF SIX POINTS TO MISTER AMERICAN,RateBook
11449,snips-train-8527,I am giving this current album a rating of four out of 6 points,I AM GIVING THIS CURRANT ALBUMARATING OF FOUR OUT OF SIX POINTS,RateBook
11450,snips-train-8528,I think the chronicle entitled The Spirit of St. Louis should be given a zero rating.,I THINK THE CHRONICLE ENTITLED THE SPIRIT OF SAINT LEWIS SHOULD BE GIVEN A ZERO WRATING,RateBook
11451,snips-train-8529,For the saga Magic in Ithkar 2 I give two stars,FOR THE SAGO MAGIC IN IT CAR TO I GIVE TWO STARS,RateBook
11452,snips-train-853,Add maki ohguro to the rock hard playlist,ADD MACKY OGERO TO THE ROKAN PLAILIST,AddToPlaylist
11453,snips-train-8530,rate The Zenith Angle one out of 6 points,REAKE DOES ANYTHANGL ONE OUT OF SIX POINTS,RateBook
11454,snips-train-8531,Rate the current saga a two,RAKE THE CURRANT SAGARATO,RateBook
11455,snips-train-8532,Rate The A-Z Guide to Arranged Marriage 0 of 6,REAT THE ASAD GUIDE TO ARRANGE MARRIAGE ZERO OF SIX,RateBook
11456,snips-train-8533,Rate the current novel 5 of 6,RATE THE CURRENT NOVEL FIVE OF SIX,RateBook
11457,snips-train-8534,I'd rate Shohola Falls a two out of 6 .,I'D RACH HOLLARFOOLS A TWO OUT OF SIX,RateBook
